Orders.State,Orders.Category,Orders.Sub-Category,Orders.Segment,Orders.Order Date.Variation.Date Hierarchy.Quarter,Sum(Orders.Profit),Sum(Orders.Discount),Sum(Orders.Quantity),Sum(Orders.Sales)
Texas,Office Supplies,Binders,Consumer,Qtr 2,-2509.216100000001,10.4,41,1486.282
Virginia,Office Supplies,Binders,Consumer,Qtr 2,153.92100000000002,0,20,321.81
Washington,Office Supplies,Binders,Consumer,Qtr 2,1217.1857999999997,1.5999999999999999,42,3692.3120000000004
Wisconsin,Office Supplies,Binders,Consumer,Qtr 2,,,,
Arizona,Office Supplies,Binders,Consumer,Qtr 3,-35.9103,4.2,22,48.73200000000001
California,Office Supplies,Binders,Consumer,Qtr 3,1564.4963999999998,7.600000000000004,135,4414.392000000002
Colorado,Office Supplies,Binders,Consumer,Qtr 3,-34.066,2.8,11,48.66600000000001
Florida,Office Supplies,Binders,Consumer,Qtr 3,-352.87059999999985,2.8,17,527.1900000000002
Georgia,Office Supplies,Binders,Consumer,Qtr 3,49.16,0,21,104.72999999999999
Illinois,Office Supplies,Binders,Consumer,Qtr 3,-678.2981000000001,10.4,44,395.1979999999999
Indiana,Office Supplies,Binders,Consumer,Qtr 3,65.9888,0,10,137.24
Kentucky,Office Supplies,Binders,Consumer,Qtr 3,812.1024,0,9,1691.88
Michigan,Office Supplies,Binders,Consumer,Qtr 3,108.37329999999999,0,24,228.47
New Jersey,Office Supplies,Binders,Consumer,Qtr 3,,,,
New York,Office Supplies,Binders,Consumer,Qtr 3,2554.1275,4.600000000000001,87,7336.080000000002
North Carolina,Office Supplies,Binders,Consumer,Qtr 3,-71.01389999999998,4.2,29,95.05500000000002
Ohio,Office Supplies,Binders,Consumer,Qtr 3,-190.917,9.1,48,250.24800000000008
Pennsylvania,Office Supplies,Binders,Consumer,Qtr 3,-1513.7378,11.899999999999997,57,2146.9199999999996
Tennessee,Office Supplies,Binders,Consumer,Qtr 3,-2225.3213999999994,2.8,22,3083.8320000000003
Texas,Office Supplies,Binders,Consumer,Qtr 3,-4087.882200000002,16.000000000000004,83,2418.9299999999994
Virginia,Office Supplies,Binders,Consumer,Qtr 3,25.528799999999997,0,12,52.86000000000001
Washington,Office Supplies,Binders,Consumer,Qtr 3,1326.4362999999996,4.000000000000001,79,4178.848000000001
Wisconsin,Office Supplies,Binders,Consumer,Qtr 3,3.8822,0,2,8.26
Arizona,Office Supplies,Binders,Consumer,Qtr 4,-814.7723,6.300000000000001,38,1116.1260000000002
California,Office Supplies,Binders,Consumer,Qtr 4,1458.2852999999996,10.199999999999996,210,4250.535999999999
Colorado,Office Supplies,Binders,Consumer,Qtr 4,-43.8963,3.5,23,61.34100000000001
Florida,Office Supplies,Binders,Consumer,Qtr 4,-249.77639999999997,8.4,42,315.2550000000001
Georgia,Office Supplies,Binders,Consumer,Qtr 4,78.09519999999999,0,7,166.15999999999997
Illinois,Office Supplies,Binders,Consumer,Qtr 4,-291.6461000000001,8.799999999999999,46,185.44399999999993
Indiana,Office Supplies,Binders,Consumer,Qtr 4,507.5344999999999,0,10,1126.93
Kentucky,Office Supplies,Binders,Consumer,Qtr 4,95.0225,0,14,204.52
Michigan,Office Supplies,Binders,Consumer,Qtr 4,5092.1722,0,49,10199.08
New Jersey,Office Supplies,Binders,Consumer,Qtr 4,536.1676,0,13,1172.1100000000001
New York,Office Supplies,Binders,Consumer,Qtr 4,1657.9768999999997,8.600000000000001,156,4936.328
North Carolina,Office Supplies,Binders,Consumer,Qtr 4,-120.02239999999998,3.5,33,158.37300000000002
Ohio,Office Supplies,Binders,Consumer,Qtr 4,-477.88509999999997,12.599999999999996,59,691.065
Pennsylvania,Office Supplies,Binders,Consumer,Qtr 4,-803.6568000000002,11.199999999999998,61,1071.288
Tennessee,Office Supplies,Binders,Consumer,Qtr 4,-1070.4042,2.0999999999999996,11,1604.5680000000002
Texas,Office Supplies,Binders,Consumer,Qtr 4,-4259.149400000001,28.000000000000014,140,2729.9899999999984
Virginia,Office Supplies,Binders,Consumer,Qtr 4,,,,
Washington,Office Supplies,Binders,Consumer,Qtr 4,998.4514999999998,3.800000000000001,70,3041.248
Wisconsin,Office Supplies,Binders,Consumer,Qtr 4,5.8233,0,3,12.39
Arizona,Office Supplies,Binders,Corporate,Qtr 1,,,,
California,Office Supplies,Binders,Corporate,Qtr 1,219.86769999999996,2.4,49,668.312
Colorado,Office Supplies,Binders,Corporate,Qtr 1,-1.3565999999999994,0.7,2,1.9380000000000002
Florida,Office Supplies,Binders,Corporate,Qtr 1,-75.16469999999998,2.0999999999999996,15,104.18100000000001
Georgia,Office Supplies,Binders,Corporate,Qtr 1,63.9922,0,7,131.2
Illinois,Office Supplies,Binders,Corporate,Qtr 1,,,,
Indiana,Office Supplies,Binders,Corporate,Qtr 1,,,,
Kentucky,Office Supplies,Binders,Corporate,Qtr 1,,,,
Michigan,Office Supplies,Binders,Corporate,Qtr 1,,,,
New Jersey,Office Supplies,Binders,Corporate,Qtr 1,,,,
New York,Office Supplies,Binders,Corporate,Qtr 1,405.7096999999999,1,22,1240.3120000000001
North Carolina,Office Supplies,Binders,Corporate,Qtr 1,-43.72479999999999,2.0999999999999996,15,57.60600000000001
Ohio,Office Supplies,Binders,Corporate,Qtr 1,,,,
Pennsylvania,Office Supplies,Binders,Corporate,Qtr 1,-142.3127,3.5,18,186.61200000000002
Tennessee,Office Supplies,Binders,Corporate,Qtr 1,-72.23939999999997,1.4,4,98.28
Texas,Office Supplies,Binders,Corporate,Qtr 1,-1198.3991000000003,3.2,20,796.1439999999998
Virginia,Office Supplies,Binders,Corporate,Qtr 1,59.01119999999999,0,3,122.94
Washington,Office Supplies,Binders,Corporate,Qtr 1,14.096999999999998,0.4,10,41.04
Wisconsin,Office Supplies,Binders,Corporate,Qtr 1,49.8435,0,7,106.05
Arizona,Office Supplies,Binders,Corporate,Qtr 2,,,,
California,Office Supplies,Binders,Corporate,Qtr 2,182.92100000000002,3.0000000000000004,52,542.48
Colorado,Office Supplies,Binders,Corporate,Qtr 2,-28.942399999999996,2.0999999999999996,7,39.94800000000001
Florida,Office Supplies,Binders,Corporate,Qtr 2,-179.8021,7.000000000000001,36,231.94500000000002
Georgia,Office Supplies,Binders,Corporate,Qtr 2,1409.6631,0,13,3005.3900000000003
Illinois,Office Supplies,Binders,Corporate,Qtr 2,-456.6275000000002,7.999999999999999,39,269.666
Indiana,Office Supplies,Binders,Corporate,Qtr 2,420.4265,0,5,932.35
Kentucky,Office Supplies,Binders,Corporate,Qtr 2,56.5264,0,7,115.36
Michigan,Office Supplies,Binders,Corporate,Qtr 2,86.32319999999999,0,6,179.84
New Jersey,Office Supplies,Binders,Corporate,Qtr 2,11.890999999999998,0,5,25.299999999999997
New York,Office Supplies,Binders,Corporate,Qtr 2,142.2332,1.4,25,403.808
North Carolina,Office Supplies,Binders,Corporate,Qtr 2,-10.05,0.7,5,12.059999999999999
Ohio,Office Supplies,Binders,Corporate,Qtr 2,-60.59459999999999,2.0999999999999996,12,76.13400000000001
Pennsylvania,Office Supplies,Binders,Corporate,Qtr 2,-612.1343999999997,9.799999999999999,52,787.368
Tennessee,Office Supplies,Binders,Corporate,Qtr 2,-126.15019999999998,2.0999999999999996,9,172.02300000000002
Texas,Office Supplies,Binders,Corporate,Qtr 2,-259.2155,12.800000000000002,71,166.35199999999995
Virginia,Office Supplies,Binders,Corporate,Qtr 2,1281.8331,0,9,2727.8100000000004
Washington,Office Supplies,Binders,Corporate,Qtr 2,346.6088999999999,1,33,1021.1279999999999
Wisconsin,Office Supplies,Binders,Corporate,Qtr 2,,,,
Arizona,Office Supplies,Binders,Corporate,Qtr 3,-107.44909999999999,1.4,11,149.61900000000003
California,Office Supplies,Binders,Corporate,Qtr 3,1109.2072999999998,5.600000000000002,94,3245.6640000000007
Colorado,Office Supplies,Binders,Corporate,Qtr 3,-1.4352,0.7,3,1.8720000000000003
Florida,Office Supplies,Binders,Corporate,Qtr 3,-10.495799999999997,1.4,11,14.994000000000003
Georgia,Office Supplies,Binders,Corporate,Qtr 3,,,,
Illinois,Office Supplies,Binders,Corporate,Qtr 3,-904.5162,3.2,27,542.6679999999999
Indiana,Office Supplies,Binders,Corporate,Qtr 3,,,,
Kentucky,Office Supplies,Binders,Corporate,Qtr 3,,,,
Michigan,Office Supplies,Binders,Corporate,Qtr 3,,,,
New Jersey,Office Supplies,Binders,Corporate,Qtr 3,98.105,0,7,196.21
New York,Office Supplies,Binders,Corporate,Qtr 3,798.4957999999999,3.600000000000001,67,2338.352
North Carolina,Office Supplies,Binders,Corporate,Qtr 3,-20.529600000000002,2.0999999999999996,14,28.770000000000007
Ohio,Office Supplies,Binders,Corporate,Qtr 3,-54.97769999999999,4.9,35,75.501
Pennsylvania,Office Supplies,Binders,Corporate,Qtr 3,-49.58229999999999,9.799999999999999,36,65.295
Tennessee,Office Supplies,Binders,Corporate,Qtr 3,-8.741799999999998,2.0999999999999996,7,12.069000000000003
Texas,Office Supplies,Binders,Corporate,Qtr 3,-193.49260000000004,10.4,50,119.20399999999998
Virginia,Office Supplies,Binders,Corporate,Qtr 3,443.03049999999996,0,10,943.61
Washington,Office Supplies,Binders,Corporate,Qtr 3,973.7745999999999,1,31,2885.1360000000004
Wisconsin,Office Supplies,Binders,Corporate,Qtr 3,28.1132,0,15,59.08
Arizona,Office Supplies,Binders,Corporate,Qtr 4,-511.5484000000002,4.2,32,624.2460000000003
California,Office Supplies,Binders,Corporate,Qtr 4,2486.0338,8.200000000000003,132,6745.696
Colorado,Office Supplies,Binders,Corporate,Qtr 4,-88.286,2.0999999999999996,15,116.412
Florida,Office Supplies,Binders,Corporate,Qtr 4,-1252.6664,7.000000000000001,53,1666.671
Georgia,Office Supplies,Binders,Corporate,Qtr 4,158.5558,0,7,323.65999999999997
Illinois,Office Supplies,Binders,Corporate,Qtr 4,-3037.6785000000013,6.3999999999999995,35,1958.4479999999996
Indiana,Office Supplies,Binders,Corporate,Qtr 4,583.103,0,15,1290.58
Kentucky,Office Supplies,Binders,Corporate,Qtr 4,284.20349999999996,0,27,608.87
Michigan,Office Supplies,Binders,Corporate,Qtr 4,236.0182,0,25,501.4400000000001
New Jersey,Office Supplies,Binders,Corporate,Qtr 4,862.0318,0,6,1832.96
New York,Office Supplies,Binders,Corporate,Qtr 4,1047.1925,3.800000000000001,79,3107.52
North Carolina,Office Supplies,Binders,Corporate,Qtr 4,-58.73939999999999,2.8,22,80.59800000000001
Ohio,Office Supplies,Binders,Corporate,Qtr 4,-184.5581,4.9,36,254.15700000000004
Pennsylvania,Office Supplies,Binders,Corporate,Qtr 4,-76.18239999999999,2.0999999999999996,10,95.80200000000002
Tennessee,Office Supplies,Binders,Corporate,Qtr 4,-39.740999999999985,2.8,12,55.515
Texas,Office Supplies,Binders,Corporate,Qtr 4,-530.1355000000002,9.6,41,328.838
Virginia,Office Supplies,Binders,Corporate,Qtr 4,147.1808,0,11,296.92
Washington,Office Supplies,Binders,Corporate,Qtr 4,824.6883,1.9999999999999998,34,2216.072
Wisconsin,Office Supplies,Binders,Corporate,Qtr 4,110.5505,0,16,232.27
Arizona,Office Supplies,Binders,Home Office,Qtr 1,-3.6212,0.7,2,4.938000000000001
California,Office Supplies,Binders,Home Office,Qtr 1,71.18639999999999,0.8,25,205.216
Colorado,Office Supplies,Binders,Home Office,Qtr 1,,,,
Florida,Office Supplies,Binders,Home Office,Qtr 1,-29.484800000000007,1.4,5,38.62200000000001
Georgia,Office Supplies,Binders,Home Office,Qtr 1,635.495,0,1,1270.99
Illinois,Office Supplies,Binders,Home Office,Qtr 1,-5.487,0.8,2,3.539999999999999
Indiana,Office Supplies,Binders,Home Office,Qtr 1,,,,
Kentucky,Office Supplies,Binders,Home Office,Qtr 1,274.491,0,2,609.98
Michigan,Office Supplies,Binders,Home Office,Qtr 1,49.130399999999995,0,9,103.91999999999999
New Jersey,Office Supplies,Binders,Home Office,Qtr 1,,,,
New York,Office Supplies,Binders,Home Office,Qtr 1,53.8641,0.6000000000000001,10,161.976
North Carolina,Office Supplies,Binders,Home Office,Qtr 1,-28.62720000000001,0.7,7,35.784
Ohio,Office Supplies,Binders,Home Office,Qtr 1,-4.762500000000001,0.7,5,5.715000000000002
Pennsylvania,Office Supplies,Binders,Home Office,Qtr 1,-10.104,1.4,2,14.337
Tennessee,Office Supplies,Binders,Home Office,Qtr 1,,,,
Texas,Office Supplies,Binders,Home Office,Qtr 1,-43.07460000000001,2.4000000000000004,18,27.05999999999999
Virginia,Office Supplies,Binders,Home Office,Qtr 1,20.7,0,4,46
Washington,Office Supplies,Binders,Home Office,Qtr 1,104.88419999999999,1.2,28,319.336
Wisconsin,Office Supplies,Binders,Home Office,Qtr 1,1.728,0,2,3.6
Arizona,Office Supplies,Binders,Home Office,Qtr 2,-30.319399999999987,2.0999999999999996,14,42.177
California,Office Supplies,Binders,Home Office,Qtr 2,72.08959999999999,1,21,198.03199999999998
Colorado,Office Supplies,Binders,Home Office,Qtr 2,-66.3158,3.5,22,86.33100000000002
Florida,Office Supplies,Binders,Home Office,Qtr 2,-339.0627999999999,2.0999999999999996,13,408.522
Georgia,Office Supplies,Binders,Home Office,Qtr 2,110.37759999999999,0,7,240.6
Illinois,Office Supplies,Binders,Home Office,Qtr 2,-241.95220000000012,1.6,16,147.95199999999997
Indiana,Office Supplies,Binders,Home Office,Qtr 2,,,,
Kentucky,Office Supplies,Binders,Home Office,Qtr 2,28.0032,0,2,58.34
Michigan,Office Supplies,Binders,Home Office,Qtr 2,1912.6832,0,6,3826.2700000000004
New Jersey,Office Supplies,Binders,Home Office,Qtr 2,20.9208,0,3,45.480000000000004
New York,Office Supplies,Binders,Home Office,Qtr 2,31.085500000000003,0.4,7,91.432
North Carolina,Office Supplies,Binders,Home Office,Qtr 2,-145.3508,0.7,2,189.58800000000005
Ohio,Office Supplies,Binders,Home Office,Qtr 2,-112.54159999999999,2.0999999999999996,19,137.29200000000003
Pennsylvania,Office Supplies,Binders,Home Office,Qtr 2,-89.47389999999999,4.9,27,123.42900000000002
Tennessee,Office Supplies,Binders,Home Office,Qtr 2,,,,
Texas,Office Supplies,Binders,Home Office,Qtr 2,-40.29060000000001,3.2,10,25.567999999999994
Virginia,Office Supplies,Binders,Home Office,Qtr 2,56.550000000000004,0,3,113.10000000000001
Washington,Office Supplies,Binders,Home Office,Qtr 2,46.22499999999999,0.2,5,147.92
Wisconsin,Office Supplies,Binders,Home Office,Qtr 2,45.839999999999996,0,3,91.67999999999999
Arizona,Office Supplies,Binders,Home Office,Qtr 3,-41.90849999999998,1.4,9,52.71300000000001
California,Office Supplies,Binders,Home Office,Qtr 3,232.7868,3.0000000000000004,56,675.376
Colorado,Office Supplies,Binders,Home Office,Qtr 3,-58.86159999999998,0.7,4,76.77600000000001
Florida,Office Supplies,Binders,Home Office,Qtr 3,-13.9436,1.4,4,19.014000000000003
Georgia,Office Supplies,Binders,Home Office,Qtr 3,,,,
Illinois,Office Supplies,Binders,Home Office,Qtr 3,-1215.6236,4,19,808.0379999999998
Indiana,Office Supplies,Binders,Home Office,Qtr 3,78.19539999999999,0,1,169.99
Kentucky,Office Supplies,Binders,Home Office,Qtr 3,151.94609999999997,0,18,328.08000000000004
Michigan,Office Supplies,Binders,Home Office,Qtr 3,8.93,0,5,19
New Jersey,Office Supplies,Binders,Home Office,Qtr 3,116.22139999999999,0,13,249.5
New York,Office Supplies,Binders,Home Office,Qtr 3,1443.0201999999997,1.2,25,4438.136
North Carolina,Office Supplies,Binders,Home Office,Qtr 3,,,,
Ohio,Office Supplies,Binders,Home Office,Qtr 3,-104.06639999999996,2.8,17,145.33500000000004
Pennsylvania,Office Supplies,Binders,Home Office,Qtr 3,-882.5587000000004,4.9,28,1292.1030000000003
Tennessee,Office Supplies,Binders,Home Office,Qtr 3,-13.519799999999996,2.0999999999999996,10,19.422000000000004
Texas,Office Supplies,Binders,Home Office,Qtr 3,-183.21320000000006,8.799999999999999,52,116.18199999999997
Virginia,Office Supplies,Binders,Home Office,Qtr 3,9.526,0,3,20.08
Washington,Office Supplies,Binders,Home Office,Qtr 3,65.666,0.8,11,194.64800000000005
Wisconsin,Office Supplies,Binders,Home Office,Qtr 3,,,,
Arizona,Office Supplies,Binders,Home Office,Qtr 4,,,,
California,Office Supplies,Binders,Home Office,Qtr 4,639.0317999999999,4.200000000000001,101,1804.2480000000003
Colorado,Office Supplies,Binders,Home Office,Qtr 4,-24.1016,1.4,8,29.880000000000006
Florida,Office Supplies,Binders,Home Office,Qtr 4,-71.79119999999998,3.5,24,99.56400000000002
Georgia,Office Supplies,Binders,Home Office,Qtr 4,,,,
Illinois,Office Supplies,Binders,Home Office,Qtr 4,-101.94220000000004,4,18,62.649999999999984
Indiana,Office Supplies,Binders,Home Office,Qtr 4,69.776,0,12,144.76
Kentucky,Office Supplies,Binders,Home Office,Qtr 4,1.4112,0,1,2.88
Michigan,Office Supplies,Binders,Home Office,Qtr 4,76.39999999999999,0,5,152.79999999999998
New Jersey,Office Supplies,Binders,Home Office,Qtr 4,,,,
New York,Office Supplies,Binders,Home Office,Qtr 4,299.76329999999996,2.1999999999999997,59,882.1840000000002
North Carolina,Office Supplies,Binders,Home Office,Qtr 4,-1366.0452,2.8,18,1718.9040000000005
Ohio,Office Supplies,Binders,Home Office,Qtr 4,-78.65259999999999,4.2,26,112.76700000000001
Pennsylvania,Office Supplies,Binders,Home Office,Qtr 4,,,,
Tennessee,Office Supplies,Binders,Home Office,Qtr 4,-62.72759999999999,2.0999999999999996,9,79.83600000000001
Texas,Office Supplies,Binders,Home Office,Qtr 4,-90.62940000000003,6.3999999999999995,37,57.62599999999999
Virginia,Office Supplies,Binders,Home Office,Qtr 4,36.4203,0,6,77.49000000000001
Washington,Office Supplies,Binders,Home Office,Qtr 4,112.2324,0.8,17,321.32800000000003
Wisconsin,Office Supplies,Binders,Home Office,Qtr 4,8.572799999999999,0,3,18.240000000000002
Arizona,Office Supplies,Envelopes,Consumer,Qtr 1,36.693,0.2,5,108.72
California,Office Supplies,Envelopes,Consumer,Qtr 1,,,,
Colorado,Office Supplies,Envelopes,Consumer,Qtr 1,,,,
Florida,Office Supplies,Envelopes,Consumer,Qtr 1,,,,
Georgia,Office Supplies,Envelopes,Consumer,Qtr 1,35.02439999999999,0,9,74.52
Illinois,Office Supplies,Envelopes,Consumer,Qtr 1,90.64439999999999,0.2,4,268.576
Indiana,Office Supplies,Envelopes,Consumer,Qtr 1,,,,
Kentucky,Office Supplies,Envelopes,Consumer,Qtr 1,,,,
Michigan,Office Supplies,Envelopes,Consumer,Qtr 1,,,,
New Jersey,Office Supplies,Envelopes,Consumer,Qtr 1,,,,
New York,Office Supplies,Envelopes,Consumer,Qtr 1,46.996399999999994,0,13,98.11999999999999
North Carolina,Office Supplies,Envelopes,Consumer,Qtr 1,7.3386,0.2,1,21.744
Ohio,Office Supplies,Envelopes,Consumer,Qtr 1,17.52,0.2,5,46.72
Pennsylvania,Office Supplies,Envelopes,Consumer,Qtr 1,2.878199999999999,0.2,3,8.856
Tennessee,Office Supplies,Envelopes,Consumer,Qtr 1,6.646799999999999,0.2,3,18.336
Texas,Office Supplies,Envelopes,Consumer,Qtr 1,11.894999999999994,0.2,3,36.6
Virginia,Office Supplies,Envelopes,Consumer,Qtr 1,,,,
Washington,Office Supplies,Envelopes,Consumer,Qtr 1,,,,
Wisconsin,Office Supplies,Envelopes,Consumer,Qtr 1,,,,
Arizona,Office Supplies,Envelopes,Consumer,Qtr 2,15.921000000000003,0.2,5,43.92
California,Office Supplies,Envelopes,Consumer,Qtr 2,138.1857,0,11,287.94
Colorado,Office Supplies,Envelopes,Consumer,Qtr 2,14.442,0.4,11,39.928
Florida,Office Supplies,Envelopes,Consumer,Qtr 2,12.692699999999995,0.2,3,37.608000000000004
Georgia,Office Supplies,Envelopes,Consumer,Qtr 2,8.601600000000001,0,4,17.92
Illinois,Office Supplies,Envelopes,Consumer,Qtr 2,7.1064,0.4,4,21.056
Indiana,Office Supplies,Envelopes,Consumer,Qtr 2,,,,
Kentucky,Office Supplies,Envelopes,Consumer,Qtr 2,,,,
Michigan,Office Supplies,Envelopes,Consumer,Qtr 2,81.432,0,2,180.96
New Jersey,Office Supplies,Envelopes,Consumer,Qtr 2,12.902400000000002,0,6,26.880000000000003
New York,Office Supplies,Envelopes,Consumer,Qtr 2,23.257599999999996,0,7,49.66
North Carolina,Office Supplies,Envelopes,Consumer,Qtr 2,,,,
Ohio,Office Supplies,Envelopes,Consumer,Qtr 2,,,,
Pennsylvania,Office Supplies,Envelopes,Consumer,Qtr 2,14.0792,0.6000000000000001,7,40.448
Tennessee,Office Supplies,Envelopes,Consumer,Qtr 2,,,,
Texas,Office Supplies,Envelopes,Consumer,Qtr 2,80.77469999999998,0.6000000000000001,12,234.168
Virginia,Office Supplies,Envelopes,Consumer,Qtr 2,28.754999999999995,0,5,63.9
Washington,Office Supplies,Envelopes,Consumer,Qtr 2,104.38470000000001,0,8,213.03
Wisconsin,Office Supplies,Envelopes,Consumer,Qtr 2,,,,
Arizona,Office Supplies,Envelopes,Consumer,Qtr 3,,,,
California,Office Supplies,Envelopes,Consumer,Qtr 3,242.9947,0,19,517.01
Colorado,Office Supplies,Envelopes,Consumer,Qtr 3,4.230899999999998,0.2,1,12.536000000000001
Florida,Office Supplies,Envelopes,Consumer,Qtr 3,36.18639999999999,0.6000000000000001,13,103.2
Georgia,Office Supplies,Envelopes,Consumer,Qtr 3,7.4872,0,2,15.28
Illinois,Office Supplies,Envelopes,Consumer,Qtr 3,6.282,0.4,3,16.752000000000002
Indiana,Office Supplies,Envelopes,Consumer,Qtr 3,84.14499999999998,0,13,176.82999999999998
Kentucky,Office Supplies,Envelopes,Consumer,Qtr 3,,,,
Michigan,Office Supplies,Envelopes,Consumer,Qtr 3,8.2156,0,2,17.48
New Jersey,Office Supplies,Envelopes,Consumer,Qtr 3,,,,
New York,Office Supplies,Envelopes,Consumer,Qtr 3,78.3192,0,15,170.02999999999997
North Carolina,Office Supplies,Envelopes,Consumer,Qtr 3,29.984999999999985,0.2,3,95.952
Ohio,Office Supplies,Envelopes,Consumer,Qtr 3,96.54979999999999,0.8,12,285.31199999999995
Pennsylvania,Office Supplies,Envelopes,Consumer,Qtr 3,22.446,0.6000000000000001,11,60.672000000000004
Tennessee,Office Supplies,Envelopes,Consumer,Qtr 3,12.425399999999996,0.4,8,38.232
Texas,Office Supplies,Envelopes,Consumer,Qtr 3,39.97259999999999,0.4,4,117.136
Virginia,Office Supplies,Envelopes,Consumer,Qtr 3,20.0605,0,5,42.21
