Orders.Order Date.Variation.Date Hierarchy.Quarter,Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Category,Orders.Sub-Category,Orders.Region,Orders.Country,Orders.State,Orders.City,Sum(Orders.Profit),Sum(Orders.Sales)
Qtr 3,2017,Furniture,Tables,East,United States,Delaware,Wilmington,-48.78390000000003,310.44300000000004
Qtr 4,2017,Furniture,Tables,East,United States,Delaware,Wilmington,,
Qtr 1,2014,Furniture,Tables,East,United States,Maryland,Baltimore,,
Qtr 2,2014,Furniture,Tables,East,United States,Maryland,Baltimore,,
Qtr 3,2014,Furniture,Tables,East,United States,Maryland,Baltimore,,
Qtr 4,2014,Furniture,Tables,East,United States,Maryland,Baltimore,,
Qtr 1,2015,Furniture,Tables,East,United States,Maryland,Baltimore,,
Qtr 2,2015,Furniture,Tables,East,United States,Maryland,Baltimore,,
Qtr 3,2015,Furniture,Tables,East,United States,Maryland,Baltimore,,
Qtr 4,2015,Furniture,Tables,East,United States,Maryland,Baltimore,,
Qtr 1,2016,Furniture,Tables,East,United States,Maryland,Baltimore,,
Qtr 2,2016,Furniture,Tables,East,United States,Maryland,Baltimore,,
Qtr 3,2016,Furniture,Tables,East,United States,Maryland,Baltimore,,
Qtr 4,2016,Furniture,Tables,East,United States,Maryland,Baltimore,-23.93719999999999,239.37199999999996
Qtr 1,2017,Furniture,Tables,East,United States,Maryland,Baltimore,,
Qtr 2,2017,Furniture,Tables,East,United States,Maryland,Baltimore,,
Qtr 3,2017,Furniture,Tables,East,United States,Maryland,Baltimore,,
Qtr 4,2017,Furniture,Tables,East,United States,Maryland,Baltimore,,
Qtr 1,2014,Furniture,Tables,East,United States,Maryland,Clinton,,
Qtr 2,2014,Furniture,Tables,East,United States,Maryland,Clinton,,
Qtr 3,2014,Furniture,Tables,East,United States,Maryland,Clinton,,
Qtr 4,2014,Furniture,Tables,East,United States,Maryland,Clinton,,
Qtr 1,2015,Furniture,Tables,East,United States,Maryland,Clinton,,
Qtr 2,2015,Furniture,Tables,East,United States,Maryland,Clinton,,
Qtr 3,2015,Furniture,Tables,East,United States,Maryland,Clinton,,
Qtr 4,2015,Furniture,Tables,East,United States,Maryland,Clinton,,
Qtr 1,2016,Furniture,Tables,East,United States,Maryland,Clinton,-47.17980000000003,550.431
Qtr 2,2016,Furniture,Tables,East,United States,Maryland,Clinton,,
Qtr 3,2016,Furniture,Tables,East,United States,Maryland,Clinton,,
Qtr 4,2016,Furniture,Tables,East,United States,Maryland,Clinton,,
Qtr 1,2017,Furniture,Tables,East,United States,Maryland,Clinton,,
Qtr 2,2017,Furniture,Tables,East,United States,Maryland,Clinton,,
Qtr 3,2017,Furniture,Tables,East,United States,Maryland,Clinton,,
Qtr 4,2017,Furniture,Tables,East,United States,Maryland,Clinton,,
Qtr 1,2014,Furniture,Tables,East,United States,Massachusetts,Everett,,
Qtr 2,2014,Furniture,Tables,East,United States,Massachusetts,Everett,,
Qtr 3,2014,Furniture,Tables,East,United States,Massachusetts,Everett,,
Qtr 4,2014,Furniture,Tables,East,United States,Massachusetts,Everett,,
Qtr 1,2015,Furniture,Tables,East,United States,Massachusetts,Everett,,
Qtr 2,2015,Furniture,Tables,East,United States,Massachusetts,Everett,,
Qtr 3,2015,Furniture,Tables,East,United States,Massachusetts,Everett,,
Qtr 4,2015,Furniture,Tables,East,United States,Massachusetts,Everett,0,446.068
Qtr 1,2016,Furniture,Tables,East,United States,Massachusetts,Everett,,
Qtr 2,2016,Furniture,Tables,East,United States,Massachusetts,Everett,,
Qtr 3,2016,Furniture,Tables,East,United States,Massachusetts,Everett,,
Qtr 4,2016,Furniture,Tables,East,United States,Massachusetts,Everett,,
Qtr 1,2017,Furniture,Tables,East,United States,Massachusetts,Everett,,
Qtr 2,2017,Furniture,Tables,East,United States,Massachusetts,Everett,,
Qtr 3,2017,Furniture,Tables,East,United States,Massachusetts,Everett,,
Qtr 4,2017,Furniture,Tables,East,United States,Massachusetts,Everett,,
Qtr 1,2014,Furniture,Tables,East,United States,Massachusetts,Franklin,,
Qtr 2,2014,Furniture,Tables,East,United States,Massachusetts,Franklin,-130.0104,700.056
Qtr 3,2014,Furniture,Tables,East,United States,Massachusetts,Franklin,,
Qtr 4,2014,Furniture,Tables,East,United States,Massachusetts,Franklin,,
Qtr 1,2015,Furniture,Tables,East,United States,Massachusetts,Franklin,,
Qtr 2,2015,Furniture,Tables,East,United States,Massachusetts,Franklin,,
Qtr 3,2015,Furniture,Tables,East,United States,Massachusetts,Franklin,,
Qtr 4,2015,Furniture,Tables,East,United States,Massachusetts,Franklin,,
Qtr 1,2016,Furniture,Tables,East,United States,Massachusetts,Franklin,,
Qtr 2,2016,Furniture,Tables,East,United States,Massachusetts,Franklin,,
Qtr 3,2016,Furniture,Tables,East,United States,Massachusetts,Franklin,,
Qtr 4,2016,Furniture,Tables,East,United States,Massachusetts,Franklin,-47.0583,366.00899999999996
Qtr 1,2017,Furniture,Tables,East,United States,Massachusetts,Franklin,,
Qtr 2,2017,Furniture,Tables,East,United States,Massachusetts,Franklin,,
Qtr 3,2017,Furniture,Tables,East,United States,Massachusetts,Franklin,-297.6847999999998,1488.4239999999998
Qtr 4,2017,Furniture,Tables,East,United States,Massachusetts,Franklin,,
Qtr 1,2014,Furniture,Tables,East,United States,Massachusetts,Lawrence,,
Qtr 2,2014,Furniture,Tables,East,United States,Massachusetts,Lawrence,-38.849999999999994,194.25
Qtr 3,2014,Furniture,Tables,East,United States,Massachusetts,Lawrence,,
Qtr 4,2014,Furniture,Tables,East,United States,Massachusetts,Lawrence,,
Qtr 1,2015,Furniture,Tables,East,United States,Massachusetts,Lawrence,,
Qtr 2,2015,Furniture,Tables,East,United States,Massachusetts,Lawrence,,
Qtr 3,2015,Furniture,Tables,East,United States,Massachusetts,Lawrence,,
Qtr 4,2015,Furniture,Tables,East,United States,Massachusetts,Lawrence,,
Qtr 1,2016,Furniture,Tables,East,United States,Massachusetts,Lawrence,,
Qtr 2,2016,Furniture,Tables,East,United States,Massachusetts,Lawrence,,
Qtr 3,2016,Furniture,Tables,East,United States,Massachusetts,Lawrence,,
Qtr 4,2016,Furniture,Tables,East,United States,Massachusetts,Lawrence,,
Qtr 1,2017,Furniture,Tables,East,United States,Massachusetts,Lawrence,,
Qtr 2,2017,Furniture,Tables,East,United States,Massachusetts,Lawrence,,
Qtr 3,2017,Furniture,Tables,East,United States,Massachusetts,Lawrence,,
Qtr 4,2017,Furniture,Tables,East,United States,Massachusetts,Lawrence,-52.658199999999965,526.582
Qtr 1,2014,Furniture,Tables,East,United States,Massachusetts,Quincy,,
Qtr 2,2014,Furniture,Tables,East,United States,Massachusetts,Quincy,,
Qtr 3,2014,Furniture,Tables,East,United States,Massachusetts,Quincy,,
Qtr 4,2014,Furniture,Tables,East,United States,Massachusetts,Quincy,,
Qtr 1,2015,Furniture,Tables,East,United States,Massachusetts,Quincy,,
Qtr 2,2015,Furniture,Tables,East,United States,Massachusetts,Quincy,,
Qtr 3,2015,Furniture,Tables,East,United States,Massachusetts,Quincy,,
Qtr 4,2015,Furniture,Tables,East,United States,Massachusetts,Quincy,,
Qtr 1,2016,Furniture,Tables,East,United States,Massachusetts,Quincy,,
Qtr 2,2016,Furniture,Tables,East,United States,Massachusetts,Quincy,,
Qtr 3,2016,Furniture,Tables,East,United States,Massachusetts,Quincy,20.967,244.61499999999998
Qtr 4,2016,Furniture,Tables,East,United States,Massachusetts,Quincy,,
Qtr 1,2017,Furniture,Tables,East,United States,Massachusetts,Quincy,,
Qtr 2,2017,Furniture,Tables,East,United States,Massachusetts,Quincy,,
Qtr 3,2017,Furniture,Tables,East,United States,Massachusetts,Quincy,,
Qtr 4,2017,Furniture,Tables,East,United States,Massachusetts,Quincy,,
Qtr 1,2014,Furniture,Tables,East,United States,New Hampshire,Dover,,
Qtr 2,2014,Furniture,Tables,East,United States,New Hampshire,Dover,,
Qtr 3,2014,Furniture,Tables,East,United States,New Hampshire,Dover,,
Qtr 4,2014,Furniture,Tables,East,United States,New Hampshire,Dover,,
Qtr 1,2015,Furniture,Tables,East,United States,New Hampshire,Dover,,
Qtr 2,2015,Furniture,Tables,East,United States,New Hampshire,Dover,,
Qtr 3,2015,Furniture,Tables,East,United States,New Hampshire,Dover,,
Qtr 4,2015,Furniture,Tables,East,United States,New Hampshire,Dover,-105.31639999999993,1053.164
Qtr 1,2016,Furniture,Tables,East,United States,New Hampshire,Dover,,
Qtr 2,2016,Furniture,Tables,East,United States,New Hampshire,Dover,,
Qtr 3,2016,Furniture,Tables,East,United States,New Hampshire,Dover,,
Qtr 4,2016,Furniture,Tables,East,United States,New Hampshire,Dover,,
Qtr 1,2017,Furniture,Tables,East,United States,New Hampshire,Dover,,
Qtr 2,2017,Furniture,Tables,East,United States,New Hampshire,Dover,,
Qtr 3,2017,Furniture,Tables,East,United States,New Hampshire,Dover,,
Qtr 4,2017,Furniture,Tables,East,United States,New Hampshire,Dover,,
Qtr 1,2014,Furniture,Tables,East,United States,New Jersey,Passaic,,
Qtr 2,2014,Furniture,Tables,East,United States,New Jersey,Passaic,,
Qtr 3,2014,Furniture,Tables,East,United States,New Jersey,Passaic,,
Qtr 4,2014,Furniture,Tables,East,United States,New Jersey,Passaic,,
Qtr 1,2015,Furniture,Tables,East,United States,New Jersey,Passaic,,
Qtr 2,2015,Furniture,Tables,East,United States,New Jersey,Passaic,,
Qtr 3,2015,Furniture,Tables,East,United States,New Jersey,Passaic,,
Qtr 4,2015,Furniture,Tables,East,United States,New Jersey,Passaic,,
Qtr 1,2016,Furniture,Tables,East,United States,New Jersey,Passaic,,
Qtr 2,2016,Furniture,Tables,East,United States,New Jersey,Passaic,-19.91839999999999,174.28599999999997
Qtr 3,2016,Furniture,Tables,East,United States,New Jersey,Passaic,,
Qtr 4,2016,Furniture,Tables,East,United States,New Jersey,Passaic,,
Qtr 1,2017,Furniture,Tables,East,United States,New Jersey,Passaic,,
Qtr 2,2017,Furniture,Tables,East,United States,New Jersey,Passaic,,
Qtr 3,2017,Furniture,Tables,East,United States,New Jersey,Passaic,,
Qtr 4,2017,Furniture,Tables,East,United States,New Jersey,Passaic,,
Qtr 1,2014,Furniture,Tables,East,United States,New Jersey,Vineland,,
Qtr 2,2014,Furniture,Tables,East,United States,New Jersey,Vineland,,
Qtr 3,2014,Furniture,Tables,East,United States,New Jersey,Vineland,,
Qtr 4,2014,Furniture,Tables,East,United States,New Jersey,Vineland,,
Qtr 1,2015,Furniture,Tables,East,United States,New Jersey,Vineland,,
Qtr 2,2015,Furniture,Tables,East,United States,New Jersey,Vineland,,
Qtr 3,2015,Furniture,Tables,East,United States,New Jersey,Vineland,,
Qtr 4,2015,Furniture,Tables,East,United States,New Jersey,Vineland,,
Qtr 1,2016,Furniture,Tables,East,United States,New Jersey,Vineland,-31.372200000000007,244.00599999999997
Qtr 2,2016,Furniture,Tables,East,United States,New Jersey,Vineland,,
Qtr 3,2016,Furniture,Tables,East,United States,New Jersey,Vineland,,
Qtr 4,2016,Furniture,Tables,East,United States,New Jersey,Vineland,,
Qtr 1,2017,Furniture,Tables,East,United States,New Jersey,Vineland,,
Qtr 2,2017,Furniture,Tables,East,United States,New Jersey,Vineland,,
Qtr 3,2017,Furniture,Tables,East,United States,New Jersey,Vineland,,
Qtr 4,2017,Furniture,Tables,East,United States,New Jersey,Vineland,,
Qtr 1,2014,Furniture,Tables,East,United States,New York,Long Beach,,
Qtr 2,2014,Furniture,Tables,East,United States,New York,Long Beach,-347.1174000000001,991.7640000000001
Qtr 3,2014,Furniture,Tables,East,United States,New York,Long Beach,,
Qtr 4,2014,Furniture,Tables,East,United States,New York,Long Beach,,
Qtr 1,2015,Furniture,Tables,East,United States,New York,Long Beach,,
Qtr 2,2015,Furniture,Tables,East,United States,New York,Long Beach,,
Qtr 3,2015,Furniture,Tables,East,United States,New York,Long Beach,,
Qtr 4,2015,Furniture,Tables,East,United States,New York,Long Beach,,
Qtr 1,2016,Furniture,Tables,East,United States,New York,Long Beach,,
Qtr 2,2016,Furniture,Tables,East,United States,New York,Long Beach,,
Qtr 3,2016,Furniture,Tables,East,United States,New York,Long Beach,,
Qtr 4,2016,Furniture,Tables,East,United States,New York,Long Beach,,
Qtr 1,2017,Furniture,Tables,East,United States,New York,Long Beach,,
Qtr 2,2017,Furniture,Tables,East,United States,New York,Long Beach,,
Qtr 3,2017,Furniture,Tables,East,United States,New York,Long Beach,,
Qtr 4,2017,Furniture,Tables,East,United States,New York,Long Beach,,
Qtr 1,2014,Furniture,Tables,East,United States,New York,New York City,-1124.0239,3265.23
Qtr 2,2014,Furniture,Tables,East,United States,New York,New York City,,
Qtr 3,2014,Furniture,Tables,East,United States,New York,New York City,-108.33479999999997,464.29200000000003
Qtr 4,2014,Furniture,Tables,East,United States,New York,New York City,-19.549200000000006,53.315999999999995
Qtr 1,2015,Furniture,Tables,East,United States,New York,New York City,-373.3048,1018.1039999999999
Qtr 2,2015,Furniture,Tables,East,United States,New York,New York City,,
Qtr 3,2015,Furniture,Tables,East,United States,New York,New York City,-757.5519000000002,2610.762
Qtr 4,2015,Furniture,Tables,East,United States,New York,New York City,,
Qtr 1,2016,Furniture,Tables,East,United States,New York,New York City,-99.34529999999998,313.722
Qtr 2,2016,Furniture,Tables,East,United States,New York,New York City,,
Qtr 3,2016,Furniture,Tables,East,United States,New York,New York City,-66.2302,209.148
Qtr 4,2016,Furniture,Tables,East,United States,New York,New York City,-393.72260000000017,1099.1219999999998
Qtr 1,2017,Furniture,Tables,East,United States,New York,New York City,,
Qtr 2,2017,Furniture,Tables,East,United States,New York,New York City,-411.40889999999996,1429.398
Qtr 3,2017,Furniture,Tables,East,United States,New York,New York City,-93.3262,254.52599999999998
Qtr 4,2017,Furniture,Tables,East,United States,New York,New York City,-95.9238,246.474
Qtr 1,2014,Furniture,Tables,East,United States,New York,Oceanside,,
Qtr 2,2014,Furniture,Tables,East,United States,New York,Oceanside,,
Qtr 3,2014,Furniture,Tables,East,United States,New York,Oceanside,,
Qtr 4,2014,Furniture,Tables,East,United States,New York,Oceanside,,
Qtr 1,2015,Furniture,Tables,East,United States,New York,Oceanside,,
Qtr 2,2015,Furniture,Tables,East,United States,New York,Oceanside,,
Qtr 3,2015,Furniture,Tables,East,United States,New York,Oceanside,,
Qtr 4,2015,Furniture,Tables,East,United States,New York,Oceanside,,
Qtr 1,2016,Furniture,Tables,East,United States,New York,Oceanside,,
Qtr 2,2016,Furniture,Tables,East,United States,New York,Oceanside,,
Qtr 3,2016,Furniture,Tables,East,United States,New York,Oceanside,,
Qtr 4,2016,Furniture,Tables,East,United States,New York,Oceanside,-153.34560000000005,400.032
Qtr 1,2017,Furniture,Tables,East,United States,New York,Oceanside,,
Qtr 2,2017,Furniture,Tables,East,United States,New York,Oceanside,,
Qtr 3,2017,Furniture,Tables,East,United States,New York,Oceanside,,
Qtr 4,2017,Furniture,Tables,East,United States,New York,Oceanside,,
Qtr 1,2014,Furniture,Tables,East,United States,New York,Rochester,,
Qtr 2,2014,Furniture,Tables,East,United States,New York,Rochester,,
Qtr 3,2014,Furniture,Tables,East,United States,New York,Rochester,,
Qtr 4,2014,Furniture,Tables,East,United States,New York,Rochester,,
Qtr 1,2015,Furniture,Tables,East,United States,New York,Rochester,,
Qtr 2,2015,Furniture,Tables,East,United States,New York,Rochester,,
Qtr 3,2015,Furniture,Tables,East,United States,New York,Rochester,,
Qtr 4,2015,Furniture,Tables,East,United States,New York,Rochester,-13.978000000000009,209.67
Qtr 1,2016,Furniture,Tables,East,United States,New York,Rochester,,
Qtr 2,2016,Furniture,Tables,East,United States,New York,Rochester,-213.55740000000006,376.866
Qtr 3,2016,Furniture,Tables,East,United States,New York,Rochester,,
Qtr 4,2016,Furniture,Tables,East,United States,New York,Rochester,,
Qtr 1,2017,Furniture,Tables,East,United States,New York,Rochester,,
Qtr 2,2017,Furniture,Tables,East,United States,New York,Rochester,,
Qtr 3,2017,Furniture,Tables,East,United States,New York,Rochester,,
Qtr 4,2017,Furniture,Tables,East,United States,New York,Rochester,,
Qtr 1,2014,Furniture,Tables,East,United States,New York,Yonkers,,
Qtr 2,2014,Furniture,Tables,East,United States,New York,Yonkers,,
Qtr 3,2014,Furniture,Tables,East,United States,New York,Yonkers,,
Qtr 4,2014,Furniture,Tables,East,United States,New York,Yonkers,,
Qtr 1,2015,Furniture,Tables,East,United States,New York,Yonkers,,
Qtr 2,2015,Furniture,Tables,East,United States,New York,Yonkers,,
Qtr 3,2015,Furniture,Tables,East,United States,New York,Yonkers,,
Qtr 4,2015,Furniture,Tables,East,United States,New York,Yonkers,,
Qtr 1,2016,Furniture,Tables,East,United States,New York,Yonkers,-264.9208,836.592
Qtr 2,2016,Furniture,Tables,East,United States,New York,Yonkers,,
Qtr 3,2016,Furniture,Tables,East,United States,New York,Yonkers,,
Qtr 4,2016,Furniture,Tables,East,United States,New York,Yonkers,,
Qtr 1,2017,Furniture,Tables,East,United States,New York,Yonkers,,
Qtr 2,2017,Furniture,Tables,East,United States,New York,Yonkers,,
Qtr 3,2017,Furniture,Tables,East,United States,New York,Yonkers,,
Qtr 4,2017,Furniture,Tables,East,United States,New York,Yonkers,,
Qtr 1,2014,Furniture,Tables,East,United States,Ohio,Akron,,
Qtr 2,2014,Furniture,Tables,East,United States,Ohio,Akron,,
Qtr 3,2014,Furniture,Tables,East,United States,Ohio,Akron,,
Qtr 4,2014,Furniture,Tables,East,United States,Ohio,Akron,,
Qtr 1,2015,Furniture,Tables,East,United States,Ohio,Akron,,
Qtr 2,2015,Furniture,Tables,East,United States,Ohio,Akron,,
Qtr 3,2015,Furniture,Tables,East,United States,Ohio,Akron,,
Qtr 4,2015,Furniture,Tables,East,United States,Ohio,Akron,,
Qtr 1,2016,Furniture,Tables,East,United States,Ohio,Akron,,
Qtr 2,2016,Furniture,Tables,East,United States,Ohio,Akron,,
Qtr 3,2016,Furniture,Tables,East,United States,Ohio,Akron,,
Qtr 4,2016,Furniture,Tables,East,United States,Ohio,Akron,,
Qtr 1,2017,Furniture,Tables,East,United States,Ohio,Akron,,
Qtr 2,2017,Furniture,Tables,East,United States,Ohio,Akron,,
Qtr 3,2017,Furniture,Tables,East,United States,Ohio,Akron,,
Qtr 4,2017,Furniture,Tables,East,United States,Ohio,Akron,-75.83040000000005,284.364
Qtr 1,2014,Furniture,Tables,East,United States,Ohio,Columbus,,
Qtr 2,2014,Furniture,Tables,East,United States,Ohio,Columbus,,
Qtr 3,2014,Furniture,Tables,East,United States,Ohio,Columbus,,
Qtr 4,2014,Furniture,Tables,East,United States,Ohio,Columbus,,
Qtr 1,2015,Furniture,Tables,East,United States,Ohio,Columbus,,
Qtr 2,2015,Furniture,Tables,East,United States,Ohio,Columbus,,
Qtr 3,2015,Furniture,Tables,East,United States,Ohio,Columbus,,
Qtr 4,2015,Furniture,Tables,East,United States,Ohio,Columbus,,
Qtr 1,2016,Furniture,Tables,East,United States,Ohio,Columbus,,
Qtr 2,2016,Furniture,Tables,East,United States,Ohio,Columbus,-58.13319999999999,205.176
Qtr 3,2016,Furniture,Tables,East,United States,Ohio,Columbus,,
Qtr 4,2016,Furniture,Tables,East,United States,Ohio,Columbus,-147.8655,328.59000000000003
Qtr 1,2017,Furniture,Tables,East,United States,Ohio,Columbus,,
Qtr 2,2017,Furniture,Tables,East,United States,Ohio,Columbus,,
Qtr 3,2017,Furniture,Tables,East,United States,Ohio,Columbus,,
Qtr 4,2017,Furniture,Tables,East,United States,Ohio,Columbus,,
Qtr 1,2014,Furniture,Tables,East,United States,Ohio,Dublin,,
Qtr 2,2014,Furniture,Tables,East,United States,Ohio,Dublin,,
Qtr 3,2014,Furniture,Tables,East,United States,Ohio,Dublin,,
Qtr 4,2014,Furniture,Tables,East,United States,Ohio,Dublin,,
