Orders.Order Date.Variation.Date Hierarchy.Day,Orders.Order Date.Variation.Date Hierarchy.Month,Orders.Order Date.Variation.Date Hierarchy.Quarter,Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Category,Orders.Sub-Category,Sum(Orders.Profit)
25,August,Qtr 3,2015,Office Supplies,Appliances,29.668800000000005
27,August,Qtr 3,2015,Office Supplies,Appliances,
28,August,Qtr 3,2015,Office Supplies,Appliances,
29,August,Qtr 3,2015,Office Supplies,Appliances,
31,August,Qtr 3,2015,Office Supplies,Appliances,
1,September,Qtr 3,2015,Office Supplies,Appliances,
3,September,Qtr 3,2015,Office Supplies,Appliances,60.552800000000005
4,September,Qtr 3,2015,Office Supplies,Appliances,
5,September,Qtr 3,2015,Office Supplies,Appliances,
6,September,Qtr 3,2015,Office Supplies,Appliances,2.0975
7,September,Qtr 3,2015,Office Supplies,Appliances,
8,September,Qtr 3,2015,Office Supplies,Appliances,
10,September,Qtr 3,2015,Office Supplies,Appliances,16.1096
11,September,Qtr 3,2015,Office Supplies,Appliances,29.980800000000002
12,September,Qtr 3,2015,Office Supplies,Appliances,
13,September,Qtr 3,2015,Office Supplies,Appliances,
14,September,Qtr 3,2015,Office Supplies,Appliances,
15,September,Qtr 3,2015,Office Supplies,Appliances,
16,September,Qtr 3,2015,Office Supplies,Appliances,
17,September,Qtr 3,2015,Office Supplies,Appliances,
18,September,Qtr 3,2015,Office Supplies,Appliances,
19,September,Qtr 3,2015,Office Supplies,Appliances,
20,September,Qtr 3,2015,Office Supplies,Appliances,
21,September,Qtr 3,2015,Office Supplies,Appliances,
22,September,Qtr 3,2015,Office Supplies,Appliances,16.5888
24,September,Qtr 3,2015,Office Supplies,Appliances,335.85479999999984
25,September,Qtr 3,2015,Office Supplies,Appliances,
26,September,Qtr 3,2015,Office Supplies,Appliances,14.409600000000003
27,September,Qtr 3,2015,Office Supplies,Appliances,
28,September,Qtr 3,2015,Office Supplies,Appliances,161.682
1,October,Qtr 4,2015,Office Supplies,Appliances,
2,October,Qtr 4,2015,Office Supplies,Appliances,
3,October,Qtr 4,2015,Office Supplies,Appliances,
4,October,Qtr 4,2015,Office Supplies,Appliances,
5,October,Qtr 4,2015,Office Supplies,Appliances,9.517199999999999
8,October,Qtr 4,2015,Office Supplies,Appliances,
9,October,Qtr 4,2015,Office Supplies,Appliances,59.20920000000001
10,October,Qtr 4,2015,Office Supplies,Appliances,
11,October,Qtr 4,2015,Office Supplies,Appliances,
12,October,Qtr 4,2015,Office Supplies,Appliances,
13,October,Qtr 4,2015,Office Supplies,Appliances,
15,October,Qtr 4,2015,Office Supplies,Appliances,
16,October,Qtr 4,2015,Office Supplies,Appliances,
17,October,Qtr 4,2015,Office Supplies,Appliances,
18,October,Qtr 4,2015,Office Supplies,Appliances,-186.56820000000005
19,October,Qtr 4,2015,Office Supplies,Appliances,459.39599999999996
20,October,Qtr 4,2015,Office Supplies,Appliances,
22,October,Qtr 4,2015,Office Supplies,Appliances,
23,October,Qtr 4,2015,Office Supplies,Appliances,
24,October,Qtr 4,2015,Office Supplies,Appliances,
25,October,Qtr 4,2015,Office Supplies,Appliances,
26,October,Qtr 4,2015,Office Supplies,Appliances,20.387999999999998
28,October,Qtr 4,2015,Office Supplies,Appliances,
29,October,Qtr 4,2015,Office Supplies,Appliances,
30,October,Qtr 4,2015,Office Supplies,Appliances,53.04389999999998
31,October,Qtr 4,2015,Office Supplies,Appliances,
1,November,Qtr 4,2015,Office Supplies,Appliances,
2,November,Qtr 4,2015,Office Supplies,Appliances,55.36160000000001
3,November,Qtr 4,2015,Office Supplies,Appliances,
5,November,Qtr 4,2015,Office Supplies,Appliances,24.196000000000012
6,November,Qtr 4,2015,Office Supplies,Appliances,
7,November,Qtr 4,2015,Office Supplies,Appliances,
8,November,Qtr 4,2015,Office Supplies,Appliances,18.660600000000002
9,November,Qtr 4,2015,Office Supplies,Appliances,
10,November,Qtr 4,2015,Office Supplies,Appliances,178.90999999999997
11,November,Qtr 4,2015,Office Supplies,Appliances,46.790800000000004
12,November,Qtr 4,2015,Office Supplies,Appliances,
13,November,Qtr 4,2015,Office Supplies,Appliances,
14,November,Qtr 4,2015,Office Supplies,Appliances,322.1829
15,November,Qtr 4,2015,Office Supplies,Appliances,
16,November,Qtr 4,2015,Office Supplies,Appliances,141.27749999999997
17,November,Qtr 4,2015,Office Supplies,Appliances,
19,November,Qtr 4,2015,Office Supplies,Appliances,8.3916
20,November,Qtr 4,2015,Office Supplies,Appliances,
21,November,Qtr 4,2015,Office Supplies,Appliances,-33.98920000000003
22,November,Qtr 4,2015,Office Supplies,Appliances,-123.858
23,November,Qtr 4,2015,Office Supplies,Appliances,735.0336
24,November,Qtr 4,2015,Office Supplies,Appliances,
25,November,Qtr 4,2015,Office Supplies,Appliances,
26,November,Qtr 4,2015,Office Supplies,Appliances,
27,November,Qtr 4,2015,Office Supplies,Appliances,
28,November,Qtr 4,2015,Office Supplies,Appliances,15.395199999999999
29,November,Qtr 4,2015,Office Supplies,Appliances,178.901
30,November,Qtr 4,2015,Office Supplies,Appliances,9.835199999999993
1,December,Qtr 4,2015,Office Supplies,Appliances,
3,December,Qtr 4,2015,Office Supplies,Appliances,
4,December,Qtr 4,2015,Office Supplies,Appliances,
5,December,Qtr 4,2015,Office Supplies,Appliances,
6,December,Qtr 4,2015,Office Supplies,Appliances,2.0228
7,December,Qtr 4,2015,Office Supplies,Appliances,41.293800000000005
8,December,Qtr 4,2015,Office Supplies,Appliances,
9,December,Qtr 4,2015,Office Supplies,Appliances,
10,December,Qtr 4,2015,Office Supplies,Appliances,-108.8304
11,December,Qtr 4,2015,Office Supplies,Appliances,
12,December,Qtr 4,2015,Office Supplies,Appliances,
13,December,Qtr 4,2015,Office Supplies,Appliances,34.9648
14,December,Qtr 4,2015,Office Supplies,Appliances,
15,December,Qtr 4,2015,Office Supplies,Appliances,36.372
16,December,Qtr 4,2015,Office Supplies,Appliances,
17,December,Qtr 4,2015,Office Supplies,Appliances,
18,December,Qtr 4,2015,Office Supplies,Appliances,
19,December,Qtr 4,2015,Office Supplies,Appliances,51.65199999999999
20,December,Qtr 4,2015,Office Supplies,Appliances,10.880999999999997
21,December,Qtr 4,2015,Office Supplies,Appliances,4.5737999999999985
22,December,Qtr 4,2015,Office Supplies,Appliances,
23,December,Qtr 4,2015,Office Supplies,Appliances,56.352799999999974
24,December,Qtr 4,2015,Office Supplies,Appliances,
25,December,Qtr 4,2015,Office Supplies,Appliances,124.48799999999994
26,December,Qtr 4,2015,Office Supplies,Appliances,
27,December,Qtr 4,2015,Office Supplies,Appliances,134.24679999999995
28,December,Qtr 4,2015,Office Supplies,Appliances,
29,December,Qtr 4,2015,Office Supplies,Appliances,
30,December,Qtr 4,2015,Office Supplies,Appliances,
31,December,Qtr 4,2015,Office Supplies,Appliances,
2,January,Qtr 1,2016,Office Supplies,Appliances,
3,January,Qtr 1,2016,Office Supplies,Appliances,
4,January,Qtr 1,2016,Office Supplies,Appliances,
5,January,Qtr 1,2016,Office Supplies,Appliances,
7,January,Qtr 1,2016,Office Supplies,Appliances,
8,January,Qtr 1,2016,Office Supplies,Appliances,
9,January,Qtr 1,2016,Office Supplies,Appliances,
10,January,Qtr 1,2016,Office Supplies,Appliances,
11,January,Qtr 1,2016,Office Supplies,Appliances,
14,January,Qtr 1,2016,Office Supplies,Appliances,
15,January,Qtr 1,2016,Office Supplies,Appliances,
16,January,Qtr 1,2016,Office Supplies,Appliances,
17,January,Qtr 1,2016,Office Supplies,Appliances,
21,January,Qtr 1,2016,Office Supplies,Appliances,
22,January,Qtr 1,2016,Office Supplies,Appliances,6.486400000000003
23,January,Qtr 1,2016,Office Supplies,Appliances,
24,January,Qtr 1,2016,Office Supplies,Appliances,
25,January,Qtr 1,2016,Office Supplies,Appliances,
28,January,Qtr 1,2016,Office Supplies,Appliances,
30,January,Qtr 1,2016,Office Supplies,Appliances,
31,January,Qtr 1,2016,Office Supplies,Appliances,
1,February,Qtr 1,2016,Office Supplies,Appliances,
2,February,Qtr 1,2016,Office Supplies,Appliances,
3,February,Qtr 1,2016,Office Supplies,Appliances,
4,February,Qtr 1,2016,Office Supplies,Appliances,
5,February,Qtr 1,2016,Office Supplies,Appliances,
6,February,Qtr 1,2016,Office Supplies,Appliances,
7,February,Qtr 1,2016,Office Supplies,Appliances,
8,February,Qtr 1,2016,Office Supplies,Appliances,
9,February,Qtr 1,2016,Office Supplies,Appliances,
11,February,Qtr 1,2016,Office Supplies,Appliances,
12,February,Qtr 1,2016,Office Supplies,Appliances,
13,February,Qtr 1,2016,Office Supplies,Appliances,
14,February,Qtr 1,2016,Office Supplies,Appliances,
15,February,Qtr 1,2016,Office Supplies,Appliances,
16,February,Qtr 1,2016,Office Supplies,Appliances,-225.55680000000007
19,February,Qtr 1,2016,Office Supplies,Appliances,
20,February,Qtr 1,2016,Office Supplies,Appliances,
21,February,Qtr 1,2016,Office Supplies,Appliances,
22,February,Qtr 1,2016,Office Supplies,Appliances,137.28960000000004
23,February,Qtr 1,2016,Office Supplies,Appliances,
25,February,Qtr 1,2016,Office Supplies,Appliances,
27,February,Qtr 1,2016,Office Supplies,Appliances,49.55519999999998
28,February,Qtr 1,2016,Office Supplies,Appliances,
29,February,Qtr 1,2016,Office Supplies,Appliances,
1,March,Qtr 1,2016,Office Supplies,Appliances,
3,March,Qtr 1,2016,Office Supplies,Appliances,
4,March,Qtr 1,2016,Office Supplies,Appliances,
5,March,Qtr 1,2016,Office Supplies,Appliances,
6,March,Qtr 1,2016,Office Supplies,Appliances,-6.3018
7,March,Qtr 1,2016,Office Supplies,Appliances,
8,March,Qtr 1,2016,Office Supplies,Appliances,48.333599999999976
9,March,Qtr 1,2016,Office Supplies,Appliances,
10,March,Qtr 1,2016,Office Supplies,Appliances,
11,March,Qtr 1,2016,Office Supplies,Appliances,
12,March,Qtr 1,2016,Office Supplies,Appliances,40.274
13,March,Qtr 1,2016,Office Supplies,Appliances,62.65559999999999
14,March,Qtr 1,2016,Office Supplies,Appliances,
15,March,Qtr 1,2016,Office Supplies,Appliances,
17,March,Qtr 1,2016,Office Supplies,Appliances,297.64349999999996
18,March,Qtr 1,2016,Office Supplies,Appliances,87.18000000000009
19,March,Qtr 1,2016,Office Supplies,Appliances,
20,March,Qtr 1,2016,Office Supplies,Appliances,
21,March,Qtr 1,2016,Office Supplies,Appliances,
22,March,Qtr 1,2016,Office Supplies,Appliances,
24,March,Qtr 1,2016,Office Supplies,Appliances,
25,March,Qtr 1,2016,Office Supplies,Appliances,
26,March,Qtr 1,2016,Office Supplies,Appliances,
27,March,Qtr 1,2016,Office Supplies,Appliances,
28,March,Qtr 1,2016,Office Supplies,Appliances,
29,March,Qtr 1,2016,Office Supplies,Appliances,
30,March,Qtr 1,2016,Office Supplies,Appliances,
31,March,Qtr 1,2016,Office Supplies,Appliances,
1,April,Qtr 2,2016,Office Supplies,Appliances,3.0143999999999993
2,April,Qtr 2,2016,Office Supplies,Appliances,
3,April,Qtr 2,2016,Office Supplies,Appliances,
4,April,Qtr 2,2016,Office Supplies,Appliances,
5,April,Qtr 2,2016,Office Supplies,Appliances,
6,April,Qtr 2,2016,Office Supplies,Appliances,
7,April,Qtr 2,2016,Office Supplies,Appliances,2.5146000000000015
8,April,Qtr 2,2016,Office Supplies,Appliances,
9,April,Qtr 2,2016,Office Supplies,Appliances,
10,April,Qtr 2,2016,Office Supplies,Appliances,44.366400000000006
12,April,Qtr 2,2016,Office Supplies,Appliances,
13,April,Qtr 2,2016,Office Supplies,Appliances,
14,April,Qtr 2,2016,Office Supplies,Appliances,
15,April,Qtr 2,2016,Office Supplies,Appliances,
16,April,Qtr 2,2016,Office Supplies,Appliances,
17,April,Qtr 2,2016,Office Supplies,Appliances,
18,April,Qtr 2,2016,Office Supplies,Appliances,55.058400000000006
19,April,Qtr 2,2016,Office Supplies,Appliances,
21,April,Qtr 2,2016,Office Supplies,Appliances,-126.85920000000002
22,April,Qtr 2,2016,Office Supplies,Appliances,5.8704
23,April,Qtr 2,2016,Office Supplies,Appliances,
24,April,Qtr 2,2016,Office Supplies,Appliances,
25,April,Qtr 2,2016,Office Supplies,Appliances,
26,April,Qtr 2,2016,Office Supplies,Appliances,
28,April,Qtr 2,2016,Office Supplies,Appliances,
30,April,Qtr 2,2016,Office Supplies,Appliances,
1,May,Qtr 2,2016,Office Supplies,Appliances,
2,May,Qtr 2,2016,Office Supplies,Appliances,
3,May,Qtr 2,2016,Office Supplies,Appliances,-71.2962
5,May,Qtr 2,2016,Office Supplies,Appliances,
6,May,Qtr 2,2016,Office Supplies,Appliances,15.254400000000004
7,May,Qtr 2,2016,Office Supplies,Appliances,
8,May,Qtr 2,2016,Office Supplies,Appliances,
9,May,Qtr 2,2016,Office Supplies,Appliances,-131.7168
10,May,Qtr 2,2016,Office Supplies,Appliances,
11,May,Qtr 2,2016,Office Supplies,Appliances,
12,May,Qtr 2,2016,Office Supplies,Appliances,2.3409000000000004
14,May,Qtr 2,2016,Office Supplies,Appliances,
15,May,Qtr 2,2016,Office Supplies,Appliances,
16,May,Qtr 2,2016,Office Supplies,Appliances,
17,May,Qtr 2,2016,Office Supplies,Appliances,
18,May,Qtr 2,2016,Office Supplies,Appliances,
19,May,Qtr 2,2016,Office Supplies,Appliances,94.15779999999998
20,May,Qtr 2,2016,Office Supplies,Appliances,
21,May,Qtr 2,2016,Office Supplies,Appliances,
22,May,Qtr 2,2016,Office Supplies,Appliances,172.33840000000004
23,May,Qtr 2,2016,Office Supplies,Appliances,
24,May,Qtr 2,2016,Office Supplies,Appliances,
25,May,Qtr 2,2016,Office Supplies,Appliances,
26,May,Qtr 2,2016,Office Supplies,Appliances,6.533999999999997
27,May,Qtr 2,2016,Office Supplies,Appliances,
28,May,Qtr 2,2016,Office Supplies,Appliances,78.672
29,May,Qtr 2,2016,Office Supplies,Appliances,
30,May,Qtr 2,2016,Office Supplies,Appliances,118.71599999999997
31,May,Qtr 2,2016,Office Supplies,Appliances,
2,June,Qtr 2,2016,Office Supplies,Appliances,
3,June,Qtr 2,2016,Office Supplies,Appliances,
4,June,Qtr 2,2016,Office Supplies,Appliances,
5,June,Qtr 2,2016,Office Supplies,Appliances,15.724800000000002
6,June,Qtr 2,2016,Office Supplies,Appliances,
7,June,Qtr 2,2016,Office Supplies,Appliances,
9,June,Qtr 2,2016,Office Supplies,Appliances,
10,June,Qtr 2,2016,Office Supplies,Appliances,
11,June,Qtr 2,2016,Office Supplies,Appliances,
12,June,Qtr 2,2016,Office Supplies,Appliances,-86.3608
13,June,Qtr 2,2016,Office Supplies,Appliances,
14,June,Qtr 2,2016,Office Supplies,Appliances,
15,June,Qtr 2,2016,Office Supplies,Appliances,
16,June,Qtr 2,2016,Office Supplies,Appliances,
17,June,Qtr 2,2016,Office Supplies,Appliances,
18,June,Qtr 2,2016,Office Supplies,Appliances,90.71999999999997
19,June,Qtr 2,2016,Office Supplies,Appliances,
20,June,Qtr 2,2016,Office Supplies,Appliances,39.23999999999998
21,June,Qtr 2,2016,Office Supplies,Appliances,
23,June,Qtr 2,2016,Office Supplies,Appliances,
24,June,Qtr 2,2016,Office Supplies,Appliances,52.829999999999984
25,June,Qtr 2,2016,Office Supplies,Appliances,17.0268
26,June,Qtr 2,2016,Office Supplies,Appliances,
27,June,Qtr 2,2016,Office Supplies,Appliances,
28,June,Qtr 2,2016,Office Supplies,Appliances,123.37800000000001
29,June,Qtr 2,2016,Office Supplies,Appliances,
30,June,Qtr 2,2016,Office Supplies,Appliances,
1,July,Qtr 3,2016,Office Supplies,Appliances,
2,July,Qtr 3,2016,Office Supplies,Appliances,
3,July,Qtr 3,2016,Office Supplies,Appliances,197.92079999999999
4,July,Qtr 3,2016,Office Supplies,Appliances,
7,July,Qtr 3,2016,Office Supplies,Appliances,
8,July,Qtr 3,2016,Office Supplies,Appliances,
9,July,Qtr 3,2016,Office Supplies,Appliances,
10,July,Qtr 3,2016,Office Supplies,Appliances,
12,July,Qtr 3,2016,Office Supplies,Appliances,
14,July,Qtr 3,2016,Office Supplies,Appliances,50.03459999999999
15,July,Qtr 3,2016,Office Supplies,Appliances,
16,July,Qtr 3,2016,Office Supplies,Appliances,
17,July,Qtr 3,2016,Office Supplies,Appliances,59.32719999999999
18,July,Qtr 3,2016,Office Supplies,Appliances,
19,July,Qtr 3,2016,Office Supplies,Appliances,
20,July,Qtr 3,2016,Office Supplies,Appliances,
21,July,Qtr 3,2016,Office Supplies,Appliances,
22,July,Qtr 3,2016,Office Supplies,Appliances,10.5504
23,July,Qtr 3,2016,Office Supplies,Appliances,6.5164
24,July,Qtr 3,2016,Office Supplies,Appliances,
25,July,Qtr 3,2016,Office Supplies,Appliances,27.43649999999996
28,July,Qtr 3,2016,Office Supplies,Appliances,0.7110000000000003
29,July,Qtr 3,2016,Office Supplies,Appliances,
30,July,Qtr 3,2016,Office Supplies,Appliances,178.90999999999997
31,July,Qtr 3,2016,Office Supplies,Appliances,72.35799999999998
1,August,Qtr 3,2016,Office Supplies,Appliances,13.787999999999997
2,August,Qtr 3,2016,Office Supplies,Appliances,
3,August,Qtr 3,2016,Office Supplies,Appliances,
4,August,Qtr 3,2016,Office Supplies,Appliances,
5,August,Qtr 3,2016,Office Supplies,Appliances,
6,August,Qtr 3,2016,Office Supplies,Appliances,
7,August,Qtr 3,2016,Office Supplies,Appliances,
8,August,Qtr 3,2016,Office Supplies,Appliances,136.61759999999998
9,August,Qtr 3,2016,Office Supplies,Appliances,64.07279999999994
11,August,Qtr 3,2016,Office Supplies,Appliances,
12,August,Qtr 3,2016,Office Supplies,Appliances,
13,August,Qtr 3,2016,Office Supplies,Appliances,-148.5206
14,August,Qtr 3,2016,Office Supplies,Appliances,
15,August,Qtr 3,2016,Office Supplies,Appliances,12.232799999999997
16,August,Qtr 3,2016,Office Supplies,Appliances,
17,August,Qtr 3,2016,Office Supplies,Appliances,
18,August,Qtr 3,2016,Office Supplies,Appliances,99.48960000000001
19,August,Qtr 3,2016,Office Supplies,Appliances,
20,August,Qtr 3,2016,Office Supplies,Appliances,
21,August,Qtr 3,2016,Office Supplies,Appliances,
22,August,Qtr 3,2016,Office Supplies,Appliances,8.516399999999994
23,August,Qtr 3,2016,Office Supplies,Appliances,292.2220000000001
26,August,Qtr 3,2016,Office Supplies,Appliances,
27,August,Qtr 3,2016,Office Supplies,Appliances,
28,August,Qtr 3,2016,Office Supplies,Appliances,
29,August,Qtr 3,2016,Office Supplies,Appliances,
30,August,Qtr 3,2016,Office Supplies,Appliances,
31,August,Qtr 3,2016,Office Supplies,Appliances,
1,September,Qtr 3,2016,Office Supplies,Appliances,71.16199999999998
2,September,Qtr 3,2016,Office Supplies,Appliances,34.813799999999944
3,September,Qtr 3,2016,Office Supplies,Appliances,
4,September,Qtr 3,2016,Office Supplies,Appliances,8.716800000000006
5,September,Qtr 3,2016,Office Supplies,Appliances,-166.39350000000002
6,September,Qtr 3,2016,Office Supplies,Appliances,22.585199999999993
8,September,Qtr 3,2016,Office Supplies,Appliances,62.24399999999997
9,September,Qtr 3,2016,Office Supplies,Appliances,
10,September,Qtr 3,2016,Office Supplies,Appliances,
11,September,Qtr 3,2016,Office Supplies,Appliances,
12,September,Qtr 3,2016,Office Supplies,Appliances,
13,September,Qtr 3,2016,Office Supplies,Appliances,136.07999999999998
14,September,Qtr 3,2016,Office Supplies,Appliances,
15,September,Qtr 3,2016,Office Supplies,Appliances,
16,September,Qtr 3,2016,Office Supplies,Appliances,4.5448
17,September,Qtr 3,2016,Office Supplies,Appliances,
18,September,Qtr 3,2016,Office Supplies,Appliances,
19,September,Qtr 3,2016,Office Supplies,Appliances,
20,September,Qtr 3,2016,Office Supplies,Appliances,129.77249999999998
22,September,Qtr 3,2016,Office Supplies,Appliances,
23,September,Qtr 3,2016,Office Supplies,Appliances,
24,September,Qtr 3,2016,Office Supplies,Appliances,
25,September,Qtr 3,2016,Office Supplies,Appliances,17.890999999999977
26,September,Qtr 3,2016,Office Supplies,Appliances,-184.86000000000004
27,September,Qtr 3,2016,Office Supplies,Appliances,
28,September,Qtr 3,2016,Office Supplies,Appliances,
29,September,Qtr 3,2016,Office Supplies,Appliances,
30,September,Qtr 3,2016,Office Supplies,Appliances,
1,October,Qtr 4,2016,Office Supplies,Appliances,
2,October,Qtr 4,2016,Office Supplies,Appliances,16.5888
3,October,Qtr 4,2016,Office Supplies,Appliances,
4,October,Qtr 4,2016,Office Supplies,Appliances,
6,October,Qtr 4,2016,Office Supplies,Appliances,
