Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Category,Orders.Sub-Category,Orders.City,Orders.Country,Orders.Segment,Sum(Orders.Profit),Sum(Orders.Sales)
2016,Office Supplies,Art,Morristown,United States,Consumer,,
2017,Office Supplies,Art,Morristown,United States,Consumer,,
2014,Office Supplies,Art,Murray,United States,Consumer,,
2015,Office Supplies,Art,Murray,United States,Consumer,,
2016,Office Supplies,Art,Murray,United States,Consumer,,
2017,Office Supplies,Art,Murray,United States,Consumer,7.537099999999999,25.99
2014,Office Supplies,Art,Muskogee,United States,Home Office,,
2015,Office Supplies,Art,Muskogee,United States,Home Office,,
2016,Office Supplies,Art,Muskogee,United States,Home Office,,
2017,Office Supplies,Art,Muskogee,United States,Home Office,1.9023999999999992,6.56
2014,Office Supplies,Art,Nashville,United States,Consumer,,
2015,Office Supplies,Art,Nashville,United States,Consumer,0.8384999999999994,5.16
2016,Office Supplies,Art,Nashville,United States,Consumer,0.3335999999999999,4.4479999999999995
2017,Office Supplies,Art,Nashville,United States,Consumer,,
2014,Office Supplies,Art,Nashville,United States,Home Office,,
2015,Office Supplies,Art,Nashville,United States,Home Office,,
2016,Office Supplies,Art,Nashville,United States,Home Office,,
2017,Office Supplies,Art,Nashville,United States,Home Office,12.048,109.96799999999999
2014,Office Supplies,Art,New York City,United States,Consumer,36.025800000000004,110.05000000000001
2015,Office Supplies,Art,New York City,United States,Consumer,17.3636,46.58
2016,Office Supplies,Art,New York City,United States,Consumer,97.0352,333.84999999999997
2017,Office Supplies,Art,New York City,United States,Consumer,105.75739999999999,324.68999999999994
2014,Office Supplies,Art,New York City,United States,Corporate,14.447400000000002,44.400000000000006
2015,Office Supplies,Art,New York City,United States,Corporate,72.4623,256.28999999999996
2016,Office Supplies,Art,New York City,United States,Corporate,176.13170000000002,592.59
2017,Office Supplies,Art,New York City,United States,Corporate,12.881999999999998,36.42
2014,Office Supplies,Art,New York City,United States,Home Office,18.8574,69.55
2015,Office Supplies,Art,New York City,United States,Home Office,41.372099999999996,121.81
2016,Office Supplies,Art,New York City,United States,Home Office,3.440000000000001,8
2017,Office Supplies,Art,New York City,United States,Home Office,58.7491,195.04999999999998
2014,Office Supplies,Art,Newark,United States,Consumer,,
2015,Office Supplies,Art,Newark,United States,Consumer,,
2016,Office Supplies,Art,Newark,United States,Consumer,11.838000000000001,129.416
2017,Office Supplies,Art,Newark,United States,Consumer,45.22259999999999,155.94
2014,Office Supplies,Art,Newark,United States,Corporate,26.564999999999998,57.75
2015,Office Supplies,Art,Newark,United States,Corporate,2.6568000000000005,9.84
2016,Office Supplies,Art,Newark,United States,Corporate,1.3992000000000013,18.656000000000002
2017,Office Supplies,Art,Newark,United States,Corporate,73.27839999999999,276.628
2014,Office Supplies,Art,Newark,United States,Home Office,2.5056,8.64
2015,Office Supplies,Art,Newark,United States,Home Office,,
2016,Office Supplies,Art,Newark,United States,Home Office,,
2017,Office Supplies,Art,Newark,United States,Home Office,,
2014,Office Supplies,Art,Newport News,United States,Corporate,0.8803999999999998,2.84
2015,Office Supplies,Art,Newport News,United States,Corporate,,
2016,Office Supplies,Art,Newport News,United States,Corporate,,
2017,Office Supplies,Art,Newport News,United States,Corporate,,
2014,Office Supplies,Art,Niagara Falls,United States,Home Office,,
2015,Office Supplies,Art,Niagara Falls,United States,Home Office,,
2016,Office Supplies,Art,Niagara Falls,United States,Home Office,5.0112,17.28
2017,Office Supplies,Art,Niagara Falls,United States,Home Office,,
2014,Office Supplies,Art,North Las Vegas,United States,Corporate,4.695600000000001,18.060000000000002
2015,Office Supplies,Art,North Las Vegas,United States,Corporate,,
2016,Office Supplies,Art,North Las Vegas,United States,Corporate,,
2017,Office Supplies,Art,North Las Vegas,United States,Corporate,,
2014,Office Supplies,Art,North Las Vegas,United States,Home Office,,
2015,Office Supplies,Art,North Las Vegas,United States,Home Office,,
2016,Office Supplies,Art,North Las Vegas,United States,Home Office,29.4372,113.22
2017,Office Supplies,Art,North Las Vegas,United States,Home Office,,
2014,Office Supplies,Art,Oak Park,United States,Corporate,,
2015,Office Supplies,Art,Oak Park,United States,Corporate,,
2016,Office Supplies,Art,Oak Park,United States,Corporate,,
2017,Office Supplies,Art,Oak Park,United States,Corporate,1.0192,10.192000000000002
2014,Office Supplies,Art,Oakland,United States,Consumer,,
2015,Office Supplies,Art,Oakland,United States,Consumer,,
2016,Office Supplies,Art,Oakland,United States,Consumer,,
2017,Office Supplies,Art,Oakland,United States,Consumer,4.9647999999999985,17.12
2014,Office Supplies,Art,Oakland,United States,Corporate,,
2015,Office Supplies,Art,Oakland,United States,Corporate,,
2016,Office Supplies,Art,Oakland,United States,Corporate,,
2017,Office Supplies,Art,Oakland,United States,Corporate,44.97499999999999,179.89999999999998
2014,Office Supplies,Art,Oakland,United States,Home Office,,
2015,Office Supplies,Art,Oakland,United States,Home Office,,
2016,Office Supplies,Art,Oakland,United States,Home Office,10.028199999999998,34.58
2017,Office Supplies,Art,Oakland,United States,Home Office,,
2014,Office Supplies,Art,Olathe,United States,Home Office,,
2015,Office Supplies,Art,Olathe,United States,Home Office,,
2016,Office Supplies,Art,Olathe,United States,Home Office,26.984999999999992,107.94
2017,Office Supplies,Art,Olathe,United States,Home Office,,
2014,Office Supplies,Art,Orange,United States,Consumer,,
2015,Office Supplies,Art,Orange,United States,Consumer,,
2016,Office Supplies,Art,Orange,United States,Consumer,,
2017,Office Supplies,Art,Orange,United States,Consumer,18.447000000000003,70.94999999999999
2014,Office Supplies,Art,Orem,United States,Consumer,,
2015,Office Supplies,Art,Orem,United States,Consumer,,
2016,Office Supplies,Art,Orem,United States,Consumer,12.874400000000001,45.98
2017,Office Supplies,Art,Orem,United States,Consumer,,
2014,Office Supplies,Art,Orem,United States,Corporate,,
2015,Office Supplies,Art,Orem,United States,Corporate,,
2016,Office Supplies,Art,Orem,United States,Corporate,,
2017,Office Supplies,Art,Orem,United States,Corporate,4.2048,11.68
2014,Office Supplies,Art,Orlando,United States,Consumer,,
2015,Office Supplies,Art,Orlando,United States,Consumer,,
2016,Office Supplies,Art,Orlando,United States,Consumer,,
2017,Office Supplies,Art,Orlando,United States,Consumer,4.1987999999999985,55.98400000000001
2014,Office Supplies,Art,Overland Park,United States,Corporate,,
2015,Office Supplies,Art,Overland Park,United States,Corporate,,
2016,Office Supplies,Art,Overland Park,United States,Corporate,,
2017,Office Supplies,Art,Overland Park,United States,Corporate,9.167399999999999,27.78
2014,Office Supplies,Art,Oxnard,United States,Corporate,,
2015,Office Supplies,Art,Oxnard,United States,Corporate,25.792,99.2
2016,Office Supplies,Art,Oxnard,United States,Corporate,,
2017,Office Supplies,Art,Oxnard,United States,Corporate,,
2014,Office Supplies,Art,Parma,United States,Consumer,,
2015,Office Supplies,Art,Parma,United States,Consumer,,
2016,Office Supplies,Art,Parma,United States,Consumer,,
2017,Office Supplies,Art,Parma,United States,Consumer,0.5903999999999991,5.248
2014,Office Supplies,Art,Pasadena,United States,Consumer,,
2015,Office Supplies,Art,Pasadena,United States,Consumer,,
2016,Office Supplies,Art,Pasadena,United States,Consumer,,
2017,Office Supplies,Art,Pasadena,United States,Consumer,18.736400000000003,86.9
2014,Office Supplies,Art,Pasadena,United States,Corporate,,
2015,Office Supplies,Art,Pasadena,United States,Corporate,,
2016,Office Supplies,Art,Pasadena,United States,Corporate,,
2017,Office Supplies,Art,Pasadena,United States,Corporate,2.3219999999999974,20.64
2014,Office Supplies,Art,Pasadena,United States,Home Office,,
2015,Office Supplies,Art,Pasadena,United States,Home Office,,
2016,Office Supplies,Art,Pasadena,United States,Home Office,1.0347999999999993,6.368
2017,Office Supplies,Art,Pasadena,United States,Home Office,1.4455999999999998,5.56
2014,Office Supplies,Art,Pasco,United States,Consumer,93.79799999999996,309.71999999999997
2015,Office Supplies,Art,Pasco,United States,Consumer,,
2016,Office Supplies,Art,Pasco,United States,Consumer,,
2017,Office Supplies,Art,Pasco,United States,Consumer,,
2014,Office Supplies,Art,Peoria,United States,Consumer,,
2015,Office Supplies,Art,Peoria,United States,Consumer,1.1555999999999984,10.272000000000002
2016,Office Supplies,Art,Peoria,United States,Consumer,,
2017,Office Supplies,Art,Peoria,United States,Consumer,,
2014,Office Supplies,Art,Peoria,United States,Home Office,,
2015,Office Supplies,Art,Peoria,United States,Home Office,,
2016,Office Supplies,Art,Peoria,United States,Home Office,,
2017,Office Supplies,Art,Peoria,United States,Home Office,8.586999999999996,103.912
2014,Office Supplies,Art,Perth Amboy,United States,Consumer,,
2015,Office Supplies,Art,Perth Amboy,United States,Consumer,74.56540000000001,286.78999999999996
2016,Office Supplies,Art,Perth Amboy,United States,Consumer,,
2017,Office Supplies,Art,Perth Amboy,United States,Consumer,,
2014,Office Supplies,Art,Philadelphia,United States,Consumer,17.2446,104.608
2015,Office Supplies,Art,Philadelphia,United States,Consumer,38.996399999999994,279.88800000000003
2016,Office Supplies,Art,Philadelphia,United States,Consumer,11.395999999999988,95.104
2017,Office Supplies,Art,Philadelphia,United States,Consumer,4.12,18.016
2014,Office Supplies,Art,Philadelphia,United States,Corporate,12.370999999999992,129.23200000000003
2015,Office Supplies,Art,Philadelphia,United States,Corporate,0.5992000000000002,6.848000000000001
2016,Office Supplies,Art,Philadelphia,United States,Corporate,4.046799999999999,28.168000000000003
2017,Office Supplies,Art,Philadelphia,United States,Corporate,18.241999999999997,178.904
2014,Office Supplies,Art,Philadelphia,United States,Home Office,,
2015,Office Supplies,Art,Philadelphia,United States,Home Office,2.0288999999999993,19.752000000000002
2016,Office Supplies,Art,Philadelphia,United States,Home Office,7.3968000000000025,65.232
2017,Office Supplies,Art,Philadelphia,United States,Home Office,,
2014,Office Supplies,Art,Phoenix,United States,Consumer,,
2015,Office Supplies,Art,Phoenix,United States,Consumer,0.2592,2.304
2016,Office Supplies,Art,Phoenix,United States,Consumer,,
2017,Office Supplies,Art,Phoenix,United States,Consumer,,
2014,Office Supplies,Art,Phoenix,United States,Corporate,,
2015,Office Supplies,Art,Phoenix,United States,Corporate,,
2016,Office Supplies,Art,Phoenix,United States,Corporate,0.9099999999999998,2.9120000000000004
2017,Office Supplies,Art,Phoenix,United States,Corporate,,
2014,Office Supplies,Art,Phoenix,United States,Home Office,,
2015,Office Supplies,Art,Phoenix,United States,Home Office,,
2016,Office Supplies,Art,Phoenix,United States,Home Office,0.15839999999999993,1.4080000000000001
2017,Office Supplies,Art,Phoenix,United States,Home Office,,
2014,Office Supplies,Art,Plainfield,United States,Consumer,2.1762,5.58
2015,Office Supplies,Art,Plainfield,United States,Consumer,,
2016,Office Supplies,Art,Plainfield,United States,Consumer,,
2017,Office Supplies,Art,Plainfield,United States,Consumer,,
2014,Office Supplies,Art,Plainfield,United States,Corporate,,
2015,Office Supplies,Art,Plainfield,United States,Corporate,,
2016,Office Supplies,Art,Plainfield,United States,Corporate,2.3025,9.209999999999999
2017,Office Supplies,Art,Plainfield,United States,Corporate,,
2014,Office Supplies,Art,Plantation,United States,Corporate,,
2015,Office Supplies,Art,Plantation,United States,Corporate,1.322999999999999,11.76
2016,Office Supplies,Art,Plantation,United States,Corporate,,
2017,Office Supplies,Art,Plantation,United States,Corporate,,
2014,Office Supplies,Art,Pleasant Grove,United States,Consumer,4.263999999999999,16.4
2015,Office Supplies,Art,Pleasant Grove,United States,Consumer,,
2016,Office Supplies,Art,Pleasant Grove,United States,Consumer,,
2017,Office Supplies,Art,Pleasant Grove,United States,Consumer,,
2014,Office Supplies,Art,Pomona,United States,Corporate,,
2015,Office Supplies,Art,Pomona,United States,Corporate,,
2016,Office Supplies,Art,Pomona,United States,Corporate,,
2017,Office Supplies,Art,Pomona,United States,Corporate,123.64459999999995,421.42
2014,Office Supplies,Art,Portage,United States,Consumer,6.5120000000000005,16.28
2015,Office Supplies,Art,Portage,United States,Consumer,,
2016,Office Supplies,Art,Portage,United States,Consumer,,
2017,Office Supplies,Art,Portage,United States,Consumer,,
2014,Office Supplies,Art,Portland,United States,Consumer,9.057599999999997,120.76800000000001
2015,Office Supplies,Art,Portland,United States,Consumer,0.7152000000000003,7.151999999999999
2016,Office Supplies,Art,Portland,United States,Consumer,,
2017,Office Supplies,Art,Portland,United States,Consumer,,
2014,Office Supplies,Art,Pueblo,United States,Corporate,,
2015,Office Supplies,Art,Pueblo,United States,Corporate,0.8946,3.408
2016,Office Supplies,Art,Pueblo,United States,Corporate,,
2017,Office Supplies,Art,Pueblo,United States,Corporate,,
2014,Office Supplies,Art,Quincy,United States,Consumer,,
2015,Office Supplies,Art,Quincy,United States,Consumer,,
2016,Office Supplies,Art,Quincy,United States,Consumer,,
2017,Office Supplies,Art,Quincy,United States,Consumer,1.7115,19.56
2014,Office Supplies,Art,Raleigh,United States,Consumer,,
2015,Office Supplies,Art,Raleigh,United States,Consumer,,
2016,Office Supplies,Art,Raleigh,United States,Consumer,5.951999999999995,47.616
2017,Office Supplies,Art,Raleigh,United States,Consumer,,
2014,Office Supplies,Art,Redlands,United States,Consumer,,
2015,Office Supplies,Art,Redlands,United States,Consumer,50.2245,186.39
2016,Office Supplies,Art,Redlands,United States,Consumer,13.452000000000002,35.4
2017,Office Supplies,Art,Redlands,United States,Consumer,,
2014,Office Supplies,Art,Reno,United States,Corporate,,
2015,Office Supplies,Art,Reno,United States,Corporate,,
2016,Office Supplies,Art,Reno,United States,Corporate,1.638,3.64
2017,Office Supplies,Art,Reno,United States,Corporate,,
2014,Office Supplies,Art,Richmond,United States,Consumer,1.9023999999999992,6.56
2015,Office Supplies,Art,Richmond,United States,Consumer,,
2016,Office Supplies,Art,Richmond,United States,Consumer,,
2017,Office Supplies,Art,Richmond,United States,Consumer,,
2014,Office Supplies,Art,Richmond,United States,Corporate,3.1098,11.1
2015,Office Supplies,Art,Richmond,United States,Corporate,,
2016,Office Supplies,Art,Richmond,United States,Corporate,,
2017,Office Supplies,Art,Richmond,United States,Corporate,,
2014,Office Supplies,Art,Richmond,United States,Home Office,,
