Category,Sub-Category,Region,Year,Quarter,Value Column Name,Value
"Furniture","Tables","Central","2014","Qtr 1","(Sum of Profit - Sum of Quantity)%","-9.91204"
"Furniture","Tables","Central","2014","Qtr 1","Sum of Quantity - Sum of Sales","-2442.0699999999997"
"Furniture","Tables","Central","2014","Qtr 1","(Sum of Quantity - Sum of Sales)%","-0.9959218129988132"
"Furniture","Tables","Central","2014","Qtr 2","Sum of Sales","1869.998"
"Furniture","Tables","Central","2014","Qtr 2","Sum of Quantity","15"
"Furniture","Tables","Central","2014","Qtr 2","Sum of Profit","-640.7831000000001"
"Furniture","Tables","Central","2014","Qtr 2","Sum of Profit - Sum of Sales","-2510.7811"
"Furniture","Tables","Central","2014","Qtr 2","(Sum of Profit - Sum of Sales)%","-1.3426651258450546"
"Furniture","Tables","Central","2014","Qtr 2","Sum of Profit - Sum of Quantity","-655.7831000000001"
"Furniture","Tables","Central","2014","Qtr 2","(Sum of Profit - Sum of Quantity)%","-43.71887333333334"
"Furniture","Tables","Central","2014","Qtr 2","Sum of Quantity - Sum of Sales","-1854.998"
"Furniture","Tables","Central","2014","Qtr 2","(Sum of Quantity - Sum of Sales)%","-0.9919786010466322"
"Furniture","Tables","Central","2014","Qtr 3","Sum of Sales","1737.6250000000002"
"Furniture","Tables","Central","2014","Qtr 3","Sum of Quantity","14"
"Furniture","Tables","Central","2014","Qtr 3","Sum of Profit","-276.92200000000014"
"Furniture","Tables","Central","2014","Qtr 3","Sum of Profit - Sum of Sales","-2014.5470000000005"
"Furniture","Tables","Central","2014","Qtr 3","(Sum of Profit - Sum of Sales)%","-1.1593681030141718"
"Furniture","Tables","Central","2014","Qtr 3","Sum of Profit - Sum of Quantity","-290.92200000000014"
"Furniture","Tables","Central","2014","Qtr 3","(Sum of Profit - Sum of Quantity)%","-20.78014285714287"
"Furniture","Tables","Central","2014","Qtr 3","Sum of Quantity - Sum of Sales","-1723.6250000000002"
"Furniture","Tables","Central","2014","Qtr 3","(Sum of Quantity - Sum of Sales)%","-0.9919430256816056"
"Furniture","Tables","Central","2014","Qtr 4","Sum of Sales","1725.7849999999999"
"Furniture","Tables","Central","2014","Qtr 4","Sum of Quantity","14"
"Furniture","Tables","Central","2014","Qtr 4","Sum of Profit","-417.5055"
"Furniture","Tables","Central","2014","Qtr 4","Sum of Profit - Sum of Sales","-2143.2905"
"Furniture","Tables","Central","2014","Qtr 4","(Sum of Profit - Sum of Sales)%","-1.241922081835223"
"Furniture","Tables","Central","2014","Qtr 4","Sum of Profit - Sum of Quantity","-431.5055"
"Furniture","Tables","Central","2014","Qtr 4","(Sum of Profit - Sum of Quantity)%","-30.82182142857143"
"Furniture","Tables","Central","2014","Qtr 4","Sum of Quantity - Sum of Sales","-1711.7849999999999"
"Furniture","Tables","Central","2014","Qtr 4","(Sum of Quantity - Sum of Sales)%","-0.9918877496327758"
"Furniture","Tables","Central","2015","Qtr 1","Sum of Sales","102.438"
"Furniture","Tables","Central","2015","Qtr 1","Sum of Quantity","1"
"Furniture","Tables","Central","2015","Qtr 1","Sum of Profit","-13.170600000000007"
"Furniture","Tables","Central","2015","Qtr 1","Sum of Profit - Sum of Sales","-115.60860000000001"
"Furniture","Tables","Central","2015","Qtr 1","(Sum of Profit - Sum of Sales)%","-1.1285714285714286"
"Furniture","Tables","Central","2015","Qtr 1","Sum of Profit - Sum of Quantity","-14.170600000000007"
"Furniture","Tables","Central","2015","Qtr 1","(Sum of Profit - Sum of Quantity)%","-14.17060000000001"
"Furniture","Tables","Central","2015","Qtr 1","Sum of Quantity - Sum of Sales","-101.438"
"Furniture","Tables","Central","2015","Qtr 1","(Sum of Quantity - Sum of Sales)%","-0.9902379976180714"
"Furniture","Tables","Central","2015","Qtr 2","Sum of Sales","1861.7830000000001"
"Furniture","Tables","Central","2015","Qtr 2","Sum of Quantity","15"
"Furniture","Tables","Central","2015","Qtr 2","Sum of Profit","-715.5887000000002"
"Furniture","Tables","Central","2015","Qtr 2","Sum of Profit - Sum of Sales","-2577.3717000000006"
"Furniture","Tables","Central","2015","Qtr 2","(Sum of Profit - Sum of Sales)%","-1.3843566624037282"
"Furniture","Tables","Central","2015","Qtr 2","Sum of Profit - Sum of Quantity","-730.5887000000002"
"Furniture","Tables","Central","2015","Qtr 2","(Sum of Profit - Sum of Quantity)%","-48.70591333333335"
"Furniture","Tables","Central","2015","Qtr 2","Sum of Quantity - Sum of Sales","-1846.7830000000001"
"Furniture","Tables","Central","2015","Qtr 2","(Sum of Quantity - Sum of Sales)%","-0.9919432071299394"
"Furniture","Tables","Central","2015","Qtr 3","Sum of Sales","1644.7159999999997"
"Furniture","Tables","Central","2015","Qtr 3","Sum of Quantity","11"
"Furniture","Tables","Central","2015","Qtr 3","Sum of Profit","2.548199999999923"
"Furniture","Tables","Central","2015","Qtr 3","Sum of Profit - Sum of Sales","-1642.1677999999997"
"Furniture","Tables","Central","2015","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.9984506747669506"
"Furniture","Tables","Central","2015","Qtr 3","Sum of Profit - Sum of Quantity","-8.451800000000077"
"Furniture","Tables","Central","2015","Qtr 3","(Sum of Profit - Sum of Quantity)%","-0.7683454545454615"
"Furniture","Tables","Central","2015","Qtr 3","Sum of Quantity - Sum of Sales","-1633.7159999999997"
"Furniture","Tables","Central","2015","Qtr 3","(Sum of Quantity - Sum of Sales)%","-0.9933119152485901"
"Furniture","Tables","Central","2015","Qtr 4","Sum of Sales","3248.323"
"Furniture","Tables","Central","2015","Qtr 4","Sum of Quantity","24"
"Furniture","Tables","Central","2015","Qtr 4","Sum of Profit","461.1171999999999"
"Furniture","Tables","Central","2015","Qtr 4","Sum of Profit - Sum of Sales","-2787.2057999999997"
"Furniture","Tables","Central","2015","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.8580445355957519"
"Furniture","Tables","Central","2015","Qtr 4","Sum of Profit - Sum of Quantity","437.1171999999999"
"Furniture","Tables","Central","2015","Qtr 4","(Sum of Profit - Sum of Quantity)%","18.213216666666664"
"Furniture","Tables","Central","2015","Qtr 4","Sum of Quantity - Sum of Sales","-3224.323"
"Furniture","Tables","Central","2015","Qtr 4","(Sum of Quantity - Sum of Sales)%","-0.9926115721866329"
"Furniture","Tables","Central","2016","Qtr 1","Sum of Sales","4356.943"
"Furniture","Tables","Central","2016","Qtr 1","Sum of Quantity","26"
"Furniture","Tables","Central","2016","Qtr 1","Sum of Profit","-269.88059999999996"
"Furniture","Tables","Central","2016","Qtr 1","Sum of Profit - Sum of Sales","-4626.8236"
"Furniture","Tables","Central","2016","Qtr 1","(Sum of Profit - Sum of Sales)%","-1.0619426510743886"
"Furniture","Tables","Central","2016","Qtr 1","Sum of Profit - Sum of Quantity","-295.88059999999996"
"Furniture","Tables","Central","2016","Qtr 1","(Sum of Profit - Sum of Quantity)%","-11.380023076923075"
"Furniture","Tables","Central","2016","Qtr 1","Sum of Quantity - Sum of Sales","-4330.943"
"Furniture","Tables","Central","2016","Qtr 1","(Sum of Quantity - Sum of Sales)%","-0.9940325131634726"
"Furniture","Tables","Central","2016","Qtr 2","Sum of Sales","870.165"
"Furniture","Tables","Central","2016","Qtr 2","Sum of Quantity","8"
"Furniture","Tables","Central","2016","Qtr 2","Sum of Profit","52.72200000000004"
"Furniture","Tables","Central","2016","Qtr 2","Sum of Profit - Sum of Sales","-817.443"
"Furniture","Tables","Central","2016","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.9394114909241351"
"Furniture","Tables","Central","2016","Qtr 2","Sum of Profit - Sum of Quantity","44.72200000000004"
"Furniture","Tables","Central","2016","Qtr 2","(Sum of Profit - Sum of Quantity)%","5.590250000000005"
"Furniture","Tables","Central","2016","Qtr 2","Sum of Quantity - Sum of Sales","-862.165"
"Furniture","Tables","Central","2016","Qtr 2","(Sum of Quantity - Sum of Sales)%","-0.9908063413260703"
"Furniture","Tables","Central","2016","Qtr 3","Sum of Sales","1350.24"
"Furniture","Tables","Central","2016","Qtr 3","Sum of Quantity","12"
"Furniture","Tables","Central","2016","Qtr 3","Sum of Profit","-236.60220000000004"
"Furniture","Tables","Central","2016","Qtr 3","Sum of Profit - Sum of Sales","-1586.8422"
"Furniture","Tables","Central","2016","Qtr 3","(Sum of Profit - Sum of Sales)%","-1.175229736935656"
"Furniture","Tables","Central","2016","Qtr 3","Sum of Profit - Sum of Quantity","-248.60220000000004"
"Furniture","Tables","Central","2016","Qtr 3","(Sum of Profit - Sum of Quantity)%","-20.716850000000004"
"Furniture","Tables","Central","2016","Qtr 3","Sum of Quantity - Sum of Sales","-1338.24"
"Furniture","Tables","Central","2016","Qtr 3","(Sum of Quantity - Sum of Sales)%","-0.9911126910771418"
"Furniture","Tables","Central","2016","Qtr 4","Sum of Sales","7345.578"
"Furniture","Tables","Central","2016","Qtr 4","Sum of Quantity","28"
"Furniture","Tables","Central","2016","Qtr 4","Sum of Profit","746.3818999999999"
"Furniture","Tables","Central","2016","Qtr 4","Sum of Profit - Sum of Sales","-6599.196100000001"
"Furniture","Tables","Central","2016","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.898390310469782"
"Furniture","Tables","Central","2016","Qtr 4","Sum of Profit - Sum of Quantity","718.3818999999999"
"Furniture","Tables","Central","2016","Qtr 4","(Sum of Profit - Sum of Quantity)%","25.656496428571423"
"Furniture","Tables","Central","2016","Qtr 4","Sum of Quantity - Sum of Sales","-7317.578"
"Furniture","Tables","Central","2016","Qtr 4","(Sum of Quantity - Sum of Sales)%","-0.9961881828768274"
"Furniture","Tables","Central","2017","Qtr 1","Sum of Sales","2608.1530000000002"
"Furniture","Tables","Central","2017","Qtr 1","Sum of Quantity","15"
"Furniture","Tables","Central","2017","Qtr 1","Sum of Profit","-638.3988000000002"
"Furniture","Tables","Central","2017","Qtr 1","Sum of Profit - Sum of Sales","-3246.5518"
"Furniture","Tables","Central","2017","Qtr 1","(Sum of Profit - Sum of Sales)%","-1.244770456334425"
"Furniture","Tables","Central","2017","Qtr 1","Sum of Profit - Sum of Quantity","-653.3988000000002"
"Furniture","Tables","Central","2017","Qtr 1","(Sum of Profit - Sum of Quantity)%","-43.55992000000001"
"Furniture","Tables","Central","2017","Qtr 1","Sum of Quantity - Sum of Sales","-2593.1530000000002"
"Furniture","Tables","Central","2017","Qtr 1","(Sum of Quantity - Sum of Sales)%","-0.994248803655307"
"Furniture","Tables","Central","2017","Qtr 2","Sum of Sales","873.7239999999999"
"Furniture","Tables","Central","2017","Qtr 2","Sum of Quantity","7"
"Furniture","Tables","Central","2017","Qtr 2","Sum of Profit","-196.36380000000008"
"Furniture","Tables","Central","2017","Qtr 2","Sum of Profit - Sum of Sales","-1070.0878"
"Furniture","Tables","Central","2017","Qtr 2","(Sum of Profit - Sum of Sales)%","-1.2247435116810343"
"Furniture","Tables","Central","2017","Qtr 2","Sum of Profit - Sum of Quantity","-203.36380000000008"
"Furniture","Tables","Central","2017","Qtr 2","(Sum of Profit - Sum of Quantity)%","-29.05197142857144"
"Furniture","Tables","Central","2017","Qtr 2","Sum of Quantity - Sum of Sales","-866.7239999999999"
"Furniture","Tables","Central","2017","Qtr 2","(Sum of Quantity - Sum of Sales)%","-0.9919883166766623"
"Furniture","Tables","Central","2017","Qtr 3","Sum of Sales","1700.335"
"Furniture","Tables","Central","2017","Qtr 3","Sum of Quantity","22"
"Furniture","Tables","Central","2017","Qtr 3","Sum of Profit","-658.0007000000002"
"Furniture","Tables","Central","2017","Qtr 3","Sum of Profit - Sum of Sales","-2358.3357"
"Furniture","Tables","Central","2017","Qtr 3","(Sum of Profit - Sum of Sales)%","-1.386982976883967"
"Furniture","Tables","Central","2017","Qtr 3","Sum of Profit - Sum of Quantity","-680.0007000000002"
"Furniture","Tables","Central","2017","Qtr 3","(Sum of Profit - Sum of Quantity)%","-30.909122727272734"
"Furniture","Tables","Central","2017","Qtr 3","Sum of Quantity - Sum of Sales","-1678.335"
"Furniture","Tables","Central","2017","Qtr 3","(Sum of Quantity - Sum of Sales)%","-0.987061373199987"
"Furniture","Tables","Central","2017","Qtr 4","Sum of Sales","5407.094999999999"
"Furniture","Tables","Central","2017","Qtr 4","Sum of Quantity","40"
"Furniture","Tables","Central","2017","Qtr 4","Sum of Profit","-670.0833000000002"
"Furniture","Tables","Central","2017","Qtr 4","Sum of Profit - Sum of Sales","-6077.1783"
"Furniture","Tables","Central","2017","Qtr 4","(Sum of Profit - Sum of Sales)%","-1.123926674119837"
"Furniture","Tables","Central","2017","Qtr 4","Sum of Profit - Sum of Quantity","-710.0833000000002"
"Furniture","Tables","Central","2017","Qtr 4","(Sum of Profit - Sum of Quantity)%","-17.752082500000007"
"Furniture","Tables","Central","2017","Qtr 4","Sum of Quantity - Sum of Sales","-5367.094999999999"
"Furniture","Tables","Central","2017","Qtr 4","(Sum of Quantity - Sum of Sales)%","-0.9926023123322227"
"Furniture","Tables","East","2014","Qtr 1","Sum of Sales","3595.8179999999998"
"Furniture","Tables","East","2014","Qtr 1","Sum of Quantity","15"
"Furniture","Tables","East","2014","Qtr 1","Sum of Profit","-1267.2787"
"Furniture","Tables","East","2014","Qtr 1","Sum of Profit - Sum of Sales","-4863.0967"
"Furniture","Tables","East","2014","Qtr 1","(Sum of Profit - Sum of Sales)%","-1.3524312687683304"
"Furniture","Tables","East","2014","Qtr 1","Sum of Profit - Sum of Quantity","-1282.2787"
"Furniture","Tables","East","2014","Qtr 1","(Sum of Profit - Sum of Quantity)%","-85.48524666666667"
"Furniture","Tables","East","2014","Qtr 1","Sum of Quantity - Sum of Sales","-3580.8179999999998"
"Furniture","Tables","East","2014","Qtr 1","(Sum of Quantity - Sum of Sales)%","-0.9958284874262268"
"Furniture","Tables","East","2014","Qtr 2","Sum of Sales","2212.9440000000004"
"Furniture","Tables","East","2014","Qtr 2","Sum of Quantity","12"
"Furniture","Tables","East","2014","Qtr 2","Sum of Profit","-646.7499"
"Furniture","Tables","East","2014","Qtr 2","Sum of Profit - Sum of Sales","-2859.6939"
"Furniture","Tables","East","2014","Qtr 2","(Sum of Profit - Sum of Sales)%","-1.2922576893043836"
"Furniture","Tables","East","2014","Qtr 2","Sum of Profit - Sum of Quantity","-658.7499"
"Furniture","Tables","East","2014","Qtr 2","(Sum of Profit - Sum of Quantity)%","-54.895825"
"Furniture","Tables","East","2014","Qtr 2","Sum of Quantity - Sum of Sales","-2200.9440000000004"
"Furniture","Tables","East","2014","Qtr 2","(Sum of Quantity - Sum of Sales)%","-0.9945773593909292"
"Furniture","Tables","East","2014","Qtr 3","Sum of Sales","1864.3919999999998"
"Furniture","Tables","East","2014","Qtr 3","Sum of Quantity","19"
"Furniture","Tables","East","2014","Qtr 3","Sum of Profit","-441.86520000000013"
"Furniture","Tables","East","2014","Qtr 3","Sum of Profit - Sum of Sales","-2306.2572"
"Furniture","Tables","East","2014","Qtr 3","(Sum of Profit - Sum of Sales)%","-1.2370023042364482"
"Furniture","Tables","East","2014","Qtr 3","Sum of Profit - Sum of Quantity","-460.86520000000013"
"Furniture","Tables","East","2014","Qtr 3","(Sum of Profit - Sum of Quantity)%","-24.25606315789474"
"Furniture","Tables","East","2014","Qtr 3","Sum of Quantity - Sum of Sales","-1845.3919999999998"
"Furniture","Tables","East","2014","Qtr 3","(Sum of Quantity - Sum of Sales)%","-0.9898090101223347"
"Furniture","Tables","East","2014","Qtr 4","Sum of Sales","2930.55"
"Furniture","Tables","East","2014","Qtr 4","Sum of Quantity","18"
"Furniture","Tables","East","2014","Qtr 4","Sum of Profit","-1181.9437000000003"
"Furniture","Tables","East","2014","Qtr 4","Sum of Profit - Sum of Sales","-4112.493700000001"
"Furniture","Tables","East","2014","Qtr 4","(Sum of Profit - Sum of Sales)%","-1.4033180461005617"
"Furniture","Tables","East","2014","Qtr 4","Sum of Profit - Sum of Quantity","-1199.9437000000003"
"Furniture","Tables","East","2014","Qtr 4","(Sum of Profit - Sum of Quantity)%","-66.66353888888891"
"Furniture","Tables","East","2014","Qtr 4","Sum of Quantity - Sum of Sales","-2912.55"
"Furniture","Tables","East","2014","Qtr 4","(Sum of Quantity - Sum of Sales)%","-0.9938578082612479"
"Furniture","Tables","East","2015","Qtr 1","Sum of Sales","1512.024"
"Furniture","Tables","East","2015","Qtr 1","Sum of Quantity","11"
"Furniture","Tables","East","2015","Qtr 1","Sum of Profit","-401.5288"
"Furniture","Tables","East","2015","Qtr 1","Sum of Profit - Sum of Sales","-1913.5528"
"Furniture","Tables","East","2015","Qtr 1","(Sum of Profit - Sum of Sales)%","-1.2655571604683524"
"Furniture","Tables","East","2015","Qtr 1","Sum of Profit - Sum of Quantity","-412.5288"
"Furniture","Tables","East","2015","Qtr 1","(Sum of Profit - Sum of Quantity)%","-37.50261818181818"
"Furniture","Tables","East","2015","Qtr 1","Sum of Quantity - Sum of Sales","-1501.024"
"Furniture","Tables","East","2015","Qtr 1","(Sum of Quantity - Sum of Sales)%","-0.9927249832013249"
"Furniture","Tables","East","2015","Qtr 2","Sum of Sales",
"Furniture","Tables","East","2015","Qtr 2","Sum of Quantity",
"Furniture","Tables","East","2015","Qtr 2","Sum of Profit",
