Retail Orders.Category,Retail Orders.Order Date.Variation.Date Hierarchy.Year,Retail Orders.Order Date.Variation.Date Hierarchy.Quarter,Retail Orders.Order Date.Variation.Date Hierarchy.Month,Retail Orders.Order Date.Variation.Date Hierarchy.Day,Sum(Retail Orders.Sales)
Technology,2024,Qtr 2,April,1,
Furniture,2024,Qtr 2,April,4,108.4
Office Supplies,2024,Qtr 2,April,4,765.268
Technology,2024,Qtr 2,April,4,610.93
Furniture,2024,Qtr 2,April,5,49.088
Office Supplies,2024,Qtr 2,April,5,125.93
Technology,2024,Qtr 2,April,5,946.344
Furniture,2024,Qtr 2,April,6,35.28
Office Supplies,2024,Qtr 2,April,6,47.08
Technology,2024,Qtr 2,April,6,1109.95
Furniture,2024,Qtr 2,April,7,
Office Supplies,2024,Qtr 2,April,7,38.328
Technology,2024,Qtr 2,April,7,1099.96
Furniture,2024,Qtr 2,April,9,
Office Supplies,2024,Qtr 2,April,9,316.958
Technology,2024,Qtr 2,April,9,754.326
Furniture,2024,Qtr 2,April,10,457.884
Office Supplies,2024,Qtr 2,April,10,47.696
Technology,2024,Qtr 2,April,10,
Furniture,2024,Qtr 2,April,12,1200.268
Office Supplies,2024,Qtr 2,April,12,2035.484
Technology,2024,Qtr 2,April,12,1950.062
Furniture,2024,Qtr 2,April,13,1811.432
Office Supplies,2024,Qtr 2,April,13,202.814
Technology,2024,Qtr 2,April,13,1178.432
Furniture,2024,Qtr 2,April,14,
Office Supplies,2024,Qtr 2,April,14,35.208
Technology,2024,Qtr 2,April,14,
Furniture,2024,Qtr 2,April,16,1847.884
Office Supplies,2024,Qtr 2,April,16,142.138
Technology,2024,Qtr 2,April,16,2171.95
Furniture,2024,Qtr 2,April,17,
Office Supplies,2024,Qtr 2,April,17,1538.176
Technology,2024,Qtr 2,April,17,1206.93
Furniture,2024,Qtr 2,April,18,152.836
Office Supplies,2024,Qtr 2,April,18,1363.464
Technology,2024,Qtr 2,April,18,490.66
Furniture,2024,Qtr 2,April,19,
Office Supplies,2024,Qtr 2,April,19,329.96
Technology,2024,Qtr 2,April,19,
Furniture,2024,Qtr 2,April,20,595.38
Office Supplies,2024,Qtr 2,April,20,311.376
Technology,2024,Qtr 2,April,20,287.97
Furniture,2024,Qtr 2,April,21,401.84
Office Supplies,2024,Qtr 2,April,21,21.3
Technology,2024,Qtr 2,April,21,469.95
Furniture,2024,Qtr 2,April,22,
Office Supplies,2024,Qtr 2,April,22,64.14
Technology,2024,Qtr 2,April,22,88.776
Furniture,2024,Qtr 2,April,24,
Office Supplies,2024,Qtr 2,April,24,25.99
Technology,2024,Qtr 2,April,24,
Furniture,2024,Qtr 2,April,25,128.058
Office Supplies,2024,Qtr 2,April,25,792.888
Technology,2024,Qtr 2,April,25,
Furniture,2024,Qtr 2,April,26,1592.8495
Office Supplies,2024,Qtr 2,April,26,185.28
Technology,2024,Qtr 2,April,26,311.976
Furniture,2024,Qtr 2,April,27,1267.53
Office Supplies,2024,Qtr 2,April,27,72.14
Technology,2024,Qtr 2,April,27,1379.92
Furniture,2024,Qtr 2,April,28,
Office Supplies,2024,Qtr 2,April,28,4044.362
Technology,2024,Qtr 2,April,28,
Furniture,2024,Qtr 2,April,29,
Office Supplies,2024,Qtr 2,April,29,7.968
Technology,2024,Qtr 2,April,29,
Furniture,2024,Qtr 2,April,30,278.295
Office Supplies,2024,Qtr 2,April,30,41.13
Technology,2024,Qtr 2,April,30,1252.27
Furniture,2024,Qtr 2,May,1,61.584
Office Supplies,2024,Qtr 2,May,1,233.688
Technology,2024,Qtr 2,May,1,
Furniture,2024,Qtr 2,May,3,521.259
Office Supplies,2024,Qtr 2,May,3,915.698
Technology,2024,Qtr 2,May,3,532.31
Furniture,2024,Qtr 2,May,4,1799.394
Office Supplies,2024,Qtr 2,May,4,877.886
Technology,2024,Qtr 2,May,4,296.778
Furniture,2024,Qtr 2,May,6,1522.638
Office Supplies,2024,Qtr 2,May,6,10.56
Technology,2024,Qtr 2,May,6,
Furniture,2024,Qtr 2,May,7,9.856
Office Supplies,2024,Qtr 2,May,7,76.99
Technology,2024,Qtr 2,May,7,34.8
Furniture,2024,Qtr 2,May,8,14.76
Office Supplies,2024,Qtr 2,May,8,57.89
Technology,2024,Qtr 2,May,8,
Furniture,2024,Qtr 2,May,9,778.651
Office Supplies,2024,Qtr 2,May,9,155.452
Technology,2024,Qtr 2,May,9,
Furniture,2024,Qtr 2,May,10,357.462
Office Supplies,2024,Qtr 2,May,10,152.59
Technology,2024,Qtr 2,May,10,341.04
Furniture,2024,Qtr 2,May,11,207
Office Supplies,2024,Qtr 2,May,11,627.874
Technology,2024,Qtr 2,May,11,
Furniture,2024,Qtr 2,May,12,306.53
Office Supplies,2024,Qtr 2,May,12,503.808
Technology,2024,Qtr 2,May,12,86.984
Furniture,2024,Qtr 2,May,13,
Office Supplies,2024,Qtr 2,May,13,16
Technology,2024,Qtr 2,May,13,222.384
Furniture,2024,Qtr 2,May,14,1452.7875
Office Supplies,2024,Qtr 2,May,14,1688.412
Technology,2024,Qtr 2,May,14,
Furniture,2024,Qtr 2,May,15,
Office Supplies,2024,Qtr 2,May,15,69.908
Technology,2024,Qtr 2,May,15,
Furniture,2024,Qtr 2,May,16,
Office Supplies,2024,Qtr 2,May,16,
Technology,2024,Qtr 2,May,16,255.968
Furniture,2024,Qtr 2,May,17,
Office Supplies,2024,Qtr 2,May,17,134.468
Technology,2024,Qtr 2,May,17,
Furniture,2024,Qtr 2,May,18,
Office Supplies,2024,Qtr 2,May,18,10.86
Technology,2024,Qtr 2,May,18,
Furniture,2024,Qtr 2,May,20,163.136
Office Supplies,2024,Qtr 2,May,20,6.408
Technology,2024,Qtr 2,May,20,
Furniture,2024,Qtr 2,May,21,
Office Supplies,2024,Qtr 2,May,21,72.332
Technology,2024,Qtr 2,May,21,
Furniture,2024,Qtr 2,May,22,
Office Supplies,2024,Qtr 2,May,22,113.05
Technology,2024,Qtr 2,May,22,3749.048
Furniture,2024,Qtr 2,May,23,75.33
Office Supplies,2024,Qtr 2,May,23,1229.626
Technology,2024,Qtr 2,May,23,
Furniture,2024,Qtr 2,May,24,602.651
Office Supplies,2024,Qtr 2,May,24,7.656
Technology,2024,Qtr 2,May,24,
Furniture,2024,Qtr 2,May,25,14.73
Office Supplies,2024,Qtr 2,May,25,1049.664
Technology,2024,Qtr 2,May,25,675.024
Furniture,2024,Qtr 2,May,26,230.856
Office Supplies,2024,Qtr 2,May,26,184.224
Technology,2024,Qtr 2,May,26,567.484
Furniture,2024,Qtr 2,May,28,
Office Supplies,2024,Qtr 2,May,28,748.156
Technology,2024,Qtr 2,May,28,45.99
Furniture,2024,Qtr 2,May,29,358.626
Office Supplies,2024,Qtr 2,May,29,846.216
Technology,2024,Qtr 2,May,29,
Furniture,2024,Qtr 2,May,30,
Office Supplies,2024,Qtr 2,May,30,160.32
Technology,2024,Qtr 2,May,30,520.78
Furniture,2024,Qtr 2,May,31,4056.74
Office Supplies,2024,Qtr 2,May,31,1121.398
Technology,2024,Qtr 2,May,31,
Furniture,2024,Qtr 2,June,1,
Office Supplies,2024,Qtr 2,June,1,31.538
Technology,2024,Qtr 2,June,1,
Furniture,2024,Qtr 2,June,2,1552.74
Office Supplies,2024,Qtr 2,June,2,861.276
Technology,2024,Qtr 2,June,2,18.528
Furniture,2024,Qtr 2,June,3,435.26
Office Supplies,2024,Qtr 2,June,3,
Technology,2024,Qtr 2,June,3,1119.984
Furniture,2024,Qtr 2,June,4,
Office Supplies,2024,Qtr 2,June,4,114.516
Technology,2024,Qtr 2,June,4,25.488
Furniture,2024,Qtr 2,June,7,642.092
Office Supplies,2024,Qtr 2,June,7,612.77
Technology,2024,Qtr 2,June,7,124.95
Furniture,2024,Qtr 2,June,8,369.1992
Office Supplies,2024,Qtr 2,June,8,125.67
Technology,2024,Qtr 2,June,8,
Furniture,2024,Qtr 2,June,9,549.564
Office Supplies,2024,Qtr 2,June,9,71.79
Technology,2024,Qtr 2,June,9,384.3
Furniture,2024,Qtr 2,June,11,
Office Supplies,2024,Qtr 2,June,11,11.481
Technology,2024,Qtr 2,June,11,
Furniture,2024,Qtr 2,June,12,390.718
Office Supplies,2024,Qtr 2,June,12,2171.83
Technology,2024,Qtr 2,June,12,3498.954
Furniture,2024,Qtr 2,June,13,
Office Supplies,2024,Qtr 2,June,13,160.948
Technology,2024,Qtr 2,June,13,967.95
Furniture,2024,Qtr 2,June,14,51.072
Office Supplies,2024,Qtr 2,June,14,
Technology,2024,Qtr 2,June,14,
Furniture,2024,Qtr 2,June,15,404.96
Office Supplies,2024,Qtr 2,June,15,91.936
Technology,2024,Qtr 2,June,15,237.248
Furniture,2024,Qtr 2,June,16,197.372
Office Supplies,2024,Qtr 2,June,16,3112.552
Technology,2024,Qtr 2,June,16,133.98
Furniture,2024,Qtr 2,June,18,779.336
Office Supplies,2024,Qtr 2,June,18,635.781
Technology,2024,Qtr 2,June,18,467.97
Furniture,2024,Qtr 2,June,19,12.56
Office Supplies,2024,Qtr 2,June,19,433.786
Technology,2024,Qtr 2,June,19,
Furniture,2024,Qtr 2,June,20,257.64
Office Supplies,2024,Qtr 2,June,20,
Technology,2024,Qtr 2,June,20,571.904
Furniture,2024,Qtr 2,June,21,
Office Supplies,2024,Qtr 2,June,21,
Technology,2024,Qtr 2,June,21,107.976
Furniture,2024,Qtr 2,June,22,796.425
Office Supplies,2024,Qtr 2,June,22,1222.528
Technology,2024,Qtr 2,June,22,
Furniture,2024,Qtr 2,June,23,27.42
Office Supplies,2024,Qtr 2,June,23,171.41
Technology,2024,Qtr 2,June,23,638.128
Furniture,2024,Qtr 2,June,25,280.234
Office Supplies,2024,Qtr 2,June,25,576.846
Technology,2024,Qtr 2,June,25,
Furniture,2024,Qtr 2,June,26,332.94
Office Supplies,2024,Qtr 2,June,26,245.476
Technology,2024,Qtr 2,June,26,1013.78
Furniture,2024,Qtr 2,June,28,1104.7
Office Supplies,2024,Qtr 2,June,28,281.766
Technology,2024,Qtr 2,June,28,
Furniture,2024,Qtr 2,June,29,137.986
Office Supplies,2024,Qtr 2,June,29,24.96
Technology,2024,Qtr 2,June,29,269.98
Furniture,2024,Qtr 3,July,2,
Office Supplies,2024,Qtr 3,July,2,324.11
Technology,2024,Qtr 3,July,2,
Furniture,2024,Qtr 3,July,3,
Office Supplies,2024,Qtr 3,July,3,99.72
Technology,2024,Qtr 3,July,3,707.82
Furniture,2024,Qtr 3,July,4,
Office Supplies,2024,Qtr 3,July,4,523.484
Technology,2024,Qtr 3,July,4,383.952
Furniture,2024,Qtr 3,July,5,244.006
Office Supplies,2024,Qtr 3,July,5,61.616
Technology,2024,Qtr 3,July,5,
Furniture,2024,Qtr 3,July,6,
Office Supplies,2024,Qtr 3,July,6,59.768
Technology,2024,Qtr 3,July,6,
Furniture,2024,Qtr 3,July,8,212.94
Office Supplies,2024,Qtr 3,July,8,260.296
Technology,2024,Qtr 3,July,8,494.97
Furniture,2024,Qtr 3,July,9,556.106
Office Supplies,2024,Qtr 3,July,9,924.667
Technology,2024,Qtr 3,July,9,1441.894
Furniture,2024,Qtr 3,July,11,970.88
Office Supplies,2024,Qtr 3,July,11,1814.283
Technology,2024,Qtr 3,July,11,287.91
Furniture,2024,Qtr 3,July,12,363.84
Office Supplies,2024,Qtr 3,July,12,200.518
Technology,2024,Qtr 3,July,12,773.94
Furniture,2024,Qtr 3,July,13,1931.04
Office Supplies,2024,Qtr 3,July,13,102.216
Technology,2024,Qtr 3,July,13,
Furniture,2024,Qtr 3,July,14,569.684
Office Supplies,2024,Qtr 3,July,14,291.232
Technology,2024,Qtr 3,July,14,
Furniture,2024,Qtr 3,July,16,2199.836
Office Supplies,2024,Qtr 3,July,16,229.65
Technology,2024,Qtr 3,July,16,599.9
Furniture,2024,Qtr 3,July,17,427.386
Office Supplies,2024,Qtr 3,July,17,20.696
Technology,2024,Qtr 3,July,17,
Furniture,2024,Qtr 3,July,18,7.38
Office Supplies,2024,Qtr 3,July,18,9.088
Technology,2024,Qtr 3,July,18,655.95
Furniture,2024,Qtr 3,July,19,
Office Supplies,2024,Qtr 3,July,19,2.025
Technology,2024,Qtr 3,July,19,
Furniture,2024,Qtr 3,July,20,1298.374
Office Supplies,2024,Qtr 3,July,20,410.01
Technology,2024,Qtr 3,July,20,984.784
Furniture,2024,Qtr 3,July,23,128.82
Office Supplies,2024,Qtr 3,July,23,79.452
Technology,2024,Qtr 3,July,23,
Furniture,2024,Qtr 3,July,24,20.94
Office Supplies,2024,Qtr 3,July,24,225.15
Technology,2024,Qtr 3,July,24,279.86
Furniture,2024,Qtr 3,July,25,1625.048
Office Supplies,2024,Qtr 3,July,25,146.016
Technology,2024,Qtr 3,July,25,623.96
Furniture,2024,Qtr 3,July,26,659.517
Office Supplies,2024,Qtr 3,July,26,309.708
Technology,2024,Qtr 3,July,26,
Furniture,2024,Qtr 3,July,27,
Office Supplies,2024,Qtr 3,July,27,
Technology,2024,Qtr 3,July,27,29.97
Furniture,2024,Qtr 3,July,30,161.16
Office Supplies,2024,Qtr 3,July,30,72.712
Technology,2024,Qtr 3,July,30,209.93
Furniture,2024,Qtr 3,July,31,1090.782
Office Supplies,2024,Qtr 3,July,31,72.03
Technology,2024,Qtr 3,July,31,2549.35
Furniture,2024,Qtr 3,August,2,
Office Supplies,2024,Qtr 3,August,2,21.11
Technology,2024,Qtr 3,August,2,107.982
Furniture,2024,Qtr 3,August,3,1746.95
Office Supplies,2024,Qtr 3,August,3,46.396
Technology,2024,Qtr 3,August,3,769.95
Furniture,2024,Qtr 3,August,5,339.516
Office Supplies,2024,Qtr 3,August,5,464.538
Technology,2024,Qtr 3,August,5,3177.914
Furniture,2024,Qtr 3,August,6,173.208
Office Supplies,2024,Qtr 3,August,6,907.528
Technology,2024,Qtr 3,August,6,2.376
Furniture,2024,Qtr 3,August,7,
Office Supplies,2024,Qtr 3,August,7,21.12
Technology,2024,Qtr 3,August,7,
Furniture,2024,Qtr 3,August,8,144.784
Office Supplies,2024,Qtr 3,August,8,615.328
Technology,2024,Qtr 3,August,8,79.99
Furniture,2024,Qtr 3,August,9,21.36
Office Supplies,2024,Qtr 3,August,9,68.28
Technology,2024,Qtr 3,August,9,
Furniture,2024,Qtr 3,August,10,218.68
Office Supplies,2024,Qtr 3,August,10,3.44
Technology,2024,Qtr 3,August,10,
Furniture,2024,Qtr 3,August,11,5252.426
Office Supplies,2024,Qtr 3,August,11,768.761
Technology,2024,Qtr 3,August,11,6175.81
Furniture,2024,Qtr 3,August,12,
Office Supplies,2024,Qtr 3,August,12,598.368
Technology,2024,Qtr 3,August,12,2074.36
Furniture,2024,Qtr 3,August,13,31.56
Office Supplies,2024,Qtr 3,August,13,555.336
Technology,2024,Qtr 3,August,13,
Furniture,2024,Qtr 3,August,15,104.23
Office Supplies,2024,Qtr 3,August,15,393.36
Technology,2024,Qtr 3,August,15,
Furniture,2024,Qtr 3,August,16,555.822
Office Supplies,2024,Qtr 3,August,16,392.182
Technology,2024,Qtr 3,August,16,2430.928
Furniture,2024,Qtr 3,August,17,
Office Supplies,2024,Qtr 3,August,17,98.76
Technology,2024,Qtr 3,August,17,282.88
Furniture,2024,Qtr 3,August,21,1754.848
Office Supplies,2024,Qtr 3,August,21,1050.944
Technology,2024,Qtr 3,August,21,21.728
Furniture,2024,Qtr 3,August,22,
Office Supplies,2024,Qtr 3,August,22,66.632
Technology,2024,Qtr 3,August,22,
Furniture,2024,Qtr 3,August,23,
Office Supplies,2024,Qtr 3,August,23,950.368
Technology,2024,Qtr 3,August,23,251.91
Furniture,2024,Qtr 3,August,24,1218.059
Office Supplies,2024,Qtr 3,August,24,2175.804
Technology,2024,Qtr 3,August,24,3800.912
Furniture,2024,Qtr 3,August,25,68.768
Office Supplies,2024,Qtr 3,August,25,109.758
Technology,2024,Qtr 3,August,25,
Furniture,2024,Qtr 3,August,27,
Office Supplies,2024,Qtr 3,August,27,639.974
Technology,2024,Qtr 3,August,27,
Furniture,2024,Qtr 3,August,28,415.307
Office Supplies,2024,Qtr 3,August,28,2132.89
Technology,2024,Qtr 3,August,28,3943.096
Furniture,2024,Qtr 3,August,29,
Office Supplies,2024,Qtr 3,August,29,
Technology,2024,Qtr 3,August,29,246.5
Furniture,2024,Qtr 3,August,31,1552.831
Office Supplies,2024,Qtr 3,August,31,216.52
Technology,2024,Qtr 3,August,31,832.446
Furniture,2024,Qtr 3,September,1,
Office Supplies,2024,Qtr 3,September,1,364.07
Technology,2024,Qtr 3,September,1,
Furniture,2024,Qtr 3,September,2,244.704
Office Supplies,2024,Qtr 3,September,2,40.096
Technology,2024,Qtr 3,September,2,500.752
Furniture,2024,Qtr 3,September,3,
Office Supplies,2024,Qtr 3,September,3,4.608
Technology,2024,Qtr 3,September,3,473.4
Furniture,2024,Qtr 3,September,4,369.912
Office Supplies,2024,Qtr 3,September,4,388.08
Technology,2024,Qtr 3,September,4,
Furniture,2024,Qtr 3,September,5,
Office Supplies,2024,Qtr 3,September,5,48.81
Technology,2024,Qtr 3,September,5,
Furniture,2024,Qtr 3,September,6,355.36
Office Supplies,2024,Qtr 3,September,6,228.78
Technology,2024,Qtr 3,September,6,212.976
Furniture,2024,Qtr 3,September,7,181.96
Office Supplies,2024,Qtr 3,September,7,670.202
Technology,2024,Qtr 3,September,7,734.952
Furniture,2024,Qtr 3,September,8,1755.876
Office Supplies,2024,Qtr 3,September,8,1586.786
Technology,2024,Qtr 3,September,8,1535.73
Furniture,2024,Qtr 3,September,10,389.97
Office Supplies,2024,Qtr 3,September,10,462.495
Technology,2024,Qtr 3,September,10,1281.07
Furniture,2024,Qtr 3,September,11,1024.38
Office Supplies,2024,Qtr 3,September,11,360.082
Technology,2024,Qtr 3,September,11,3235.83
Furniture,2024,Qtr 3,September,12,
Office Supplies,2024,Qtr 3,September,12,34.02
Technology,2024,Qtr 3,September,12,
Furniture,2024,Qtr 3,September,13,2917.822
Office Supplies,2024,Qtr 3,September,13,327.99
Technology,2024,Qtr 3,September,13,199.96
Furniture,2024,Qtr 3,September,14,1082.886
Office Supplies,2024,Qtr 3,September,14,1299.55
Technology,2024,Qtr 3,September,14,879.984
Furniture,2024,Qtr 3,September,15,1976.884
Office Supplies,2024,Qtr 3,September,15,498.996
Technology,2024,Qtr 3,September,15,59.97
Furniture,2024,Qtr 3,September,16,
Office Supplies,2024,Qtr 3,September,16,31.12
Technology,2024,Qtr 3,September,16,
Furniture,2024,Qtr 3,September,17,10006.174
Office Supplies,2024,Qtr 3,September,17,493.994
Technology,2024,Qtr 3,September,17,1024.838
Furniture,2024,Qtr 3,September,18,24.4
Office Supplies,2024,Qtr 3,September,18,1422.88
Technology,2024,Qtr 3,September,18,2477.04
Furniture,2024,Qtr 3,September,19,122.8
Office Supplies,2024,Qtr 3,September,19,31.36
Technology,2024,Qtr 3,September,19,346.22
Furniture,2024,Qtr 3,September,20,
Office Supplies,2024,Qtr 3,September,20,1836.052
Technology,2024,Qtr 3,September,20,
Furniture,2024,Qtr 3,September,21,3119.064
Office Supplies,2024,Qtr 3,September,21,1431.87
Technology,2024,Qtr 3,September,21,2431.124
Furniture,2024,Qtr 3,September,22,252.58
Office Supplies,2024,Qtr 3,September,22,912.948
Technology,2024,Qtr 3,September,22,617.976
Furniture,2024,Qtr 3,September,24,1940.51
Office Supplies,2024,Qtr 3,September,24,1399.824
Technology,2024,Qtr 3,September,24,880.26
Furniture,2024,Qtr 3,September,25,1454.348
Office Supplies,2024,Qtr 3,September,25,350.579
Technology,2024,Qtr 3,September,25,1228.83
Furniture,2024,Qtr 3,September,26,
Office Supplies,2024,Qtr 3,September,26,1378.289
Technology,2024,Qtr 3,September,26,2343.984
Furniture,2024,Qtr 3,September,27,24.288
Office Supplies,2024,Qtr 3,September,27,486.79
Technology,2024,Qtr 3,September,27,1871.88
Furniture,2024,Qtr 3,September,28,
Office Supplies,2024,Qtr 3,September,28,713.6
Technology,2024,Qtr 3,September,28,344.764
Furniture,2024,Qtr 4,October,1,1018.104
Office Supplies,2024,Qtr 4,October,1,
Technology,2024,Qtr 4,October,1,
Furniture,2024,Qtr 4,October,2,
Office Supplies,2024,Qtr 4,October,2,77.24
Technology,2024,Qtr 4,October,2,
Furniture,2024,Qtr 4,October,3,
Office Supplies,2024,Qtr 4,October,3,90.932
Technology,2024,Qtr 4,October,3,
Furniture,2024,Qtr 4,October,4,
Office Supplies,2024,Qtr 4,October,4,169.542
Technology,2024,Qtr 4,October,4,
Furniture,2024,Qtr 4,October,5,
Office Supplies,2024,Qtr 4,October,5,107.754
Technology,2024,Qtr 4,October,5,46.688
Furniture,2024,Qtr 4,October,7,
Office Supplies,2024,Qtr 4,October,7,43.286
Technology,2024,Qtr 4,October,7,
Furniture,2024,Qtr 4,October,8,
Office Supplies,2024,Qtr 4,October,8,273.162
Technology,2024,Qtr 4,October,8,578.312
Furniture,2024,Qtr 4,October,9,648.526
Office Supplies,2024,Qtr 4,October,9,767.2
Technology,2024,Qtr 4,October,9,
Furniture,2024,Qtr 4,October,10,362.136
Office Supplies,2024,Qtr 4,October,10,1886.058
Technology,2024,Qtr 4,October,10,
Furniture,2024,Qtr 4,October,11,29.22
Office Supplies,2024,Qtr 4,October,11,2877.794
Technology,2024,Qtr 4,October,11,629.89
Furniture,2024,Qtr 4,October,12,1536.86
Office Supplies,2024,Qtr 4,October,12,481.118
Technology,2024,Qtr 4,October,12,1062.402
Furniture,2024,Qtr 4,October,13,287.94
Office Supplies,2024,Qtr 4,October,13,
Technology,2024,Qtr 4,October,13,83.72
Furniture,2024,Qtr 4,October,15,2601.946
Office Supplies,2024,Qtr 4,October,15,13.768
Technology,2024,Qtr 4,October,15,603.84
Furniture,2024,Qtr 4,October,16,
Office Supplies,2024,Qtr 4,October,16,
Technology,2024,Qtr 4,October,16,824.97
Furniture,2024,Qtr 4,October,17,
Office Supplies,2024,Qtr 4,October,17,77.88
Technology,2024,Qtr 4,October,17,
Furniture,2024,Qtr 4,October,18,10.11
Office Supplies,2024,Qtr 4,October,18,91.104
Technology,2024,Qtr 4,October,18,277.28
Furniture,2024,Qtr 4,October,19,
Office Supplies,2024,Qtr 4,October,19,1715.14
Technology,2024,Qtr 4,October,19,419.95
Furniture,2024,Qtr 4,October,20,455.556
Office Supplies,2024,Qtr 4,October,20,24.56
Technology,2024,Qtr 4,October,20,239.97
Furniture,2024,Qtr 4,October,22,
Office Supplies,2024,Qtr 4,October,22,15.128
Technology,2024,Qtr 4,October,22,
Furniture,2024,Qtr 4,October,23,1275.104
Office Supplies,2024,Qtr 4,October,23,140.744
Technology,2024,Qtr 4,October,23,846.448
Furniture,2024,Qtr 4,October,24,801.633
Office Supplies,2024,Qtr 4,October,24,29.512
Technology,2024,Qtr 4,October,24,
Furniture,2024,Qtr 4,October,25,1126.612
Office Supplies,2024,Qtr 4,October,25,139.81
Technology,2024,Qtr 4,October,25,158.99
Furniture,2024,Qtr 4,October,26,
Office Supplies,2024,Qtr 4,October,26,1221.029
Technology,2024,Qtr 4,October,26,174.304
Furniture,2024,Qtr 4,October,28,57.21
Office Supplies,2024,Qtr 4,October,28,47.3
Technology,2024,Qtr 4,October,28,
Furniture,2024,Qtr 4,October,29,
Office Supplies,2024,Qtr 4,October,29,244.24
Technology,2024,Qtr 4,October,29,
Furniture,2024,Qtr 4,October,30,15.488
Office Supplies,2024,Qtr 4,October,30,182.91
Technology,2024,Qtr 4,October,30,1923.646
Furniture,2024,Qtr 4,October,31,748.969
Office Supplies,2024,Qtr 4,October,31,1166.2
Technology,2024,Qtr 4,October,31,1295.84
Furniture,2024,Qtr 4,November,4,121.888
Office Supplies,2024,Qtr 4,November,4,459.36
Technology,2024,Qtr 4,November,4,747.098
Furniture,2024,Qtr 4,November,5,191.968
Office Supplies,2024,Qtr 4,November,5,
Technology,2024,Qtr 4,November,5,
Furniture,2024,Qtr 4,November,6,1201.752
Office Supplies,2024,Qtr 4,November,6,1868.528
Technology,2024,Qtr 4,November,6,303.284
Furniture,2024,Qtr 4,November,7,856.468
Office Supplies,2024,Qtr 4,November,7,369.484
Technology,2024,Qtr 4,November,7,716
Furniture,2024,Qtr 4,November,8,46.152
Office Supplies,2024,Qtr 4,November,8,11.96
Technology,2024,Qtr 4,November,8,138
Furniture,2024,Qtr 4,November,9,244.24
Office Supplies,2024,Qtr 4,November,9,1697.9
Technology,2024,Qtr 4,November,9,19.99
Furniture,2024,Qtr 4,November,10,957.5775
Office Supplies,2024,Qtr 4,November,10,22.368
Technology,2024,Qtr 4,November,10,31.95
Furniture,2024,Qtr 4,November,11,
Office Supplies,2024,Qtr 4,November,11,542.178
Technology,2024,Qtr 4,November,11,
Furniture,2024,Qtr 4,November,12,541.862
Office Supplies,2024,Qtr 4,November,12,529.748
Technology,2024,Qtr 4,November,12,519.284
Furniture,2024,Qtr 4,November,13,1781.1372
Office Supplies,2024,Qtr 4,November,13,600.204
Technology,2024,Qtr 4,November,13,1209.736
Furniture,2024,Qtr 4,November,14,1190.332
Office Supplies,2024,Qtr 4,November,14,925.75
Technology,2024,Qtr 4,November,14,396.628
Furniture,2024,Qtr 4,November,15,39.96
Office Supplies,2024,Qtr 4,November,15,662.21
Technology,2024,Qtr 4,November,15,
Furniture,2024,Qtr 4,November,16,1784.164
Office Supplies,2024,Qtr 4,November,16,743.458
Technology,2024,Qtr 4,November,16,1544.712
Furniture,2024,Qtr 4,November,17,1667.028
Office Supplies,2024,Qtr 4,November,17,1802.99
Technology,2024,Qtr 4,November,17,415.968
Furniture,2024,Qtr 4,November,19,141.96
Office Supplies,2024,Qtr 4,November,19,37.064
Technology,2024,Qtr 4,November,19,861.76
Furniture,2024,Qtr 4,November,20,1656.7
Office Supplies,2024,Qtr 4,November,20,637.738
Technology,2024,Qtr 4,November,20,566.712
Furniture,2024,Qtr 4,November,21,2055.7748
Office Supplies,2024,Qtr 4,November,21,506.054
Technology,2024,Qtr 4,November,21,1051.746
Furniture,2024,Qtr 4,November,22,206.962
Office Supplies,2024,Qtr 4,November,22,347.384
Technology,2024,Qtr 4,November,22,60.153
Furniture,2024,Qtr 4,November,23,
Office Supplies,2024,Qtr 4,November,23,3142.208
Technology,2024,Qtr 4,November,23,307.98
Furniture,2024,Qtr 4,November,24,79.76
Office Supplies,2024,Qtr 4,November,24,1125.024
Technology,2024,Qtr 4,November,24,13.98
Furniture,2024,Qtr 4,November,25,
Office Supplies,2024,Qtr 4,November,25,13.12
Technology,2024,Qtr 4,November,25,
Furniture,2024,Qtr 4,November,26,692.472
Office Supplies,2024,Qtr 4,November,26,191.62
Technology,2024,Qtr 4,November,26,599.99
Furniture,2024,Qtr 4,November,27,1315.3955
Office Supplies,2024,Qtr 4,November,27,404.77
Technology,2024,Qtr 4,November,27,1389.618
Furniture,2024,Qtr 4,November,28,625.962
Office Supplies,2024,Qtr 4,November,28,590.616
Technology,2024,Qtr 4,November,28,647.904
Furniture,2024,Qtr 4,November,29,1408.87
Office Supplies,2024,Qtr 4,November,29,1329.818
Technology,2024,Qtr 4,November,29,21.48
Furniture,2024,Qtr 4,November,30,1115.2
Office Supplies,2024,Qtr 4,November,30,410.797
Technology,2024,Qtr 4,November,30,272.4
Furniture,2024,Qtr 4,December,1,
Office Supplies,2024,Qtr 4,December,1,475.548
Technology,2024,Qtr 4,December,1,379.066
Furniture,2024,Qtr 4,December,3,37.288
Office Supplies,2024,Qtr 4,December,3,13.728
Technology,2024,Qtr 4,December,3,
Furniture,2024,Qtr 4,December,4,
Office Supplies,2024,Qtr 4,December,4,40.74
Technology,2024,Qtr 4,December,4,
Furniture,2024,Qtr 4,December,5,21.968
Office Supplies,2024,Qtr 4,December,5,217.646
Technology,2024,Qtr 4,December,5,820.736
