Retail Orders.Sub-Category,Retail Orders.Category,Retail Orders.Order Date.Variation.Date Hierarchy.Year,Retail Orders.Order Date.Variation.Date Hierarchy.Quarter,Retail Orders.Order Date.Variation.Date Hierarchy.Month,Retail Orders.Order Date.Variation.Date Hierarchy.Day,Sum(Retail Orders.Profit),Sum(Retail Orders.Discount)
Art,Office Supplies,2021,Qtr 2,April,14,,
Binders,Office Supplies,2021,Qtr 2,April,14,11.7782,0
Envelopes,Office Supplies,2021,Qtr 2,April,14,,
Fasteners,Office Supplies,2021,Qtr 2,April,14,,
Labels,Office Supplies,2021,Qtr 2,April,14,,
Paper,Office Supplies,2021,Qtr 2,April,14,,
Storage,Office Supplies,2021,Qtr 2,April,14,16.4776,0
Supplies,Office Supplies,2021,Qtr 2,April,14,,
Accessories,Technology,2021,Qtr 2,April,14,,
Copiers,Technology,2021,Qtr 2,April,14,,
Machines,Technology,2021,Qtr 2,April,14,,
Phones,Technology,2021,Qtr 2,April,14,,
Bookcases,Furniture,2021,Qtr 2,April,15,,
Chairs,Furniture,2021,Qtr 2,April,15,0,0
Furnishings,Furniture,2021,Qtr 2,April,15,,
Tables,Furniture,2021,Qtr 2,April,15,,
Appliances,Office Supplies,2021,Qtr 2,April,15,,
Art,Office Supplies,2021,Qtr 2,April,15,5.8604,0
Binders,Office Supplies,2021,Qtr 2,April,15,-145.3508,1
Envelopes,Office Supplies,2021,Qtr 2,April,15,,
Fasteners,Office Supplies,2021,Qtr 2,April,15,2.9145,0
Labels,Office Supplies,2021,Qtr 2,April,15,,
Paper,Office Supplies,2021,Qtr 2,April,15,68.976,0
Storage,Office Supplies,2021,Qtr 2,April,15,-0.7748,0
Supplies,Office Supplies,2021,Qtr 2,April,15,,
Accessories,Technology,2021,Qtr 2,April,15,131.382,0
Copiers,Technology,2021,Qtr 2,April,15,,
Machines,Technology,2021,Qtr 2,April,15,,
Phones,Technology,2021,Qtr 2,April,15,,
Bookcases,Furniture,2021,Qtr 2,April,16,,
Chairs,Furniture,2021,Qtr 2,April,16,,
Furnishings,Furniture,2021,Qtr 2,April,16,3.2868,0
Tables,Furniture,2021,Qtr 2,April,16,,
Appliances,Office Supplies,2021,Qtr 2,April,16,,
Art,Office Supplies,2021,Qtr 2,April,16,3.7236,0
Binders,Office Supplies,2021,Qtr 2,April,16,11.891,0
Envelopes,Office Supplies,2021,Qtr 2,April,16,,
Fasteners,Office Supplies,2021,Qtr 2,April,16,,
Labels,Office Supplies,2021,Qtr 2,April,16,,
Paper,Office Supplies,2021,Qtr 2,April,16,40.0036,0
Storage,Office Supplies,2021,Qtr 2,April,16,,
Supplies,Office Supplies,2021,Qtr 2,April,16,0.864,0
Accessories,Technology,2021,Qtr 2,April,16,8.3524,0
Copiers,Technology,2021,Qtr 2,April,16,,
Machines,Technology,2021,Qtr 2,April,16,2365.9818,0
Phones,Technology,2021,Qtr 2,April,16,,
Bookcases,Furniture,2021,Qtr 2,April,17,24.2352,0
Chairs,Furniture,2021,Qtr 2,April,17,,
Furnishings,Furniture,2021,Qtr 2,April,17,20.1316,0
Tables,Furniture,2021,Qtr 2,April,17,,
Appliances,Office Supplies,2021,Qtr 2,April,17,,
Art,Office Supplies,2021,Qtr 2,April,17,,
Binders,Office Supplies,2021,Qtr 2,April,17,,
Envelopes,Office Supplies,2021,Qtr 2,April,17,,
Fasteners,Office Supplies,2021,Qtr 2,April,17,9.0055,0
Labels,Office Supplies,2021,Qtr 2,April,17,,
Paper,Office Supplies,2021,Qtr 2,April,17,,
Storage,Office Supplies,2021,Qtr 2,April,17,,
Supplies,Office Supplies,2021,Qtr 2,April,17,,
Accessories,Technology,2021,Qtr 2,April,17,,
Copiers,Technology,2021,Qtr 2,April,17,,
Machines,Technology,2021,Qtr 2,April,17,,
Phones,Technology,2021,Qtr 2,April,17,4.1391,0
Bookcases,Furniture,2021,Qtr 2,April,18,,
Chairs,Furniture,2021,Qtr 2,April,18,-93.4724,0
Furnishings,Furniture,2021,Qtr 2,April,18,-67.137,1
Tables,Furniture,2021,Qtr 2,April,18,,
Appliances,Office Supplies,2021,Qtr 2,April,18,55.0584,0
Art,Office Supplies,2021,Qtr 2,April,18,2.0271,0
Binders,Office Supplies,2021,Qtr 2,April,18,,
Envelopes,Office Supplies,2021,Qtr 2,April,18,,
Fasteners,Office Supplies,2021,Qtr 2,April,18,,
Labels,Office Supplies,2021,Qtr 2,April,18,,
Paper,Office Supplies,2021,Qtr 2,April,18,3.2616,0
Storage,Office Supplies,2021,Qtr 2,April,18,28.7919,0
Supplies,Office Supplies,2021,Qtr 2,April,18,1.8468,0
Accessories,Technology,2021,Qtr 2,April,18,,
Copiers,Technology,2021,Qtr 2,April,18,,
Machines,Technology,2021,Qtr 2,April,18,,
Phones,Technology,2021,Qtr 2,April,18,7.9812,0
Bookcases,Furniture,2021,Qtr 2,April,19,,
Chairs,Furniture,2021,Qtr 2,April,19,,
Furnishings,Furniture,2021,Qtr 2,April,19,,
Tables,Furniture,2021,Qtr 2,April,19,-58.1332,0
Appliances,Office Supplies,2021,Qtr 2,April,19,,
Art,Office Supplies,2021,Qtr 2,April,19,42.2228,0
Binders,Office Supplies,2021,Qtr 2,April,19,8.4866,0
Envelopes,Office Supplies,2021,Qtr 2,April,19,,
Fasteners,Office Supplies,2021,Qtr 2,April,19,,
Labels,Office Supplies,2021,Qtr 2,April,19,,
Paper,Office Supplies,2021,Qtr 2,April,19,157.014,0
Storage,Office Supplies,2021,Qtr 2,April,19,13.7964,0
Supplies,Office Supplies,2021,Qtr 2,April,19,17.6224,0
Accessories,Technology,2021,Qtr 2,April,19,,
Copiers,Technology,2021,Qtr 2,April,19,,
Machines,Technology,2021,Qtr 2,April,19,,
Phones,Technology,2021,Qtr 2,April,19,13.7664,0
Bookcases,Furniture,2021,Qtr 2,April,21,,
Chairs,Furniture,2021,Qtr 2,April,21,,
Furnishings,Furniture,2021,Qtr 2,April,21,,
Tables,Furniture,2021,Qtr 2,April,21,,
Appliances,Office Supplies,2021,Qtr 2,April,21,-126.8592,1
Art,Office Supplies,2021,Qtr 2,April,21,4.4892,0
Binders,Office Supplies,2021,Qtr 2,April,21,-64.464,1
Envelopes,Office Supplies,2021,Qtr 2,April,21,,
Fasteners,Office Supplies,2021,Qtr 2,April,21,,
Labels,Office Supplies,2021,Qtr 2,April,21,,
Paper,Office Supplies,2021,Qtr 2,April,21,24.8832,0
Storage,Office Supplies,2021,Qtr 2,April,21,-12.792,0
Supplies,Office Supplies,2021,Qtr 2,April,21,,
Accessories,Technology,2021,Qtr 2,April,21,,
Copiers,Technology,2021,Qtr 2,April,21,,
Machines,Technology,2021,Qtr 2,April,21,,
Phones,Technology,2021,Qtr 2,April,21,,
Bookcases,Furniture,2021,Qtr 2,April,22,,
Chairs,Furniture,2021,Qtr 2,April,22,,
Furnishings,Furniture,2021,Qtr 2,April,22,26.1448,0
Tables,Furniture,2021,Qtr 2,April,22,-814.4832,0
Appliances,Office Supplies,2021,Qtr 2,April,22,5.8704,0
Art,Office Supplies,2021,Qtr 2,April,22,9.1602,0
Binders,Office Supplies,2021,Qtr 2,April,22,-20.889,1
Envelopes,Office Supplies,2021,Qtr 2,April,22,,
Fasteners,Office Supplies,2021,Qtr 2,April,22,,
Labels,Office Supplies,2021,Qtr 2,April,22,,
Paper,Office Supplies,2021,Qtr 2,April,22,,
Storage,Office Supplies,2021,Qtr 2,April,22,2.3952,0
Supplies,Office Supplies,2021,Qtr 2,April,22,-34.758,0
Accessories,Technology,2021,Qtr 2,April,22,,
Copiers,Technology,2021,Qtr 2,April,22,,
Machines,Technology,2021,Qtr 2,April,22,,
Phones,Technology,2021,Qtr 2,April,22,,
Bookcases,Furniture,2021,Qtr 2,April,23,,
Chairs,Furniture,2021,Qtr 2,April,23,,
Furnishings,Furniture,2021,Qtr 2,April,23,,
Tables,Furniture,2021,Qtr 2,April,23,,
Appliances,Office Supplies,2021,Qtr 2,April,23,,
Art,Office Supplies,2021,Qtr 2,April,23,,
Binders,Office Supplies,2021,Qtr 2,April,23,88.3009,0
Envelopes,Office Supplies,2021,Qtr 2,April,23,35.985,0
Fasteners,Office Supplies,2021,Qtr 2,April,23,,
Labels,Office Supplies,2021,Qtr 2,April,23,,
Paper,Office Supplies,2021,Qtr 2,April,23,78.6066,0
Storage,Office Supplies,2021,Qtr 2,April,23,6.291,0
Supplies,Office Supplies,2021,Qtr 2,April,23,,
Accessories,Technology,2021,Qtr 2,April,23,34.9965,0
Copiers,Technology,2021,Qtr 2,April,23,,
Machines,Technology,2021,Qtr 2,April,23,,
Phones,Technology,2021,Qtr 2,April,23,,
Bookcases,Furniture,2021,Qtr 2,April,24,,
Chairs,Furniture,2021,Qtr 2,April,24,149.148,0
Furnishings,Furniture,2021,Qtr 2,April,24,,
Tables,Furniture,2021,Qtr 2,April,24,,
Appliances,Office Supplies,2021,Qtr 2,April,24,,
Art,Office Supplies,2021,Qtr 2,April,24,,
Binders,Office Supplies,2021,Qtr 2,April,24,-0.7812,1
Envelopes,Office Supplies,2021,Qtr 2,April,24,,
Fasteners,Office Supplies,2021,Qtr 2,April,24,,
Labels,Office Supplies,2021,Qtr 2,April,24,,
Paper,Office Supplies,2021,Qtr 2,April,24,5.4432,0
Storage,Office Supplies,2021,Qtr 2,April,24,,
Supplies,Office Supplies,2021,Qtr 2,April,24,,
Accessories,Technology,2021,Qtr 2,April,24,64.674,0
Copiers,Technology,2021,Qtr 2,April,24,,
Machines,Technology,2021,Qtr 2,April,24,,
Phones,Technology,2021,Qtr 2,April,24,,
Bookcases,Furniture,2021,Qtr 2,April,25,,
Chairs,Furniture,2021,Qtr 2,April,25,,
Furnishings,Furniture,2021,Qtr 2,April,25,,
Tables,Furniture,2021,Qtr 2,April,25,,
Appliances,Office Supplies,2021,Qtr 2,April,25,,
Art,Office Supplies,2021,Qtr 2,April,25,,
Binders,Office Supplies,2021,Qtr 2,April,25,-17.2432,2
Envelopes,Office Supplies,2021,Qtr 2,April,25,,
Fasteners,Office Supplies,2021,Qtr 2,April,25,,
Labels,Office Supplies,2021,Qtr 2,April,25,,
Paper,Office Supplies,2021,Qtr 2,April,25,,
Storage,Office Supplies,2021,Qtr 2,April,25,,
Supplies,Office Supplies,2021,Qtr 2,April,25,,
Accessories,Technology,2021,Qtr 2,April,25,,
Copiers,Technology,2021,Qtr 2,April,25,,
Machines,Technology,2021,Qtr 2,April,25,,
Phones,Technology,2021,Qtr 2,April,25,-20.7,0
Bookcases,Furniture,2021,Qtr 2,April,26,,
Chairs,Furniture,2021,Qtr 2,April,26,62.7822,0
Furnishings,Furniture,2021,Qtr 2,April,26,,
Tables,Furniture,2021,Qtr 2,April,26,,
Appliances,Office Supplies,2021,Qtr 2,April,26,,
Art,Office Supplies,2021,Qtr 2,April,26,,
Binders,Office Supplies,2021,Qtr 2,April,26,,
Envelopes,Office Supplies,2021,Qtr 2,April,26,,
Fasteners,Office Supplies,2021,Qtr 2,April,26,,
Labels,Office Supplies,2021,Qtr 2,April,26,,
Paper,Office Supplies,2021,Qtr 2,April,26,,
Storage,Office Supplies,2021,Qtr 2,April,26,,
Supplies,Office Supplies,2021,Qtr 2,April,26,,
Accessories,Technology,2021,Qtr 2,April,26,,
Copiers,Technology,2021,Qtr 2,April,26,,
Machines,Technology,2021,Qtr 2,April,26,,
Phones,Technology,2021,Qtr 2,April,26,,
Bookcases,Furniture,2021,Qtr 2,April,28,,
Chairs,Furniture,2021,Qtr 2,April,28,2.598,0
Furnishings,Furniture,2021,Qtr 2,April,28,-31.8612,1
Tables,Furniture,2021,Qtr 2,April,28,,
Appliances,Office Supplies,2021,Qtr 2,April,28,,
Art,Office Supplies,2021,Qtr 2,April,28,,
Binders,Office Supplies,2021,Qtr 2,April,28,,
Envelopes,Office Supplies,2021,Qtr 2,April,28,,
Fasteners,Office Supplies,2021,Qtr 2,April,28,,
Labels,Office Supplies,2021,Qtr 2,April,28,5.6956,0
Paper,Office Supplies,2021,Qtr 2,April,28,9.9468,0
Storage,Office Supplies,2021,Qtr 2,April,28,,
Supplies,Office Supplies,2021,Qtr 2,April,28,,
Accessories,Technology,2021,Qtr 2,April,28,,
Copiers,Technology,2021,Qtr 2,April,28,,
Machines,Technology,2021,Qtr 2,April,28,,
Phones,Technology,2021,Qtr 2,April,28,41.5773,0
Bookcases,Furniture,2021,Qtr 2,April,30,,
Chairs,Furniture,2021,Qtr 2,April,30,,
Furnishings,Furniture,2021,Qtr 2,April,30,12.204,1
Tables,Furniture,2021,Qtr 2,April,30,,
Appliances,Office Supplies,2021,Qtr 2,April,30,,
Art,Office Supplies,2021,Qtr 2,April,30,,
Binders,Office Supplies,2021,Qtr 2,April,30,2.7956,0
Envelopes,Office Supplies,2021,Qtr 2,April,30,,
Fasteners,Office Supplies,2021,Qtr 2,April,30,,
Labels,Office Supplies,2021,Qtr 2,April,30,,
Paper,Office Supplies,2021,Qtr 2,April,30,,
Storage,Office Supplies,2021,Qtr 2,April,30,,
Supplies,Office Supplies,2021,Qtr 2,April,30,,
Accessories,Technology,2021,Qtr 2,April,30,,
Copiers,Technology,2021,Qtr 2,April,30,,
Machines,Technology,2021,Qtr 2,April,30,,
Phones,Technology,2021,Qtr 2,April,30,,
Bookcases,Furniture,2021,Qtr 2,May,1,,
Chairs,Furniture,2021,Qtr 2,May,1,,
Furnishings,Furniture,2021,Qtr 2,May,1,,
Tables,Furniture,2021,Qtr 2,May,1,,
Appliances,Office Supplies,2021,Qtr 2,May,1,,
Art,Office Supplies,2021,Qtr 2,May,1,0.5904,0
Binders,Office Supplies,2021,Qtr 2,May,1,,
Envelopes,Office Supplies,2021,Qtr 2,May,1,,
Fasteners,Office Supplies,2021,Qtr 2,May,1,,
Labels,Office Supplies,2021,Qtr 2,May,1,,
Paper,Office Supplies,2021,Qtr 2,May,1,,
Storage,Office Supplies,2021,Qtr 2,May,1,,
Supplies,Office Supplies,2021,Qtr 2,May,1,,
Accessories,Technology,2021,Qtr 2,May,1,40.6878,0
Copiers,Technology,2021,Qtr 2,May,1,,
Machines,Technology,2021,Qtr 2,May,1,,
Phones,Technology,2021,Qtr 2,May,1,5.1786,0
Bookcases,Furniture,2021,Qtr 2,May,2,52.7956,0
Chairs,Furniture,2021,Qtr 2,May,2,,
Furnishings,Furniture,2021,Qtr 2,May,2,7.1592,0
Tables,Furniture,2021,Qtr 2,May,2,6.9716,0
Appliances,Office Supplies,2021,Qtr 2,May,2,,
Art,Office Supplies,2021,Qtr 2,May,2,,
Binders,Office Supplies,2021,Qtr 2,May,2,,
Envelopes,Office Supplies,2021,Qtr 2,May,2,78.9412,0
Fasteners,Office Supplies,2021,Qtr 2,May,2,0.189,0
Labels,Office Supplies,2021,Qtr 2,May,2,7.2177,0
Paper,Office Supplies,2021,Qtr 2,May,2,392.1008,0
Storage,Office Supplies,2021,Qtr 2,May,2,53.5298,0
Supplies,Office Supplies,2021,Qtr 2,May,2,,
Accessories,Technology,2021,Qtr 2,May,2,,
Copiers,Technology,2021,Qtr 2,May,2,,
Machines,Technology,2021,Qtr 2,May,2,,
Phones,Technology,2021,Qtr 2,May,2,122.3717,0
Bookcases,Furniture,2021,Qtr 2,May,3,,
Chairs,Furniture,2021,Qtr 2,May,3,,
Furnishings,Furniture,2021,Qtr 2,May,3,,
Tables,Furniture,2021,Qtr 2,May,3,,
Appliances,Office Supplies,2021,Qtr 2,May,3,,
Art,Office Supplies,2021,Qtr 2,May,3,,
Binders,Office Supplies,2021,Qtr 2,May,3,,
Envelopes,Office Supplies,2021,Qtr 2,May,3,50.4063,0
Fasteners,Office Supplies,2021,Qtr 2,May,3,,
Labels,Office Supplies,2021,Qtr 2,May,3,,
Paper,Office Supplies,2021,Qtr 2,May,3,,
Storage,Office Supplies,2021,Qtr 2,May,3,-0.812,0
Supplies,Office Supplies,2021,Qtr 2,May,3,,
Accessories,Technology,2021,Qtr 2,May,3,,
Copiers,Technology,2021,Qtr 2,May,3,,
Machines,Technology,2021,Qtr 2,May,3,,
Phones,Technology,2021,Qtr 2,May,3,,
Bookcases,Furniture,2021,Qtr 2,May,4,,
Chairs,Furniture,2021,Qtr 2,May,4,,
Furnishings,Furniture,2021,Qtr 2,May,4,,
Tables,Furniture,2021,Qtr 2,May,4,,
Appliances,Office Supplies,2021,Qtr 2,May,4,,
Art,Office Supplies,2021,Qtr 2,May,4,,
Binders,Office Supplies,2021,Qtr 2,May,4,,
Envelopes,Office Supplies,2021,Qtr 2,May,4,,
Fasteners,Office Supplies,2021,Qtr 2,May,4,,
Labels,Office Supplies,2021,Qtr 2,May,4,,
Paper,Office Supplies,2021,Qtr 2,May,4,,
Storage,Office Supplies,2021,Qtr 2,May,4,13.8572,0
Supplies,Office Supplies,2021,Qtr 2,May,4,-163.4516,0
Accessories,Technology,2021,Qtr 2,May,4,,
Copiers,Technology,2021,Qtr 2,May,4,,
Machines,Technology,2021,Qtr 2,May,4,,
Phones,Technology,2021,Qtr 2,May,4,-27.7158,0
Bookcases,Furniture,2021,Qtr 2,May,5,,
Chairs,Furniture,2021,Qtr 2,May,5,,
Furnishings,Furniture,2021,Qtr 2,May,5,3.344,0
Tables,Furniture,2021,Qtr 2,May,5,326.0094,0
Appliances,Office Supplies,2021,Qtr 2,May,5,,
Art,Office Supplies,2021,Qtr 2,May,5,,
Binders,Office Supplies,2021,Qtr 2,May,5,4.3568,0
Envelopes,Office Supplies,2021,Qtr 2,May,5,,
Fasteners,Office Supplies,2021,Qtr 2,May,5,,
Labels,Office Supplies,2021,Qtr 2,May,5,,
Paper,Office Supplies,2021,Qtr 2,May,5,73.0782,0
Storage,Office Supplies,2021,Qtr 2,May,5,1.0166,0
Supplies,Office Supplies,2021,Qtr 2,May,5,,
Accessories,Technology,2021,Qtr 2,May,5,,
Copiers,Technology,2021,Qtr 2,May,5,,
Machines,Technology,2021,Qtr 2,May,5,,
Phones,Technology,2021,Qtr 2,May,5,41.5062,0
Bookcases,Furniture,2021,Qtr 2,May,6,,
Chairs,Furniture,2021,Qtr 2,May,6,,
Furnishings,Furniture,2021,Qtr 2,May,6,,
Tables,Furniture,2021,Qtr 2,May,6,,
Appliances,Office Supplies,2021,Qtr 2,May,6,15.7248,0
Art,Office Supplies,2021,Qtr 2,May,6,2.79,0
Binders,Office Supplies,2021,Qtr 2,May,6,7.0044,0
Envelopes,Office Supplies,2021,Qtr 2,May,6,,
Fasteners,Office Supplies,2021,Qtr 2,May,6,,
Labels,Office Supplies,2021,Qtr 2,May,6,9.5184,0
Paper,Office Supplies,2021,Qtr 2,May,6,,
Storage,Office Supplies,2021,Qtr 2,May,6,70.3348,0
Supplies,Office Supplies,2021,Qtr 2,May,6,15.9588,0
Accessories,Technology,2021,Qtr 2,May,6,,
Copiers,Technology,2021,Qtr 2,May,6,,
Machines,Technology,2021,Qtr 2,May,6,,
Phones,Technology,2021,Qtr 2,May,6,,
Bookcases,Furniture,2021,Qtr 2,May,8,,
Chairs,Furniture,2021,Qtr 2,May,8,,
Furnishings,Furniture,2021,Qtr 2,May,8,,
Tables,Furniture,2021,Qtr 2,May,8,,
Appliances,Office Supplies,2021,Qtr 2,May,8,,
Art,Office Supplies,2021,Qtr 2,May,8,59.115,0
Binders,Office Supplies,2021,Qtr 2,May,8,,
Envelopes,Office Supplies,2021,Qtr 2,May,8,,
Fasteners,Office Supplies,2021,Qtr 2,May,8,,
Labels,Office Supplies,2021,Qtr 2,May,8,,
Paper,Office Supplies,2021,Qtr 2,May,8,,
Storage,Office Supplies,2021,Qtr 2,May,8,,
Supplies,Office Supplies,2021,Qtr 2,May,8,,
Accessories,Technology,2021,Qtr 2,May,8,,
Copiers,Technology,2021,Qtr 2,May,8,,
Machines,Technology,2021,Qtr 2,May,8,,
Phones,Technology,2021,Qtr 2,May,8,,
Bookcases,Furniture,2021,Qtr 2,May,9,,
Chairs,Furniture,2021,Qtr 2,May,9,-79.6227,0
Furnishings,Furniture,2021,Qtr 2,May,9,14.0034,1
Tables,Furniture,2021,Qtr 2,May,9,314.0586,0
Appliances,Office Supplies,2021,Qtr 2,May,9,-166.3935,1
Art,Office Supplies,2021,Qtr 2,May,9,27.5754,0
Binders,Office Supplies,2021,Qtr 2,May,9,-80.4471,4
Envelopes,Office Supplies,2021,Qtr 2,May,9,7.6284,0
Fasteners,Office Supplies,2021,Qtr 2,May,9,11.3888,0
Labels,Office Supplies,2021,Qtr 2,May,9,22.3622,0
Paper,Office Supplies,2021,Qtr 2,May,9,199.7736,0
Storage,Office Supplies,2021,Qtr 2,May,9,26.4453,0
Supplies,Office Supplies,2021,Qtr 2,May,9,,
Accessories,Technology,2021,Qtr 2,May,9,29,0
Copiers,Technology,2021,Qtr 2,May,9,,
Machines,Technology,2021,Qtr 2,May,9,,
Phones,Technology,2021,Qtr 2,May,9,99.743,0
Bookcases,Furniture,2021,Qtr 2,May,11,-225.0976,0
Chairs,Furniture,2021,Qtr 2,May,11,9.9652,0
Furnishings,Furniture,2021,Qtr 2,May,11,146.9096,0
Tables,Furniture,2021,Qtr 2,May,11,-160.2952,0
Appliances,Office Supplies,2021,Qtr 2,May,11,,
Art,Office Supplies,2021,Qtr 2,May,11,16.2688,0
Binders,Office Supplies,2021,Qtr 2,May,11,53.7702,2
Envelopes,Office Supplies,2021,Qtr 2,May,11,77.4837,0
Fasteners,Office Supplies,2021,Qtr 2,May,11,,
Labels,Office Supplies,2021,Qtr 2,May,11,29.28,0
Paper,Office Supplies,2021,Qtr 2,May,11,,
Storage,Office Supplies,2021,Qtr 2,May,11,,
Supplies,Office Supplies,2021,Qtr 2,May,11,,
Accessories,Technology,2021,Qtr 2,May,11,129.7624,0
Copiers,Technology,2021,Qtr 2,May,11,,
Machines,Technology,2021,Qtr 2,May,11,,
Phones,Technology,2021,Qtr 2,May,11,-15.992,0
Bookcases,Furniture,2021,Qtr 2,May,12,20.485,0
Chairs,Furniture,2021,Qtr 2,May,12,585.552,0
Furnishings,Furniture,2021,Qtr 2,May,12,81.2418,0
Tables,Furniture,2021,Qtr 2,May,12,,
Appliances,Office Supplies,2021,Qtr 2,May,12,,
Art,Office Supplies,2021,Qtr 2,May,12,13.5382,0
Binders,Office Supplies,2021,Qtr 2,May,12,213.2207,0
Envelopes,Office Supplies,2021,Qtr 2,May,12,51.5543,0
Fasteners,Office Supplies,2021,Qtr 2,May,12,,
Labels,Office Supplies,2021,Qtr 2,May,12,3.8844,0
Paper,Office Supplies,2021,Qtr 2,May,12,2.3406,0
Storage,Office Supplies,2021,Qtr 2,May,12,191.1252,0
Supplies,Office Supplies,2021,Qtr 2,May,12,,
Accessories,Technology,2021,Qtr 2,May,12,,
Copiers,Technology,2021,Qtr 2,May,12,,
Machines,Technology,2021,Qtr 2,May,12,,
Phones,Technology,2021,Qtr 2,May,12,305.7947,0
Bookcases,Furniture,2021,Qtr 2,May,14,,
Chairs,Furniture,2021,Qtr 2,May,14,,
Furnishings,Furniture,2021,Qtr 2,May,14,38.0718,0
Tables,Furniture,2021,Qtr 2,May,14,,
Appliances,Office Supplies,2021,Qtr 2,May,14,,
Art,Office Supplies,2021,Qtr 2,May,14,0.4172,0
Binders,Office Supplies,2021,Qtr 2,May,14,-61.579,3
Envelopes,Office Supplies,2021,Qtr 2,May,14,,
Fasteners,Office Supplies,2021,Qtr 2,May,14,,
Labels,Office Supplies,2021,Qtr 2,May,14,,
Paper,Office Supplies,2021,Qtr 2,May,14,10.8864,0
Storage,Office Supplies,2021,Qtr 2,May,14,,
Supplies,Office Supplies,2021,Qtr 2,May,14,,
Accessories,Technology,2021,Qtr 2,May,14,48.7011,0
Copiers,Technology,2021,Qtr 2,May,14,,
Machines,Technology,2021,Qtr 2,May,14,,
Phones,Technology,2021,Qtr 2,May,14,4.36,0
Bookcases,Furniture,2021,Qtr 2,May,15,,
Chairs,Furniture,2021,Qtr 2,May,15,,
Furnishings,Furniture,2021,Qtr 2,May,15,,
Tables,Furniture,2021,Qtr 2,May,15,,
Appliances,Office Supplies,2021,Qtr 2,May,15,,
Art,Office Supplies,2021,Qtr 2,May,15,27.9172,0
Binders,Office Supplies,2021,Qtr 2,May,15,239.866,1
Envelopes,Office Supplies,2021,Qtr 2,May,15,,
Fasteners,Office Supplies,2021,Qtr 2,May,15,,
Labels,Office Supplies,2021,Qtr 2,May,15,,
Paper,Office Supplies,2021,Qtr 2,May,15,5.5216,0
Storage,Office Supplies,2021,Qtr 2,May,15,,
Supplies,Office Supplies,2021,Qtr 2,May,15,,
Accessories,Technology,2021,Qtr 2,May,15,,
Copiers,Technology,2021,Qtr 2,May,15,,
Machines,Technology,2021,Qtr 2,May,15,,
Phones,Technology,2021,Qtr 2,May,15,,
Bookcases,Furniture,2021,Qtr 2,May,16,,
Chairs,Furniture,2021,Qtr 2,May,16,,
Furnishings,Furniture,2021,Qtr 2,May,16,19.7988,0
Tables,Furniture,2021,Qtr 2,May,16,,
Appliances,Office Supplies,2021,Qtr 2,May,16,,
Art,Office Supplies,2021,Qtr 2,May,16,,
Binders,Office Supplies,2021,Qtr 2,May,16,,
Envelopes,Office Supplies,2021,Qtr 2,May,16,,
Fasteners,Office Supplies,2021,Qtr 2,May,16,,
Labels,Office Supplies,2021,Qtr 2,May,16,13.3056,0
Paper,Office Supplies,2021,Qtr 2,May,16,8.4966,0
Storage,Office Supplies,2021,Qtr 2,May,16,0,0
Supplies,Office Supplies,2021,Qtr 2,May,16,,
Accessories,Technology,2021,Qtr 2,May,16,,
Copiers,Technology,2021,Qtr 2,May,16,,
Machines,Technology,2021,Qtr 2,May,16,,
Phones,Technology,2021,Qtr 2,May,16,,
Bookcases,Furniture,2021,Qtr 2,May,17,,
Chairs,Furniture,2021,Qtr 2,May,17,,
Furnishings,Furniture,2021,Qtr 2,May,17,7.1504,1
Tables,Furniture,2021,Qtr 2,May,17,,
Appliances,Office Supplies,2021,Qtr 2,May,17,,
Art,Office Supplies,2021,Qtr 2,May,17,,
Binders,Office Supplies,2021,Qtr 2,May,17,-28.5477,3
Envelopes,Office Supplies,2021,Qtr 2,May,17,,
Fasteners,Office Supplies,2021,Qtr 2,May,17,2.4675,0
Labels,Office Supplies,2021,Qtr 2,May,17,6.8714,0
Paper,Office Supplies,2021,Qtr 2,May,17,9.54,0
Storage,Office Supplies,2021,Qtr 2,May,17,,
Supplies,Office Supplies,2021,Qtr 2,May,17,18.8993,0
Accessories,Technology,2021,Qtr 2,May,17,,
Copiers,Technology,2021,Qtr 2,May,17,,
Machines,Technology,2021,Qtr 2,May,17,,
Phones,Technology,2021,Qtr 2,May,17,,
Bookcases,Furniture,2021,Qtr 2,May,18,,
Chairs,Furniture,2021,Qtr 2,May,18,,
Furnishings,Furniture,2021,Qtr 2,May,18,,
