Superstore 2023.Region	Superstore 2023.Category	Superstore 2023.Sub-Category	Superstore 2023.Order Date	Superstore 2023.ProfitM	Sum(Superstore 2023.Sales)
West	Furniture	Tables	Thursday, March 03, 2022		
Central	Furniture	Tables	Sunday, March 06, 2022	-99.2664	145.98
East	Furniture	Tables	Sunday, March 06, 2022		
South	Furniture	Tables	Sunday, March 06, 2022		
West	Furniture	Tables	Sunday, March 06, 2022		
Central	Furniture	Tables	Friday, March 11, 2022		
East	Furniture	Tables	Friday, March 11, 2022	-31.3722	244.006
South	Furniture	Tables	Friday, March 11, 2022		
West	Furniture	Tables	Friday, March 11, 2022		
Central	Furniture	Tables	Sunday, March 13, 2022	0	557.585
East	Furniture	Tables	Sunday, March 13, 2022		
South	Furniture	Tables	Sunday, March 13, 2022		
West	Furniture	Tables	Sunday, March 13, 2022		
Central	Furniture	Tables	Friday, March 18, 2022		
East	Furniture	Tables	Friday, March 18, 2022		
South	Furniture	Tables	Friday, March 18, 2022	-94.941	189.882
West	Furniture	Tables	Friday, March 18, 2022		
Central	Furniture	Tables	Sunday, March 20, 2022	146.4036	697.16
East	Furniture	Tables	Sunday, March 20, 2022		
South	Furniture	Tables	Sunday, March 20, 2022		
West	Furniture	Tables	Sunday, March 20, 2022		
Central	Furniture	Tables	Monday, March 21, 2022	-1.4196	99.372
East	Furniture	Tables	Monday, March 21, 2022		
South	Furniture	Tables	Monday, March 21, 2022		
West	Furniture	Tables	Monday, March 21, 2022		
Central	Furniture	Tables	Tuesday, April 12, 2022		
East	Furniture	Tables	Tuesday, April 12, 2022		
South	Furniture	Tables	Tuesday, April 12, 2022	75.6624	343.92
West	Furniture	Tables	Tuesday, April 12, 2022		
Central	Furniture	Tables	Tuesday, April 19, 2022		
East	Furniture	Tables	Tuesday, April 19, 2022	-58.1332	205.176
South	Furniture	Tables	Tuesday, April 19, 2022		
West	Furniture	Tables	Tuesday, April 19, 2022		
Central	Furniture	Tables	Friday, April 22, 2022		
East	Furniture	Tables	Friday, April 22, 2022		
South	Furniture	Tables	Friday, April 22, 2022		
West	Furniture	Tables	Friday, April 22, 2022	-814.4832	1272.63
Central	Furniture	Tables	Sunday, May 01, 2022		
East	Furniture	Tables	Sunday, May 01, 2022		
South	Furniture	Tables	Sunday, May 01, 2022	-142.071	370.62
West	Furniture	Tables	Sunday, May 01, 2022		
Central	Furniture	Tables	Thursday, May 05, 2022		
East	Furniture	Tables	Thursday, May 05, 2022		
South	Furniture	Tables	Thursday, May 05, 2022		
West	Furniture	Tables	Thursday, May 05, 2022	326.0094	2055.744
Central	Furniture	Tables	Sunday, May 22, 2022		
East	Furniture	Tables	Sunday, May 22, 2022	-19.9184	174.286
South	Furniture	Tables	Sunday, May 22, 2022		
West	Furniture	Tables	Sunday, May 22, 2022		
Central	Furniture	Tables	Monday, May 30, 2022		
East	Furniture	Tables	Monday, May 30, 2022		
South	Furniture	Tables	Monday, May 30, 2022	386.835	2275.5
West	Furniture	Tables	Monday, May 30, 2022		
Central	Furniture	Tables	Friday, June 03, 2022		
East	Furniture	Tables	Friday, June 03, 2022		
South	Furniture	Tables	Friday, June 03, 2022		
West	Furniture	Tables	Friday, June 03, 2022	-1.7772	71.088
Central	Furniture	Tables	Saturday, June 04, 2022	-120.513	177.225
East	Furniture	Tables	Saturday, June 04, 2022		
South	Furniture	Tables	Saturday, June 04, 2022		
West	Furniture	Tables	Saturday, June 04, 2022		
Central	Furniture	Tables	Thursday, June 09, 2022	173.235	692.94
East	Furniture	Tables	Thursday, June 09, 2022		
South	Furniture	Tables	Thursday, June 09, 2022		
West	Furniture	Tables	Thursday, June 09, 2022		
Central	Furniture	Tables	Friday, June 10, 2022		
East	Furniture	Tables	Friday, June 10, 2022		
South	Furniture	Tables	Friday, June 10, 2022		
West	Furniture	Tables	Friday, June 10, 2022	-217.048	1335.68
Central	Furniture	Tables	Saturday, June 11, 2022		
East	Furniture	Tables	Saturday, June 11, 2022		
South	Furniture	Tables	Saturday, June 11, 2022		
West	Furniture	Tables	Saturday, June 11, 2022	33.8517	902.712
Central	Furniture	Tables	Tuesday, June 14, 2022		
East	Furniture	Tables	Tuesday, June 14, 2022	-118.0116	337.176
South	Furniture	Tables	Tuesday, June 14, 2022		
West	Furniture	Tables	Tuesday, June 14, 2022	415.394	2408.658
Central	Furniture	Tables	Friday, June 17, 2022		
East	Furniture	Tables	Friday, June 17, 2022	-213.5574	376.866
South	Furniture	Tables	Friday, June 17, 2022		
West	Furniture	Tables	Friday, June 17, 2022		
Central	Furniture	Tables	Monday, July 25, 2022		
East	Furniture	Tables	Monday, July 25, 2022		
South	Furniture	Tables	Monday, July 25, 2022	388.8128	2430.08
West	Furniture	Tables	Monday, July 25, 2022		
Central	Furniture	Tables	Sunday, July 31, 2022		
East	Furniture	Tables	Sunday, July 31, 2022		
South	Furniture	Tables	Sunday, July 31, 2022		
West	Furniture	Tables	Sunday, July 31, 2022	-32.3673	863.128
Central	Furniture	Tables	Tuesday, August 02, 2022		
East	Furniture	Tables	Tuesday, August 02, 2022		
South	Furniture	Tables	Tuesday, August 02, 2022		
West	Furniture	Tables	Tuesday, August 02, 2022	15.3522	136.464
Central	Furniture	Tables	Monday, August 08, 2022		
East	Furniture	Tables	Monday, August 08, 2022		
South	Furniture	Tables	Monday, August 08, 2022		
West	Furniture	Tables	Monday, August 08, 2022	12.8256	513.024
Central	Furniture	Tables	Friday, August 12, 2022		
East	Furniture	Tables	Friday, August 12, 2022	-66.2302	209.148
South	Furniture	Tables	Friday, August 12, 2022	-255.5875	562.2925
West	Furniture	Tables	Friday, August 12, 2022		
Central	Furniture	Tables	Tuesday, August 16, 2022		
East	Furniture	Tables	Tuesday, August 16, 2022		
South	Furniture	Tables	Tuesday, August 16, 2022		
West	Furniture	Tables	Tuesday, August 16, 2022	12.096	161.28
Central	Furniture	Tables	Sunday, August 21, 2022		
East	Furniture	Tables	Sunday, August 21, 2022	-339.705	815.292
South	Furniture	Tables	Sunday, August 21, 2022		
West	Furniture	Tables	Sunday, August 21, 2022	180.441	2887.056
Central	Furniture	Tables	Friday, August 26, 2022	98.5248	447.84
East	Furniture	Tables	Friday, August 26, 2022		
South	Furniture	Tables	Friday, August 26, 2022		
West	Furniture	Tables	Friday, August 26, 2022		
Central	Furniture	Tables	Saturday, August 27, 2022		
East	Furniture	Tables	Saturday, August 27, 2022	20.967	244.615
South	Furniture	Tables	Saturday, August 27, 2022		
West	Furniture	Tables	Saturday, August 27, 2022		
Central	Furniture	Tables	Monday, August 29, 2022		
East	Furniture	Tables	Monday, August 29, 2022	-56.448	241.92
South	Furniture	Tables	Monday, August 29, 2022		
West	Furniture	Tables	Monday, August 29, 2022		
Central	Furniture	Tables	Friday, September 02, 2022		
East	Furniture	Tables	Friday, September 02, 2022		
South	Furniture	Tables	Friday, September 02, 2022	-149.6307	472.518
West	Furniture	Tables	Friday, September 02, 2022	28.4364	568.728
Central	Furniture	Tables	Monday, September 05, 2022		
East	Furniture	Tables	Monday, September 05, 2022		
South	Furniture	Tables	Monday, September 05, 2022	314.0586	1652.94
West	Furniture	Tables	Monday, September 05, 2022		
Central	Furniture	Tables	Thursday, September 08, 2022	-300.735	601.47
East	Furniture	Tables	Thursday, September 08, 2022		
South	Furniture	Tables	Thursday, September 08, 2022		
West	Furniture	Tables	Thursday, September 08, 2022	-12.7785	146.04
Central	Furniture	Tables	Saturday, September 10, 2022	-34.392	300.93
East	Furniture	Tables	Saturday, September 10, 2022		
South	Furniture	Tables	Saturday, September 10, 2022		
West	Furniture	Tables	Saturday, September 10, 2022		
Central	Furniture	Tables	Thursday, September 15, 2022		
East	Furniture	Tables	Thursday, September 15, 2022		
South	Furniture	Tables	Thursday, September 15, 2022		
West	Furniture	Tables	Thursday, September 15, 2022	259.5297	1128.39
Central	Furniture	Tables	Sunday, September 18, 2022		
East	Furniture	Tables	Sunday, September 18, 2022		
South	Furniture	Tables	Sunday, September 18, 2022	-167.3184	383.438
West	Furniture	Tables	Sunday, September 18, 2022		
Central	Furniture	Tables	Sunday, September 25, 2022		
East	Furniture	Tables	Sunday, September 25, 2022		
South	Furniture	Tables	Sunday, September 25, 2022		
West	Furniture	Tables	Sunday, September 25, 2022	-204.4458	393.165
Central	Furniture	Tables	Saturday, October 01, 2022		
East	Furniture	Tables	Saturday, October 01, 2022	-115.7058	330.588
South	Furniture	Tables	Saturday, October 01, 2022		
West	Furniture	Tables	Saturday, October 01, 2022		
Central	Furniture	Tables	Tuesday, October 04, 2022		
East	Furniture	Tables	Tuesday, October 04, 2022	-23.9372	239.372
South	Furniture	Tables	Tuesday, October 04, 2022		
West	Furniture	Tables	Tuesday, October 04, 2022		
Central	Furniture	Tables	Thursday, October 13, 2022		
East	Furniture	Tables	Thursday, October 13, 2022		
South	Furniture	Tables	Thursday, October 13, 2022		
West	Furniture	Tables	Thursday, October 13, 2022	-465.568	727.45
Central	Furniture	Tables	Sunday, October 16, 2022		
East	Furniture	Tables	Sunday, October 16, 2022	-37.9152	142.182
South	Furniture	Tables	Sunday, October 16, 2022		
West	Furniture	Tables	Sunday, October 16, 2022		
Central	Furniture	Tables	Friday, October 21, 2022		
East	Furniture	Tables	Friday, October 21, 2022	-231.4116	661.176
South	Furniture	Tables	Friday, October 21, 2022		
West	Furniture	Tables	Friday, October 21, 2022		
Central	Furniture	Tables	Thursday, November 03, 2022		
East	Furniture	Tables	Thursday, November 03, 2022		
South	Furniture	Tables	Thursday, November 03, 2022	160.1586	842.94
West	Furniture	Tables	Thursday, November 03, 2022		
Central	Furniture	Tables	Friday, November 04, 2022		
East	Furniture	Tables	Friday, November 04, 2022		
South	Furniture	Tables	Friday, November 04, 2022	-292.1	876.3
West	Furniture	Tables	Friday, November 04, 2022		
Central	Furniture	Tables	Saturday, November 05, 2022	-160.2952	863.128
East	Furniture	Tables	Saturday, November 05, 2022		
South	Furniture	Tables	Saturday, November 05, 2022		
West	Furniture	Tables	Saturday, November 05, 2022		
Central	Furniture	Tables	Friday, November 11, 2022	241.1046	2678.94
East	Furniture	Tables	Friday, November 11, 2022		
South	Furniture	Tables	Friday, November 11, 2022		
West	Furniture	Tables	Friday, November 11, 2022		
Central	Furniture	Tables	Saturday, November 12, 2022		
East	Furniture	Tables	Saturday, November 12, 2022		
South	Furniture	Tables	Saturday, November 12, 2022		
West	Furniture	Tables	Saturday, November 12, 2022	-8.4294	674.352
Central	Furniture	Tables	Tuesday, November 15, 2022		
East	Furniture	Tables	Tuesday, November 15, 2022		
South	Furniture	Tables	Tuesday, November 15, 2022	-199.5076	630.024
West	Furniture	Tables	Tuesday, November 15, 2022		
Central	Furniture	Tables	Friday, November 25, 2022	329.4081	1568.61
East	Furniture	Tables	Friday, November 25, 2022		
South	Furniture	Tables	Friday, November 25, 2022		
West	Furniture	Tables	Friday, November 25, 2022		
Central	Furniture	Tables	Saturday, November 26, 2022		
East	Furniture	Tables	Saturday, November 26, 2022	-120.0508	313.176
South	Furniture	Tables	Saturday, November 26, 2022		
West	Furniture	Tables	Saturday, November 26, 2022		
Central	Furniture	Tables	Sunday, November 27, 2022		
East	Furniture	Tables	Sunday, November 27, 2022		
South	Furniture	Tables	Sunday, November 27, 2022	-114.3534	331.023
West	Furniture	Tables	Sunday, November 27, 2022		
Central	Furniture	Tables	Thursday, December 01, 2022		
East	Furniture	Tables	Thursday, December 01, 2022	-47.0583	366.009
South	Furniture	Tables	Thursday, December 01, 2022		
West	Furniture	Tables	Thursday, December 01, 2022		
Central	Furniture	Tables	Saturday, December 03, 2022	104.7528	581.96
East	Furniture	Tables	Saturday, December 03, 2022	-153.3456	400.032
South	Furniture	Tables	Saturday, December 03, 2022		
West	Furniture	Tables	Saturday, December 03, 2022	6.7176	268.704
Central	Furniture	Tables	Thursday, December 08, 2022		
East	Furniture	Tables	Thursday, December 08, 2022		
South	Furniture	Tables	Thursday, December 08, 2022		
West	Furniture	Tables	Thursday, December 08, 2022	-195.4788	1421.664
Central	Furniture	Tables	Friday, December 09, 2022		
East	Furniture	Tables	Friday, December 09, 2022		
South	Furniture	Tables	Friday, December 09, 2022	129.2052	1136.834
West	Furniture	Tables	Friday, December 09, 2022		
Central	Furniture	Tables	Sunday, December 11, 2022		
East	Furniture	Tables	Sunday, December 11, 2022	-147.8655	328.59
South	Furniture	Tables	Sunday, December 11, 2022		
West	Furniture	Tables	Sunday, December 11, 2022	111.517	892.136
Central	Furniture	Tables	Tuesday, December 13, 2022		
East	Furniture	Tables	Tuesday, December 13, 2022		
South	Furniture	Tables	Tuesday, December 13, 2022		
West	Furniture	Tables	Tuesday, December 13, 2022	41.7852	1114.272
Central	Furniture	Tables	Thursday, December 15, 2022	231.4116	1652.94
East	Furniture	Tables	Thursday, December 15, 2022		
South	Furniture	Tables	Thursday, December 15, 2022		
West	Furniture	Tables	Thursday, December 15, 2022	-304.6653	564.195
Central	Furniture	Tables	Saturday, December 17, 2022		
East	Furniture	Tables	Saturday, December 17, 2022		
South	Furniture	Tables	Saturday, December 17, 2022		
West	Furniture	Tables	Saturday, December 17, 2022	-325.572	2003.52
Central	Furniture	Tables	Sunday, December 18, 2022		
East	Furniture	Tables	Sunday, December 18, 2022		
South	Furniture	Tables	Sunday, December 18, 2022		
West	Furniture	Tables	Sunday, December 18, 2022	-264.215	377.45
Central	Furniture	Tables	Monday, December 19, 2022		
East	Furniture	Tables	Monday, December 19, 2022		
South	Furniture	Tables	Monday, December 19, 2022		
West	Furniture	Tables	Monday, December 19, 2022	-218.8656	455.97
Central	Furniture	Tables	Sunday, December 25, 2022		
East	Furniture	Tables	Sunday, December 25, 2022	-120.0508	313.176
South	Furniture	Tables	Sunday, December 25, 2022		
West	Furniture	Tables	Sunday, December 25, 2022	604.9074	1782.695
Central	Furniture	Tables	Monday, December 26, 2022		
East	Furniture	Tables	Monday, December 26, 2022		
South	Furniture	Tables	Monday, December 26, 2022		
West	Furniture	Tables	Monday, December 26, 2022	33.8517	902.712
Central	Furniture	Tables	Monday, January 02, 2023	-169.637	913.43
East	Furniture	Tables	Monday, January 02, 2023		
South	Furniture	Tables	Monday, January 02, 2023		
West	Furniture	Tables	Monday, January 02, 2023		
Central	Furniture	Tables	Sunday, January 08, 2023		
East	Furniture	Tables	Sunday, January 08, 2023		
South	Furniture	Tables	Sunday, January 08, 2023		
West	Furniture	Tables	Sunday, January 08, 2023	80.3682	892.98
Central	Furniture	Tables	Monday, January 16, 2023		
East	Furniture	Tables	Monday, January 16, 2023		
South	Furniture	Tables	Monday, January 16, 2023		
West	Furniture	Tables	Monday, January 16, 2023	-14.9877	399.672
Central	Furniture	Tables	Monday, January 23, 2023	21.098	210.98
East	Furniture	Tables	Monday, January 23, 2023		
South	Furniture	Tables	Monday, January 23, 2023		
West	Furniture	Tables	Monday, January 23, 2023		
Central	Furniture	Tables	Monday, January 30, 2023	-47.175	69.375
East	Furniture	Tables	Monday, January 30, 2023		
South	Furniture	Tables	Monday, January 30, 2023		
West	Furniture	Tables	Monday, January 30, 2023		
Central	Furniture	Tables	Friday, February 17, 2023	-269.3376	480.96
East	Furniture	Tables	Friday, February 17, 2023	-106.393	455.97
South	Furniture	Tables	Friday, February 17, 2023		
West	Furniture	Tables	Friday, February 17, 2023		
Central	Furniture	Tables	Monday, February 20, 2023		
East	Furniture	Tables	Monday, February 20, 2023		
South	Furniture	Tables	Monday, February 20, 2023		
West	Furniture	Tables	Monday, February 20, 2023	-185.7168	386.91
Central	Furniture	Tables	Friday, March 03, 2023		
East	Furniture	Tables	Friday, March 03, 2023		
South	Furniture	Tables	Friday, March 03, 2023		
West	Furniture	Tables	Friday, March 03, 2023	-14.9877	399.672
Central	Furniture	Tables	Friday, March 10, 2023	-173.3472	933.408
East	Furniture	Tables	Friday, March 10, 2023		
South	Furniture	Tables	Friday, March 10, 2023		
West	Furniture	Tables	Friday, March 10, 2023		
Central	Furniture	Tables	Saturday, March 11, 2023		
East	Furniture	Tables	Saturday, March 11, 2023	-46.4292	154.764
South	Furniture	Tables	Saturday, March 11, 2023		
West	Furniture	Tables	Saturday, March 11, 2023		
Central	Furniture	Tables	Sunday, March 19, 2023		
East	Furniture	Tables	Sunday, March 19, 2023		
South	Furniture	Tables	Sunday, March 19, 2023		
West	Furniture	Tables	Sunday, March 19, 2023	8.7145	697.16
Central	Furniture	Tables	Monday, March 27, 2023		
East	Furniture	Tables	Monday, March 27, 2023		
South	Furniture	Tables	Monday, March 27, 2023	58.42	292.1
West	Furniture	Tables	Monday, March 27, 2023		
Central	Furniture	Tables	Sunday, April 02, 2023		
East	Furniture	Tables	Sunday, April 02, 2023		
South	Furniture	Tables	Sunday, April 02, 2023	70.006	411.8
West	Furniture	Tables	Sunday, April 02, 2023		
Central	Furniture	Tables	Friday, April 07, 2023		
East	Furniture	Tables	Friday, April 07, 2023		
South	Furniture	Tables	Friday, April 07, 2023	-350.2938	854.4745
West	Furniture	Tables	Friday, April 07, 2023		
Central	Furniture	Tables	Saturday, April 29, 2023		
