OnepointFive.Column.Variation.Date Hierarchy.Quarter,OnepointFive.Column.Variation.Date Hierarchy.Month,OnepointFive.Column.Variation.Date Hierarchy.Year,OnepointFive.Discount,OnepointFive.Performance,OnepointFive.Profit,OnepointFive.Sales,OnepointFive.Quantity,Sum(OnepointFive.Series 1),Sum(OnepointFive.Series 2),Sum(OnepointFive.Series 3),Sum(OnepointFive.Series 4),Sum(OnepointFive.Series 5)
Qtr 1,January,2021,Discount.0002,Performance.0003,Profit.0000,Sales.0004,Quantity.0000,464488.62791899993,762236.65535,578501.85928,719239.02546,657160.44418
Qtr 1,January,2022,Discount.0002,Performance.0003,Profit.0000,Sales.0004,Quantity.0000,672921.5480960001,442115.302426,613514.793455,629265.3313950001,760325.049162
Qtr 1,January,2023,Discount.0002,Performance.0003,Profit.0000,Sales.0004,Quantity.0000,656806.1994139999,612886.456008,534349.8189109999,617866.1070500001,654614.54908
Qtr 1,January,2024,Discount.0002,Performance.0003,Profit.0000,Sales.0004,Quantity.0000,683258.81779,675387.8438739999,574587.778134,630760.185511,573642.017037
Qtr 1,January,2025,Discount.0002,Performance.0003,Profit.0000,Sales.0004,Quantity.0000,630950.9844480001,655637.898306,650186.18467,447517.32110199996,356925.67491579993
Qtr 1,January,2021,Discount.0002,Performance.0003,Profit.0000,Sales.0004,Quantity.0001,443946.6428399999,445070.35479199997,436268.89812100003,466943.991317,523690.43448
Qtr 1,January,2022,Discount.0002,Performance.0003,Profit.0000,Sales.0004,Quantity.0001,602729.785347,697360.0002000001,479581.10464,778437.44768,724573.6385300001
Qtr 1,January,2023,Discount.0002,Performance.0003,Profit.0000,Sales.0004,Quantity.0001,533190.187381,632161.2147259999,767771.0285859999,605638.006143,530744.9948679999
Qtr 1,January,2024,Discount.0002,Performance.0003,Profit.0000,Sales.0004,Quantity.0001,633860.196241,659878.3217950001,404692.75607199996,504048.804608,775613.4356600002
Qtr 1,January,2025,Discount.0002,Performance.0003,Profit.0000,Sales.0004,Quantity.0001,668043.494083,526473.647808,682469.3714329998,735503.96534,609624.383765
Qtr 1,January,2021,Discount.0002,Performance.0003,Profit.0001,Sales.0000,Quantity.0000,592320.849197,481115.06336499995,707330.082684,689201.70968,604477.7932500001
Qtr 1,January,2022,Discount.0002,Performance.0003,Profit.0001,Sales.0000,Quantity.0000,490227.724341,535899.680105,430456.2993769,703623.4682223,525760.27065
Qtr 1,January,2023,Discount.0002,Performance.0003,Profit.0001,Sales.0000,Quantity.0000,678382.918999,708597.682838,598330.541584,583584.0067299999,522791.806499
Qtr 1,January,2024,Discount.0002,Performance.0003,Profit.0001,Sales.0000,Quantity.0000,447017.6787701,629959.67485,475898.4111592,435565.59851999994,452256.043956
Qtr 1,January,2025,Discount.0002,Performance.0003,Profit.0001,Sales.0000,Quantity.0000,598676.290836,509071.6306819999,697284.4011699999,573409.3265750001,725551.8116649999
Qtr 1,January,2021,Discount.0002,Performance.0003,Profit.0001,Sales.0000,Quantity.0001,542186.8523829998,580355.263629,746271.1296799999,543028.1487157,824285.3344459999
Qtr 1,January,2022,Discount.0002,Performance.0003,Profit.0001,Sales.0000,Quantity.0001,623783.1081899999,595953.727207,695682.68509,543520.6758249999,555686.6997199999
Qtr 1,January,2023,Discount.0002,Performance.0003,Profit.0001,Sales.0000,Quantity.0001,516081.94304499996,525093.3389679,696646.0747499999,710323.8044488,687027.3083599999
Qtr 1,January,2024,Discount.0002,Performance.0003,Profit.0001,Sales.0000,Quantity.0001,574879.7675279999,619795.5995700001,878127.9962099999,593776.5610730001,606348.512923
Qtr 1,January,2025,Discount.0002,Performance.0003,Profit.0001,Sales.0000,Quantity.0001,514552.727715,554982.6522915,657702.189978,492149.99465,575140.7032649999
Qtr 1,January,2021,Discount.0002,Performance.0003,Profit.0001,Sales.0001,Quantity.0000,607747.26669,590777.373314,447398.81395199994,581371.7468280001,662410.92906
Qtr 1,January,2022,Discount.0002,Performance.0003,Profit.0001,Sales.0001,Quantity.0000,686420.1341,689370.67019,568138.245549,650817.36745,719747.89978
Qtr 1,January,2023,Discount.0002,Performance.0003,Profit.0001,Sales.0001,Quantity.0000,549609.9283,646872.709252,637649.068484,367776.291303,549309.8573583001
Qtr 1,January,2024,Discount.0002,Performance.0003,Profit.0001,Sales.0001,Quantity.0000,493943.49283999996,566428.7867070002,567699.7164650001,601039.590125,727490.711762
Qtr 1,January,2025,Discount.0002,Performance.0003,Profit.0001,Sales.0001,Quantity.0000,711453.560161,658616.7966700001,561287.421257,667893.8185650001,665291.1219380001
Qtr 1,January,2021,Discount.0002,Performance.0003,Profit.0001,Sales.0001,Quantity.0001,645797.57759,580433.155882,504578.53524,579744.3448600001,626896.1993949999
Qtr 1,January,2022,Discount.0002,Performance.0003,Profit.0001,Sales.0001,Quantity.0001,545641.4067689999,562378.5805784999,641826.2128039999,635649.770108,631599.9600750001
Qtr 1,January,2023,Discount.0002,Performance.0003,Profit.0001,Sales.0001,Quantity.0001,608561.721197,586032.15674,498635.949265,613014.240158,571118.180013
Qtr 1,January,2024,Discount.0002,Performance.0003,Profit.0001,Sales.0001,Quantity.0001,682686.3160276001,673336.62744,705547.6263,510437.9943915999,350472.886963
Qtr 1,January,2025,Discount.0002,Performance.0003,Profit.0001,Sales.0001,Quantity.0001,617452.0778270001,529166.65219,558080.5805164,649821.61783,402656.42468
Qtr 1,January,2021,Discount.0002,Performance.0003,Profit.0001,Sales.0002,Quantity.0000,628663.7069170001,518087.76298700005,710658.663746,555406.0690714001,599239.205754
Qtr 1,January,2022,Discount.0002,Performance.0003,Profit.0001,Sales.0002,Quantity.0000,505771.181978,698338.183998,615681.85869,662091.83903,499365.69120129995
Qtr 1,January,2023,Discount.0002,Performance.0003,Profit.0001,Sales.0002,Quantity.0000,782073.2211633999,490078.44713499997,295471.88965100003,738041.1827000001,723852.8819099999
Qtr 1,January,2024,Discount.0002,Performance.0003,Profit.0001,Sales.0002,Quantity.0000,646276.9497619999,722422.8067699999,537494.14253,688996.28007,692913.4396739999
Qtr 1,January,2025,Discount.0002,Performance.0003,Profit.0001,Sales.0002,Quantity.0000,570284.264553,702175.464545,543801.3627754999,566111.3469700001,499715.6071811
Qtr 1,January,2021,Discount.0002,Performance.0003,Profit.0001,Sales.0002,Quantity.0001,636996.9379420001,720355.051645,458108.08368299995,646019.2819399999,480142.46509699995
Qtr 1,January,2022,Discount.0002,Performance.0003,Profit.0001,Sales.0002,Quantity.0001,602850.8601734,590562.0263400001,454034.607004,709139.910484,535144.93227
Qtr 1,January,2023,Discount.0002,Performance.0003,Profit.0001,Sales.0002,Quantity.0001,666184.7467499999,444953.38306799997,479391.3919136,490384.06945,651119.47599
Qtr 1,January,2024,Discount.0002,Performance.0003,Profit.0001,Sales.0002,Quantity.0001,528102.4188272,615504.686871,657049.517349,686058.3704705,490118.767173
Qtr 1,January,2025,Discount.0002,Performance.0003,Profit.0001,Sales.0002,Quantity.0001,614309.283629,617800.9397199999,649156.656626,595786.0571299999,509272.96485800005
Qtr 1,January,2021,Discount.0002,Performance.0003,Profit.0001,Sales.0003,Quantity.0000,465352.334071,524820.9533629001,567993.375641,535545.9446209999,649673.5550080001
Qtr 1,January,2022,Discount.0002,Performance.0003,Profit.0001,Sales.0003,Quantity.0000,494428.67138599994,606884.3118880001,496394.057024,723207.6785412,384153.6268772
Qtr 1,January,2023,Discount.0002,Performance.0003,Profit.0001,Sales.0003,Quantity.0000,709891.525332,634176.07429,622179.904452,551075.8502549999,670960.0355600001
Qtr 1,January,2024,Discount.0002,Performance.0003,Profit.0001,Sales.0003,Quantity.0000,499455.989949,526729.85415,623805.56453,644613.6878279999,731284.86634
Qtr 1,January,2025,Discount.0002,Performance.0003,Profit.0001,Sales.0003,Quantity.0000,580243.205145,806086.65885,595086.9814519999,579303.51066,663062.14034
Qtr 1,January,2021,Discount.0002,Performance.0003,Profit.0001,Sales.0003,Quantity.0001,581477.567269,547475.541128,479076.31892,515858.87598099996,760265.6964850001
Qtr 1,January,2022,Discount.0002,Performance.0003,Profit.0001,Sales.0003,Quantity.0001,602706.705815,664586.24513,619218.7438659999,751522.8017349999,738104.8377700001
Qtr 1,January,2023,Discount.0002,Performance.0003,Profit.0001,Sales.0003,Quantity.0001,571044.3185889999,511071.80951799994,642885.6509479999,634267.3513872,478646.58945699997
Qtr 1,January,2024,Discount.0002,Performance.0003,Profit.0001,Sales.0003,Quantity.0001,669256.499,437631.9229269999,676583.411483,694335.1443119999,504654.54558
Qtr 1,January,2025,Discount.0002,Performance.0003,Profit.0001,Sales.0003,Quantity.0001,585388.92759,721640.6734529999,600093.0673600001,398713.233162,543312.724635
Qtr 1,January,2021,Discount.0002,Performance.0003,Profit.0001,Sales.0004,Quantity.0000,637793.559704,583230.3352359999,799874.4982590001,564963.2679650001,608215.310868
Qtr 1,January,2022,Discount.0002,Performance.0003,Profit.0001,Sales.0004,Quantity.0000,626743.0579283,729214.05272,629778.964224,733532.64118,587648.266893
Qtr 1,January,2023,Discount.0002,Performance.0003,Profit.0001,Sales.0004,Quantity.0000,590482.4156869999,480979.70737399993,555292.7237489999,428846.9194878,482082.23681499995
Qtr 1,January,2024,Discount.0002,Performance.0003,Profit.0001,Sales.0004,Quantity.0000,528566.558651,546584.0149411,664534.421858,430780.831383,677711.54969
Qtr 1,January,2025,Discount.0002,Performance.0003,Profit.0001,Sales.0004,Quantity.0000,607070.4288550001,681805.7673790001,537483.6945181,578331.922975,592500.77713
Qtr 1,January,2021,Discount.0002,Performance.0003,Profit.0001,Sales.0004,Quantity.0001,742433.9884940002,575927.8012264001,488251.693162,583044.866658,585666.70721
Qtr 1,January,2022,Discount.0002,Performance.0003,Profit.0001,Sales.0004,Quantity.0001,628196.3242329999,552286.6909538,689446.1053650001,824403.67253,604677.9453850001
Qtr 1,January,2023,Discount.0002,Performance.0003,Profit.0001,Sales.0004,Quantity.0001,705925.3906200001,806140.6786500001,647748.611137,543402.564433,631929.740962
Qtr 1,January,2024,Discount.0002,Performance.0003,Profit.0001,Sales.0004,Quantity.0001,628024.5754089999,550551.918909,619390.0405990002,777161.8246749999,508005.640346
Qtr 1,January,2025,Discount.0002,Performance.0003,Profit.0001,Sales.0004,Quantity.0001,665917.0330959999,635682.93484,444647.92690880003,487132.313418,723332.501875
Qtr 1,January,2021,Discount.0002,Performance.0003,Profit.0002,Sales.0000,Quantity.0000,504849.88716370007,526189.143377,617830.88937,831953.66976,670841.45588
Qtr 1,January,2022,Discount.0002,Performance.0003,Profit.0002,Sales.0000,Quantity.0000,618101.481624,264706.380036,527323.519394,534922.5568981,552395.109732
Qtr 1,January,2023,Discount.0002,Performance.0003,Profit.0002,Sales.0000,Quantity.0000,580980.720262,729410.3627099999,641753.0859100001,468552.685547,557743.554067
Qtr 1,January,2024,Discount.0002,Performance.0003,Profit.0002,Sales.0000,Quantity.0000,433832.76252190006,507805.7708668,714080.0380800001,704463.1953899999,636439.7229413
Qtr 1,January,2025,Discount.0002,Performance.0003,Profit.0002,Sales.0000,Quantity.0000,671467.4391999999,629767.3687300001,729912.18197,591426.0889099999,780019.82708
Qtr 1,January,2021,Discount.0002,Performance.0003,Profit.0002,Sales.0000,Quantity.0001,670214.1768060001,518978.446402,503576.3272190001,634941.9452071999,545961.1219050001
Qtr 1,January,2022,Discount.0002,Performance.0003,Profit.0002,Sales.0000,Quantity.0001,504664.38060699997,392681.81138900004,493313.4192739999,611241.8110600001,683094.597545
Qtr 1,January,2023,Discount.0002,Performance.0003,Profit.0002,Sales.0000,Quantity.0001,541710.676096,359457.129027,772553.0252600001,755776.3232100001,600437.55331
Qtr 1,January,2024,Discount.0002,Performance.0003,Profit.0002,Sales.0000,Quantity.0001,768427.642966,692784.2744539999,652845.5064200001,574618.896671,822922.1252499999
Qtr 1,January,2025,Discount.0002,Performance.0003,Profit.0002,Sales.0000,Quantity.0001,525610.692754,559700.6254600001,809437.691104,418615.0622130001,586882.5117819998
Qtr 1,January,2021,Discount.0002,Performance.0003,Profit.0002,Sales.0001,Quantity.0000,622689.9467699999,476482.18668230006,528076.531111,596766.20167,577333.2457705
Qtr 1,January,2022,Discount.0002,Performance.0003,Profit.0002,Sales.0001,Quantity.0000,568515.35085,606477.48066,646971.6180189999,685715.421406,559220.5930570001
Qtr 1,January,2023,Discount.0002,Performance.0003,Profit.0002,Sales.0001,Quantity.0000,526339.719916,405478.29826250003,694427.0647600001,394611.882516,647879.01003
Qtr 1,January,2024,Discount.0002,Performance.0003,Profit.0002,Sales.0001,Quantity.0000,751506.4917149999,557326.665058,642290.0297530001,437785.031665,605106.9301110001
Qtr 1,January,2025,Discount.0002,Performance.0003,Profit.0002,Sales.0001,Quantity.0000,684753.6394800001,741728.2819909999,574766.691253,580012.204392,652731.8844880001
Qtr 1,January,2021,Discount.0002,Performance.0003,Profit.0002,Sales.0001,Quantity.0001,573489.620338,852055.2504499999,512234.494814,584335.1326300001,540695.316645
Qtr 1,January,2022,Discount.0002,Performance.0003,Profit.0002,Sales.0001,Quantity.0001,601846.1104429999,580307.6857980001,639320.84237,443539.878577,840573.63515
Qtr 1,January,2023,Discount.0002,Performance.0003,Profit.0002,Sales.0001,Quantity.0001,442837.431756,698500.3833560002,560694.87905,603767.138087,515717.6792090999
Qtr 1,January,2024,Discount.0002,Performance.0003,Profit.0002,Sales.0001,Quantity.0001,641653.368195,481028.44646400004,691113.879768,635727.789456,524289.309903
Qtr 1,January,2025,Discount.0002,Performance.0003,Profit.0002,Sales.0001,Quantity.0001,642358.4350419999,600391.5454556999,589040.08642,547807.4681500001,700359.9005500001
Qtr 1,January,2021,Discount.0002,Performance.0003,Profit.0002,Sales.0002,Quantity.0000,598586.061935,775992.82797,630697.2110459999,632094.41866,620156.01987
Qtr 1,January,2022,Discount.0002,Performance.0003,Profit.0002,Sales.0002,Quantity.0000,563469.540094,648511.14505,691847.268426,728127.666279,846058.1075169999
Qtr 1,January,2023,Discount.0002,Performance.0003,Profit.0002,Sales.0002,Quantity.0000,373808.54683400004,610001.9147443,585510.2100130001,519640.21388880006,643984.383978
Qtr 1,January,2024,Discount.0002,Performance.0003,Profit.0002,Sales.0002,Quantity.0000,598241.8794039999,665329.04475,670976.8216499999,576130.778718,760616.7766
Qtr 1,January,2025,Discount.0002,Performance.0003,Profit.0002,Sales.0002,Quantity.0000,382898.7774515,497360.6971464,646183.83676,502905.09244,552013.606613
Qtr 1,January,2021,Discount.0002,Performance.0003,Profit.0002,Sales.0002,Quantity.0001,814398.79603,540207.700221,748559.568675,648867.310863,610172.89404
Qtr 1,January,2022,Discount.0002,Performance.0003,Profit.0002,Sales.0002,Quantity.0001,572331.5903108,545766.812336,634218.4688299999,574003.624249,505823.18427110004
Qtr 1,January,2023,Discount.0002,Performance.0003,Profit.0002,Sales.0002,Quantity.0001,658537.0612900001,555779.7423795001,701237.1267354001,548685.868105,700176.416128
Qtr 1,January,2024,Discount.0002,Performance.0003,Profit.0002,Sales.0002,Quantity.0001,784037.1904989999,585668.19603,477500.44785899995,503775.915821,618995.7554099999
Qtr 1,January,2025,Discount.0002,Performance.0003,Profit.0002,Sales.0002,Quantity.0001,740741.76223,743205.1229300001,703801.4802799999,683419.7659270001,693182.84472
Qtr 1,January,2021,Discount.0002,Performance.0003,Profit.0002,Sales.0003,Quantity.0000,582550.9632209999,653087.764904,414733.456894,642137.81124,526726.528362
Qtr 1,January,2022,Discount.0002,Performance.0003,Profit.0002,Sales.0003,Quantity.0000,565433.300839,699275.0283530001,471072.5973965,710153.5340100001,804811.8854660001
Qtr 1,January,2023,Discount.0002,Performance.0003,Profit.0002,Sales.0003,Quantity.0000,779985.2718306999,587327.099736,587118.018228,644886.8615700001,646292.055824
Qtr 1,January,2024,Discount.0002,Performance.0003,Profit.0002,Sales.0003,Quantity.0000,534772.427397,624991.1376080001,751846.3780799999,555461.628912,597397.392794
Qtr 1,January,2025,Discount.0002,Performance.0003,Profit.0002,Sales.0003,Quantity.0000,782403.2594300001,357137.2201830001,596617.483475,614104.3378620001,475092.93570800003
Qtr 1,January,2021,Discount.0002,Performance.0003,Profit.0002,Sales.0003,Quantity.0001,701263.1335479999,648180.4082269999,824539.2988100001,630925.013571,606433.917275
Qtr 1,January,2022,Discount.0002,Performance.0003,Profit.0002,Sales.0003,Quantity.0001,691172.4986060001,638537.71628,415297.277213,804432.06863,592058.9522449999
Qtr 1,January,2023,Discount.0002,Performance.0003,Profit.0002,Sales.0003,Quantity.0001,614954.4415052999,609808.79607,728951.8057799999,698535.595068,625618.41052
Qtr 1,January,2024,Discount.0002,Performance.0003,Profit.0002,Sales.0003,Quantity.0001,594248.71755,873672.79005,679775.404184,599337.920019,644648.02196
Qtr 1,January,2025,Discount.0002,Performance.0003,Profit.0002,Sales.0003,Quantity.0001,598302.3824550001,562475.212359,543636.656232,626523.7745379999,622291.82637
Qtr 1,January,2021,Discount.0002,Performance.0003,Profit.0002,Sales.0004,Quantity.0000,727258.5416519999,654225.85949,489736.01844599994,692186.698886,474720.3730090001
Qtr 1,January,2022,Discount.0002,Performance.0003,Profit.0002,Sales.0004,Quantity.0000,414312.3620369001,738088.8697,625780.987641,581870.5034630001,682143.882358
Qtr 1,January,2023,Discount.0002,Performance.0003,Profit.0002,Sales.0004,Quantity.0000,511016.5095785999,507008.847498,447692.85655400006,499121.77474,571325.101293
Qtr 1,January,2024,Discount.0002,Performance.0003,Profit.0002,Sales.0004,Quantity.0000,635113.5135,611290.1871900001,677815.6283069999,668433.3373599999,581847.7581699999
