Superstore 2023.Region,Superstore 2023.Category,Superstore 2023.Sub-Category,Superstore 2023.Segment,Superstore 2023.State,Superstore 2023.ProfitM,Sum(Superstore 2023.Sales)
Central,Furniture,Chairs,Home Office,Pennsylvania,,
East,Furniture,Chairs,Home Office,Pennsylvania,-231.3364,1272.957
South,Furniture,Chairs,Home Office,Pennsylvania,,
West,Furniture,Chairs,Home Office,Pennsylvania,,
Central,Furniture,Chairs,Home Office,Virginia,,
East,Furniture,Chairs,Home Office,Virginia,,
South,Furniture,Chairs,Home Office,Virginia,284.98,1139.92
West,Furniture,Chairs,Home Office,Virginia,,
Central,Furniture,Chairs,Home Office,Connecticut,,
East,Furniture,Chairs,Home Office,Connecticut,251.202,897.15
South,Furniture,Chairs,Home Office,Connecticut,,
West,Furniture,Chairs,Home Office,Connecticut,,
Central,Furniture,Chairs,Home Office,Georgia,,
East,Furniture,Chairs,Home Office,Georgia,,
South,Furniture,Chairs,Home Office,Georgia,218.6642,845.7
West,Furniture,Chairs,Home Office,Georgia,,
Central,Furniture,Chairs,Home Office,Indiana,240.294,828.6
East,Furniture,Chairs,Home Office,Indiana,,
South,Furniture,Chairs,Home Office,Indiana,,
West,Furniture,Chairs,Home Office,Indiana,,
Central,Furniture,Chairs,Home Office,Massachusetts,,
East,Furniture,Chairs,Home Office,Massachusetts,156.3494,603.68
South,Furniture,Chairs,Home Office,Massachusetts,,
West,Furniture,Chairs,Home Office,Massachusetts,,
Central,Furniture,Chairs,Home Office,Nebraska,112.788,563.94
East,Furniture,Chairs,Home Office,Nebraska,,
South,Furniture,Chairs,Home Office,Nebraska,,
West,Furniture,Chairs,Home Office,Nebraska,,
Central,Furniture,Chairs,Home Office,Michigan,146.388,487.96
East,Furniture,Chairs,Home Office,Michigan,,
South,Furniture,Chairs,Home Office,Michigan,,
West,Furniture,Chairs,Home Office,Michigan,,
Central,Furniture,Chairs,Home Office,Oregon,,
East,Furniture,Chairs,Home Office,Oregon,,
South,Furniture,Chairs,Home Office,Oregon,,
West,Furniture,Chairs,Home Office,Oregon,25.245,403.92
Central,Furniture,Chairs,Home Office,Oklahoma,45.3488,161.96
East,Furniture,Chairs,Home Office,Oklahoma,,
South,Furniture,Chairs,Home Office,Oklahoma,,
West,Furniture,Chairs,Home Office,Oklahoma,,
Central,Furniture,Chairs,Home Office,Maryland,,
East,Furniture,Chairs,Home Office,Maryland,43.7842,150.98
South,Furniture,Chairs,Home Office,Maryland,,
West,Furniture,Chairs,Home Office,Maryland,,
Central,Furniture,Chairs,Home Office,Alabama,,
East,Furniture,Chairs,Home Office,Alabama,,
South,Furniture,Chairs,Home Office,Alabama,35.49,141.96
West,Furniture,Chairs,Home Office,Alabama,,
Central,Furniture,Tables,Consumer,California,,
East,Furniture,Tables,Consumer,California,,
South,Furniture,Tables,Consumer,California,,
West,Furniture,Tables,Consumer,California,-121.0528,24179.816
Central,Furniture,Tables,Consumer,Texas,-1741.5578,11882.535
East,Furniture,Tables,Consumer,Texas,,
South,Furniture,Tables,Consumer,Texas,,
West,Furniture,Tables,Consumer,Texas,,
Central,Furniture,Tables,Consumer,Washington,,
East,Furniture,Tables,Consumer,Washington,,
South,Furniture,Tables,Consumer,Washington,,
West,Furniture,Tables,Consumer,Washington,2028.9159,9747.54
Central,Furniture,Tables,Consumer,North Carolina,,
East,Furniture,Tables,Consumer,North Carolina,,
South,Furniture,Tables,Consumer,North Carolina,-2964.4879,7496.88
West,Furniture,Tables,Consumer,North Carolina,,
Central,Furniture,Tables,Consumer,Virginia,,
East,Furniture,Tables,Consumer,Virginia,,
South,Furniture,Tables,Consumer,Virginia,987.7287,6400.19
West,Furniture,Tables,Consumer,Virginia,,
Central,Furniture,Tables,Consumer,New York,,
East,Furniture,Tables,Consumer,New York,-1916.56,6180.558
South,Furniture,Tables,Consumer,New York,,
West,Furniture,Tables,Consumer,New York,,
Central,Furniture,Tables,Consumer,Illinois,-2969.6063,4445.265
East,Furniture,Tables,Consumer,Illinois,,
South,Furniture,Tables,Consumer,Illinois,,
West,Furniture,Tables,Consumer,Illinois,,
Central,Furniture,Tables,Consumer,Florida,,
East,Furniture,Tables,Consumer,Florida,,
South,Furniture,Tables,Consumer,Florida,-1299.9114,2962.894
West,Furniture,Tables,Consumer,Florida,,
Central,Furniture,Tables,Consumer,Pennsylvania,,
East,Furniture,Tables,Consumer,Pennsylvania,-882.4822,2594.736
South,Furniture,Tables,Consumer,Pennsylvania,,
West,Furniture,Tables,Consumer,Pennsylvania,,
Central,Furniture,Tables,Consumer,Mississippi,,
East,Furniture,Tables,Consumer,Mississippi,,
South,Furniture,Tables,Consumer,Mississippi,411.1676,2516.06
West,Furniture,Tables,Consumer,Mississippi,,
Central,Furniture,Tables,Consumer,Utah,,
East,Furniture,Tables,Consumer,Utah,,
South,Furniture,Tables,Consumer,Utah,,
West,Furniture,Tables,Consumer,Utah,358.9224,1957.38
Central,Furniture,Tables,Consumer,Arizona,,
East,Furniture,Tables,Consumer,Arizona,,
South,Furniture,Tables,Consumer,Arizona,,
West,Furniture,Tables,Consumer,Arizona,-992.8746,1770.48
Central,Furniture,Tables,Consumer,Nevada,,
East,Furniture,Tables,Consumer,Nevada,,
South,Furniture,Tables,Consumer,Nevada,,
West,Furniture,Tables,Consumer,Nevada,116.872,1669.6
Central,Furniture,Tables,Consumer,Louisiana,,
East,Furniture,Tables,Consumer,Louisiana,,
South,Furniture,Tables,Consumer,Louisiana,368.3944,1590.5
West,Furniture,Tables,Consumer,Louisiana,,
Central,Furniture,Tables,Consumer,Massachusetts,,
East,Furniture,Tables,Consumer,Massachusetts,-194.9517,1504.93
South,Furniture,Tables,Consumer,Massachusetts,,
West,Furniture,Tables,Consumer,Massachusetts,,
Central,Furniture,Tables,Consumer,Tennessee,,
East,Furniture,Tables,Consumer,Tennessee,,
South,Furniture,Tables,Consumer,Tennessee,-486.3336,1495.458
West,Furniture,Tables,Consumer,Tennessee,,
Central,Furniture,Tables,Consumer,Iowa,106.6248,1184.72
East,Furniture,Tables,Consumer,Iowa,,
South,Furniture,Tables,Consumer,Iowa,,
West,Furniture,Tables,Consumer,Iowa,,
Central,Furniture,Tables,Consumer,Ohio,,
East,Furniture,Tables,Consumer,Ohio,-390.0234,1042.878
South,Furniture,Tables,Consumer,Ohio,,
West,Furniture,Tables,Consumer,Ohio,,
Central,Furniture,Tables,Consumer,Missouri,215.1198,1024.38
East,Furniture,Tables,Consumer,Missouri,,
South,Furniture,Tables,Consumer,Missouri,,
West,Furniture,Tables,Consumer,Missouri,,
Central,Furniture,Tables,Consumer,Michigan,168.5308,859.64
East,Furniture,Tables,Consumer,Michigan,,
South,Furniture,Tables,Consumer,Michigan,,
West,Furniture,Tables,Consumer,Michigan,,
Central,Furniture,Tables,Consumer,Kentucky,,
East,Furniture,Tables,Consumer,Kentucky,,
South,Furniture,Tables,Consumer,Kentucky,160.1586,842.94
West,Furniture,Tables,Consumer,Kentucky,,
Central,Furniture,Tables,Consumer,Alabama,,
East,Furniture,Tables,Consumer,Alabama,,
South,Furniture,Tables,Consumer,Alabama,200.49,801.96
West,Furniture,Tables,Consumer,Alabama,,
Central,Furniture,Tables,Consumer,Maryland,,
East,Furniture,Tables,Consumer,Maryland,-71.117,789.803
South,Furniture,Tables,Consumer,Maryland,,
West,Furniture,Tables,Consumer,Maryland,,
Central,Furniture,Tables,Consumer,Colorado,,
East,Furniture,Tables,Consumer,Colorado,,
South,Furniture,Tables,Consumer,Colorado,,
West,Furniture,Tables,Consumer,Colorado,-509.3074,729.68
Central,Furniture,Tables,Consumer,West Virginia,,
East,Furniture,Tables,Consumer,West Virginia,-76.9536,673.344
South,Furniture,Tables,Consumer,West Virginia,,
West,Furniture,Tables,Consumer,West Virginia,,
Central,Furniture,Tables,Consumer,Minnesota,97.2032,607.52
East,Furniture,Tables,Consumer,Minnesota,,
South,Furniture,Tables,Consumer,Minnesota,,
West,Furniture,Tables,Consumer,Minnesota,,
Central,Furniture,Tables,Consumer,Indiana,104.7528,581.96
East,Furniture,Tables,Consumer,Indiana,,
South,Furniture,Tables,Consumer,Indiana,,
West,Furniture,Tables,Consumer,Indiana,,
Central,Furniture,Tables,Consumer,Oregon,,
East,Furniture,Tables,Consumer,Oregon,,
South,Furniture,Tables,Consumer,Oregon,,
West,Furniture,Tables,Consumer,Oregon,-359.5038,552.99
Central,Furniture,Tables,Consumer,New Jersey,,
East,Furniture,Tables,Consumer,New Jersey,-51.2906,418.292
South,Furniture,Tables,Consumer,New Jersey,,
West,Furniture,Tables,Consumer,New Jersey,,
Central,Furniture,Tables,Consumer,Rhode Island,,
East,Furniture,Tables,Consumer,Rhode Island,-60.6078,385.686
South,Furniture,Tables,Consumer,Rhode Island,,
West,Furniture,Tables,Consumer,Rhode Island,,
Central,Furniture,Tables,Consumer,Delaware,,
East,Furniture,Tables,Consumer,Delaware,-48.7839,310.443
South,Furniture,Tables,Consumer,Delaware,,
West,Furniture,Tables,Consumer,Delaware,,
Central,Furniture,Tables,Consumer,Arkansas,,
East,Furniture,Tables,Consumer,Arkansas,,
South,Furniture,Tables,Consumer,Arkansas,45.294,301.96
West,Furniture,Tables,Consumer,Arkansas,,
Central,Furniture,Tables,Consumer,Oklahoma,54.7756,248.98
East,Furniture,Tables,Consumer,Oklahoma,,
South,Furniture,Tables,Consumer,Oklahoma,,
West,Furniture,Tables,Consumer,Oklahoma,,
Central,Furniture,Tables,Consumer,Connecticut,,
East,Furniture,Tables,Consumer,Connecticut,-15.5826,181.797
South,Furniture,Tables,Consumer,Connecticut,,
West,Furniture,Tables,Consumer,Connecticut,,
Central,Furniture,Tables,Corporate,California,,
East,Furniture,Tables,Corporate,California,,
South,Furniture,Tables,Corporate,California,,
West,Furniture,Tables,Corporate,California,-68.1273,16088.056
Central,Furniture,Tables,Corporate,New York,,
East,Furniture,Tables,Corporate,New York,-2486.491,7174.266
South,Furniture,Tables,Corporate,New York,,
West,Furniture,Tables,Corporate,New York,,
Central,Furniture,Tables,Corporate,Washington,,
East,Furniture,Tables,Corporate,Washington,,
South,Furniture,Tables,Corporate,Washington,,
West,Furniture,Tables,Corporate,Washington,1277.1807,7069.14
Central,Furniture,Tables,Corporate,Ohio,,
East,Furniture,Tables,Corporate,Ohio,-1724.2209,5293.134
South,Furniture,Tables,Corporate,Ohio,,
West,Furniture,Tables,Corporate,Ohio,,
Central,Furniture,Tables,Corporate,Virginia,,
East,Furniture,Tables,Corporate,Virginia,,
South,Furniture,Tables,Corporate,Virginia,957.05,4942.7
West,Furniture,Tables,Corporate,Virginia,,
Central,Furniture,Tables,Corporate,Michigan,919.3467,4856.94
East,Furniture,Tables,Corporate,Michigan,,
South,Furniture,Tables,Corporate,Michigan,,
West,Furniture,Tables,Corporate,Michigan,,
Central,Furniture,Tables,Corporate,Texas,-330.4279,2714.768
East,Furniture,Tables,Corporate,Texas,,
South,Furniture,Tables,Corporate,Texas,,
West,Furniture,Tables,Corporate,Texas,,
Central,Furniture,Tables,Corporate,Indiana,241.1046,2678.94
East,Furniture,Tables,Corporate,Indiana,,
South,Furniture,Tables,Corporate,Indiana,,
West,Furniture,Tables,Corporate,Indiana,,
Central,Furniture,Tables,Corporate,Tennessee,,
East,Furniture,Tables,Corporate,Tennessee,,
South,Furniture,Tables,Corporate,Tennessee,-1174.2966,2404.782
West,Furniture,Tables,Corporate,Tennessee,,
Central,Furniture,Tables,Corporate,North Carolina,,
East,Furniture,Tables,Corporate,North Carolina,,
South,Furniture,Tables,Corporate,North Carolina,-683.6544,2030.088
West,Furniture,Tables,Corporate,North Carolina,,
Central,Furniture,Tables,Corporate,Pennsylvania,,
East,Furniture,Tables,Corporate,Pennsylvania,-580.5546,1952.778
South,Furniture,Tables,Corporate,Pennsylvania,,
West,Furniture,Tables,Corporate,Pennsylvania,,
Central,Furniture,Tables,Corporate,Idaho,,
East,Furniture,Tables,Corporate,Idaho,,
South,Furniture,Tables,Corporate,Idaho,,
West,Furniture,Tables,Corporate,Idaho,419.7063,1824.81
Central,Furniture,Tables,Corporate,Nevada,,
East,Furniture,Tables,Corporate,Nevada,,
South,Furniture,Tables,Corporate,Nevada,,
West,Furniture,Tables,Corporate,Nevada,320.3172,1685.88
Central,Furniture,Tables,Corporate,Florida,,
East,Furniture,Tables,Corporate,Florida,,
South,Furniture,Tables,Corporate,Florida,-842.9059,1667.6055
West,Furniture,Tables,Corporate,Florida,,
Central,Furniture,Tables,Corporate,Oklahoma,350.427,1592.85
East,Furniture,Tables,Corporate,Oklahoma,,
South,Furniture,Tables,Corporate,Oklahoma,,
West,Furniture,Tables,Corporate,Oklahoma,,
Central,Furniture,Tables,Corporate,Alabama,,
East,Furniture,Tables,Corporate,Alabama,,
South,Furniture,Tables,Corporate,Alabama,355.583,1574.5
West,Furniture,Tables,Corporate,Alabama,,
Central,Furniture,Tables,Corporate,Massachusetts,,
East,Furniture,Tables,Corporate,Massachusetts,-297.6848,1488.424
South,Furniture,Tables,Corporate,Massachusetts,,
West,Furniture,Tables,Corporate,Massachusetts,,
Central,Furniture,Tables,Corporate,Rhode Island,,
East,Furniture,Tables,Corporate,Rhode Island,-169.56,1372.56
South,Furniture,Tables,Corporate,Rhode Island,,
West,Furniture,Tables,Corporate,Rhode Island,,
Central,Furniture,Tables,Corporate,Colorado,,
East,Furniture,Tables,Corporate,Colorado,,
South,Furniture,Tables,Corporate,Colorado,,
West,Furniture,Tables,Corporate,Colorado,-465.568,727.45
Central,Furniture,Tables,Corporate,Illinois,-473.2698,719.095
East,Furniture,Tables,Corporate,Illinois,,
South,Furniture,Tables,Corporate,Illinois,,
West,Furniture,Tables,Corporate,Illinois,,
Central,Furniture,Tables,Corporate,Arizona,,
East,Furniture,Tables,Corporate,Arizona,,
South,Furniture,Tables,Corporate,Arizona,,
West,Furniture,Tables,Corporate,Arizona,-288.7955,565.33
Central,Furniture,Tables,Corporate,Delaware,,
East,Furniture,Tables,Corporate,Delaware,-37.1124,199.836
South,Furniture,Tables,Corporate,Delaware,,
West,Furniture,Tables,Corporate,Delaware,,
Central,Furniture,Tables,Corporate,Oregon,,
East,Furniture,Tables,Corporate,Oregon,,
South,Furniture,Tables,Corporate,Oregon,,
West,Furniture,Tables,Corporate,Oregon,-120.513,177.225
Central,Furniture,Tables,Corporate,Connecticut,,
East,Furniture,Tables,Corporate,Connecticut,-4.032,70.56
South,Furniture,Tables,Corporate,Connecticut,,
West,Furniture,Tables,Corporate,Connecticut,,
Central,Furniture,Tables,Home Office,Washington,,
East,Furniture,Tables,Home Office,Washington,,
South,Furniture,Tables,Home Office,Washington,,
West,Furniture,Tables,Home Office,Washington,1569.8934,8245.64
Central,Furniture,Tables,Home Office,California,,
East,Furniture,Tables,Home Office,California,,
South,Furniture,Tables,Home Office,California,,
West,Furniture,Tables,Home Office,California,-114.3779,5162.36
Central,Furniture,Tables,Home Office,Pennsylvania,,
East,Furniture,Tables,Home Office,Pennsylvania,-1125.717,3504.672
South,Furniture,Tables,Home Office,Pennsylvania,,
West,Furniture,Tables,Home Office,Pennsylvania,,
Central,Furniture,Tables,Home Office,Virginia,,
East,Furniture,Tables,Home Office,Virginia,,
South,Furniture,Tables,Home Office,Virginia,593.9076,2699.58
West,Furniture,Tables,Home Office,Virginia,,
Central,Furniture,Tables,Home Office,Tennessee,,
East,Furniture,Tables,Home Office,Tennessee,,
South,Furniture,Tables,Home Office,Tennessee,-1002.7836,2314.116
West,Furniture,Tables,Home Office,Tennessee,,
Central,Furniture,Tables,Home Office,Arizona,,
East,Furniture,Tables,Home Office,Arizona,,
South,Furniture,Tables,Home Office,Arizona,,
West,Furniture,Tables,Home Office,Arizona,-1000.2,1659.54
Central,Furniture,Tables,Home Office,Ohio,,
East,Furniture,Tables,Home Office,Ohio,-601.0902,1551.102
South,Furniture,Tables,Home Office,Ohio,,
West,Furniture,Tables,Home Office,Ohio,,
Central,Furniture,Tables,Home Office,Illinois,-866.8686,1386.31
East,Furniture,Tables,Home Office,Illinois,,
South,Furniture,Tables,Home Office,Illinois,,
West,Furniture,Tables,Home Office,Illinois,,
Central,Furniture,Tables,Home Office,Texas,-144.6909,1163.358
East,Furniture,Tables,Home Office,Texas,,
South,Furniture,Tables,Home Office,Texas,,
West,Furniture,Tables,Home Office,Texas,,
Central,Furniture,Tables,Home Office,New Hampshire,,
East,Furniture,Tables,Home Office,New Hampshire,-105.3164,1053.164
South,Furniture,Tables,Home Office,New Hampshire,,
West,Furniture,Tables,Home Office,New Hampshire,,
Central,Furniture,Tables,Home Office,Massachusetts,,
East,Furniture,Tables,Home Office,Massachusetts,-52.6582,972.65
South,Furniture,Tables,Home Office,Massachusetts,,
West,Furniture,Tables,Home Office,Massachusetts,,
Central,Furniture,Tables,Home Office,Oregon,,
East,Furniture,Tables,Home Office,Oregon,,
South,Furniture,Tables,Home Office,Oregon,,
West,Furniture,Tables,Home Office,Oregon,-568.8803,941.645
Central,Furniture,Tables,Home Office,Wisconsin,147.5022,867.66
East,Furniture,Tables,Home Office,Wisconsin,,
South,Furniture,Tables,Home Office,Wisconsin,,
West,Furniture,Tables,Home Office,Wisconsin,,
Central,Furniture,Tables,Home Office,Georgia,,
East,Furniture,Tables,Home Office,Georgia,,
South,Furniture,Tables,Home Office,Georgia,137.947,864.74
West,Furniture,Tables,Home Office,Georgia,,
Central,Furniture,Tables,Home Office,Florida,,
East,Furniture,Tables,Home Office,Florida,,
South,Furniture,Tables,Home Office,Florida,-350.2938,854.4745
West,Furniture,Tables,Home Office,Florida,,
Central,Furniture,Tables,Home Office,Missouri,146.4036,697.16
East,Furniture,Tables,Home Office,Missouri,,
South,Furniture,Tables,Home Office,Missouri,,
West,Furniture,Tables,Home Office,Missouri,,
Central,Furniture,Tables,Home Office,Minnesota,173.235,692.94
East,Furniture,Tables,Home Office,Minnesota,,
South,Furniture,Tables,Home Office,Minnesota,,
West,Furniture,Tables,Home Office,Minnesota,,
Central,Furniture,Tables,Home Office,Oklahoma,174.6804,692.01
East,Furniture,Tables,Home Office,Oklahoma,,
South,Furniture,Tables,Home Office,Oklahoma,,
West,Furniture,Tables,Home Office,Oklahoma,,
Central,Furniture,Tables,Home Office,New York,,
East,Furniture,Tables,Home Office,New York,-132.5898,424.194
South,Furniture,Tables,Home Office,New York,,
West,Furniture,Tables,Home Office,New York,,
Central,Furniture,Tables,Home Office,Indiana,67.0644,257.94
East,Furniture,Tables,Home Office,Indiana,,
South,Furniture,Tables,Home Office,Indiana,,
