Orders.Category	Orders.Country	Orders.Order Date.Variation.Date Hierarchy.Year	Orders.Order Date.Variation.Date Hierarchy.Month	Orders.Order Date.Variation.Date Hierarchy.Day	Sum(Orders.Profit)
Office Supplies	United States	2015	November	15	-51.9109
Technology	United States	2015	November	15	
Furniture	United States	2015	November	16	368.2398
Office Supplies	United States	2015	November	16	236.0985
Technology	United States	2015	November	16	279.8463
Furniture	United States	2015	November	17	431.2682
Office Supplies	United States	2015	November	17	134.5065
Technology	United States	2015	November	17	51.996
Furniture	United States	2015	November	19	22.7136
Office Supplies	United States	2015	November	19	10.6356
Technology	United States	2015	November	19	249.9104
Furniture	United States	2015	November	20	-308.4986
Office Supplies	United States	2015	November	20	37.3463
Technology	United States	2015	November	20	46.5519
Furniture	United States	2015	November	21	-521.6124
Office Supplies	United States	2015	November	21	-15.3897
Technology	United States	2015	November	21	327.4343
Furniture	United States	2015	November	22	-32.5226
Office Supplies	United States	2015	November	22	-32.708
Technology	United States	2015	November	22	-3.3375
Furniture	United States	2015	November	23	
Office Supplies	United States	2015	November	23	871.4818
Technology	United States	2015	November	23	89.3142
Furniture	United States	2015	November	24	22.3328
Office Supplies	United States	2015	November	24	360.312
Technology	United States	2015	November	24	6.1512
Furniture	United States	2015	November	25	
Office Supplies	United States	2015	November	25	1.476
Technology	United States	2015	November	25	
Furniture	United States	2015	November	26	190.4298
Office Supplies	United States	2015	November	26	67.7656
Technology	United States	2015	November	26	233.9961
Furniture	United States	2015	November	27	-102.1019
Office Supplies	United States	2015	November	27	186.18
Technology	United States	2015	November	27	-21.3529
Furniture	United States	2015	November	28	-88.6018
Office Supplies	United States	2015	November	28	150.6032
Technology	United States	2015	November	28	56.6916
Furniture	United States	2015	November	29	209.3285
Office Supplies	United States	2015	November	29	369.7702
Technology	United States	2015	November	29	-0.2685
Furniture	United States	2015	November	30	97.9824
Office Supplies	United States	2015	November	30	-61.1088
Technology	United States	2015	November	30	35.7865
Furniture	United States	2015	December	1	790.7134
Office Supplies	United States	2015	December	1	162.3956
Technology	United States	2015	December	1	
Furniture	United States	2015	December	3	-16.1616
Office Supplies	United States	2015	December	3	228.069
Technology	United States	2015	December	3	-317.824
Furniture	United States	2015	December	4	140.5482
Office Supplies	United States	2015	December	4	-881.7996
Technology	United States	2015	December	4	558.591
Furniture	United States	2015	December	5	38.4378
Office Supplies	United States	2015	December	5	160.949
Technology	United States	2015	December	5	18.1498
Furniture	United States	2015	December	6	66.8668
Office Supplies	United States	2015	December	6	336.5214
Technology	United States	2015	December	6	527.7178
Furniture	United States	2015	December	7	99.7512
Office Supplies	United States	2015	December	7	58.265
Technology	United States	2015	December	7	224.4426
Furniture	United States	2015	December	8	
Office Supplies	United States	2015	December	8	140.2985
Technology	United States	2015	December	8	202.476
Furniture	United States	2015	December	9	
Office Supplies	United States	2015	December	9	16.6698
Technology	United States	2015	December	9	
Furniture	United States	2015	December	10	374.2876
Office Supplies	United States	2015	December	10	75.3451
Technology	United States	2015	December	10	312.3101
Furniture	United States	2015	December	11	-365.9028
Office Supplies	United States	2015	December	11	173.4798
Technology	United States	2015	December	11	122.2904
Furniture	United States	2015	December	12	56.5378
Office Supplies	United States	2015	December	12	198.1717
Technology	United States	2015	December	12	135.405
Furniture	United States	2015	December	13	
Office Supplies	United States	2015	December	13	83.8934
Technology	United States	2015	December	13	92.0319
Furniture	United States	2015	December	14	30.2684
Office Supplies	United States	2015	December	14	55.6943
Technology	United States	2015	December	14	46.4964
Furniture	United States	2015	December	15	69.0018
Office Supplies	United States	2015	December	15	56.383
Technology	United States	2015	December	15	-1649.8793
Furniture	United States	2015	December	16	
Office Supplies	United States	2015	December	16	2.3406
Technology	United States	2015	December	16	
Furniture	United States	2015	December	17	218.6845
Office Supplies	United States	2015	December	17	91.8764
Technology	United States	2015	December	17	16.998
Furniture	United States	2015	December	18	3.556
Office Supplies	United States	2015	December	18	-112.799
Technology	United States	2015	December	18	24.936
Furniture	United States	2015	December	19	-105.3164
Office Supplies	United States	2015	December	19	129.2962
Technology	United States	2015	December	19	1177.5852
Furniture	United States	2015	December	20	-67.8604
Office Supplies	United States	2015	December	20	49.7148
Technology	United States	2015	December	20	84.6124
Furniture	United States	2015	December	21	322.4
Office Supplies	United States	2015	December	21	28.3572
Technology	United States	2015	December	21	328.9976
Furniture	United States	2015	December	22	0
Office Supplies	United States	2015	December	22	6.6432
Technology	United States	2015	December	22	
Furniture	United States	2015	December	23	
Office Supplies	United States	2015	December	23	56.3528
Technology	United States	2015	December	23	
Furniture	United States	2015	December	24	-662.7168
Office Supplies	United States	2015	December	24	146.7973
Technology	United States	2015	December	24	1930.1751
Furniture	United States	2015	December	25	55.631
Office Supplies	United States	2015	December	25	234.2458
Technology	United States	2015	December	25	616.2831
Furniture	United States	2015	December	26	-105.8526
Office Supplies	United States	2015	December	26	110.3748
Technology	United States	2015	December	26	
Furniture	United States	2015	December	27	-502.6208
Office Supplies	United States	2015	December	27	404.9572
Technology	United States	2015	December	27	180.3582
Furniture	United States	2015	December	28	
Office Supplies	United States	2015	December	28	1.551
Technology	United States	2015	December	28	1.3596
Furniture	United States	2015	December	29	
Office Supplies	United States	2015	December	29	0.0636
Technology	United States	2015	December	29	
Furniture	United States	2015	December	30	
Office Supplies	United States	2015	December	30	167.9058
Technology	United States	2015	December	30	322.698
Furniture	United States	2015	December	31	-11.439
Office Supplies	United States	2015	December	31	449.9272
Technology	United States	2015	December	31	
Furniture	United States	2016	January	2	38.2668
Office Supplies	United States	2016	January	2	
Technology	United States	2016	January	2	67.2742
Furniture	United States	2016	January	3	350.427
Office Supplies	United States	2016	January	3	33.961
Technology	United States	2016	January	3	2.098
Furniture	United States	2016	January	4	
Office Supplies	United States	2016	January	4	-79.594
Technology	United States	2016	January	4	119.996
Furniture	United States	2016	January	5	
Office Supplies	United States	2016	January	5	0.5904
Technology	United States	2016	January	5	45.8664
Furniture	United States	2016	January	7	-10.9611
Office Supplies	United States	2016	January	7	19.1002
Technology	United States	2016	January	7	
Furniture	United States	2016	January	8	407.1288
Office Supplies	United States	2016	January	8	31.1331
Technology	United States	2016	January	8	10.8784
Furniture	United States	2016	January	9	3.792
Office Supplies	United States	2016	January	9	
Technology	United States	2016	January	9	260.706
Furniture	United States	2016	January	10	42.0691
Office Supplies	United States	2016	January	10	
Technology	United States	2016	January	10	13.2962
Furniture	United States	2016	January	11	8.9362
Office Supplies	United States	2016	January	11	26.0196
Technology	United States	2016	January	11	-9.8724
Furniture	United States	2016	January	14	31.5776
Office Supplies	United States	2016	January	14	32.4684
Technology	United States	2016	January	14	
Furniture	United States	2016	January	15	-15.5826
Office Supplies	United States	2016	January	15	119.9158
Technology	United States	2016	January	15	91.7892
Furniture	United States	2016	January	16	
Office Supplies	United States	2016	January	16	4.2224
Technology	United States	2016	January	16	11.7741
Furniture	United States	2016	January	17	64.518
Office Supplies	United States	2016	January	17	
Technology	United States	2016	January	17	111.7502
Furniture	United States	2016	January	21	70.2528
Office Supplies	United States	2016	January	21	
Technology	United States	2016	January	21	
Furniture	United States	2016	January	22	-26.0228
Office Supplies	United States	2016	January	22	53.9262
Technology	United States	2016	January	22	-4.3725
Furniture	United States	2016	January	23	21.5964
Office Supplies	United States	2016	January	23	409.449
Technology	United States	2016	January	23	42.9914
Furniture	United States	2016	January	24	
Office Supplies	United States	2016	January	24	15.68
Technology	United States	2016	January	24	
Furniture	United States	2016	January	25	-91.5287
Office Supplies	United States	2016	January	25	25.6745
Technology	United States	2016	January	25	
Furniture	United States	2016	January	28	
Office Supplies	United States	2016	January	28	10.3168
Technology	United States	2016	January	28	
Furniture	United States	2016	January	30	-590.5088
Office Supplies	United States	2016	January	30	162.2874
Technology	United States	2016	January	30	143.9968
Furniture	United States	2016	January	31	
Office Supplies	United States	2016	January	31	739.3204
Technology	United States	2016	January	31	8.2194
Furniture	United States	2016	February	1	
Office Supplies	United States	2016	February	1	63.2162
Technology	United States	2016	February	1	
Furniture	United States	2016	February	2	-70.371
Office Supplies	United States	2016	February	2	24.098
Technology	United States	2016	February	2	2799.984
Furniture	United States	2016	February	3	225.264
Office Supplies	United States	2016	February	3	
