Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Segment,Orders.State,Orders.Country,Orders.City,Sum(Orders.Quantity),Sum(Orders.Sales)
2017,Consumer,Virginia,United States,Waynesboro,,
2014,Consumer,Washington,United States,Bellevue,2,12.96
2015,Consumer,Washington,United States,Bellevue,1,20.24
2016,Consumer,Washington,United States,Bellevue,,
2017,Consumer,Washington,United States,Bellevue,9,39.792
2014,Consumer,Washington,United States,Bellingham,,
2015,Consumer,Washington,United States,Bellingham,,
2016,Consumer,Washington,United States,Bellingham,,
2017,Consumer,Washington,United States,Bellingham,14,2690.74
2014,Consumer,Washington,United States,Edmonds,15,1549.77
2015,Consumer,Washington,United States,Edmonds,,
2016,Consumer,Washington,United States,Edmonds,10,143.24
2017,Consumer,Washington,United States,Edmonds,14,650.712
2014,Consumer,Washington,United States,Kent,8,201.73
2015,Consumer,Washington,United States,Kent,,
2016,Consumer,Washington,United States,Kent,,
2017,Consumer,Washington,United States,Kent,20,1149.5240000000001
2014,Consumer,Washington,United States,Longview,,
2015,Consumer,Washington,United States,Longview,,
2016,Consumer,Washington,United States,Longview,5,24.849999999999998
2017,Consumer,Washington,United States,Longview,5,94.36000000000001
2014,Consumer,Washington,United States,Marysville,,
2015,Consumer,Washington,United States,Marysville,,
2016,Consumer,Washington,United States,Marysville,15,102.18
2017,Consumer,Washington,United States,Marysville,,
2014,Consumer,Washington,United States,Olympia,7,649.5999999999999
2015,Consumer,Washington,United States,Olympia,4,201.568
2016,Consumer,Washington,United States,Olympia,,
2017,Consumer,Washington,United States,Olympia,4,169.28
2014,Consumer,Washington,United States,Pasco,21,1771.52
2015,Consumer,Washington,United States,Pasco,,
2016,Consumer,Washington,United States,Pasco,,
2017,Consumer,Washington,United States,Pasco,6,429.592
2014,Consumer,Washington,United States,Redmond,,
2015,Consumer,Washington,United States,Redmond,,
2016,Consumer,Washington,United States,Redmond,,
2017,Consumer,Washington,United States,Redmond,6,42.91
2014,Consumer,Washington,United States,Renton,,
2015,Consumer,Washington,United States,Renton,,
2016,Consumer,Washington,United States,Renton,,
2017,Consumer,Washington,United States,Renton,14,1242.6319999999998
2014,Consumer,Washington,United States,Seattle,130,10927.516000000001
2015,Consumer,Washington,United States,Seattle,145,8941.624000000002
2016,Consumer,Washington,United States,Seattle,229,11274.072000000004
2017,Consumer,Washington,United States,Seattle,278,27873.09799999999
2014,Consumer,Washington,United States,Spokane,,
2015,Consumer,Washington,United States,Spokane,14,263.78
2016,Consumer,Washington,United States,Spokane,,
2017,Consumer,Washington,United States,Spokane,1,70.98
2014,Consumer,West Virginia,United States,Wheeling,,
2015,Consumer,West Virginia,United States,Wheeling,,
2016,Consumer,West Virginia,United States,Wheeling,,
2017,Consumer,West Virginia,United States,Wheeling,3,673.3439999999999
2014,Consumer,Wisconsin,United States,Appleton,,
2015,Consumer,Wisconsin,United States,Appleton,,
2016,Consumer,Wisconsin,United States,Appleton,5,1649.75
2017,Consumer,Wisconsin,United States,Appleton,,
2014,Consumer,Wisconsin,United States,Eau Claire,,
2015,Consumer,Wisconsin,United States,Eau Claire,6,435.53999999999996
2016,Consumer,Wisconsin,United States,Eau Claire,10,1085.87
2017,Consumer,Wisconsin,United States,Eau Claire,,
2014,Consumer,Wisconsin,United States,Green Bay,6,468.90000000000003
2015,Consumer,Wisconsin,United States,Green Bay,,
2016,Consumer,Wisconsin,United States,Green Bay,,
2017,Consumer,Wisconsin,United States,Green Bay,,
2014,Consumer,Wisconsin,United States,Kenosha,,
2015,Consumer,Wisconsin,United States,Kenosha,22,2531.8799999999997
2016,Consumer,Wisconsin,United States,Kenosha,,
2017,Consumer,Wisconsin,United States,Kenosha,,
2014,Consumer,Wisconsin,United States,La Crosse,,
2015,Consumer,Wisconsin,United States,La Crosse,,
2016,Consumer,Wisconsin,United States,La Crosse,3,56.82000000000001
2017,Consumer,Wisconsin,United States,La Crosse,,
2014,Consumer,Wisconsin,United States,Madison,18,3520.36
2015,Consumer,Wisconsin,United States,Madison,,
2016,Consumer,Wisconsin,United States,Madison,3,10.07
2017,Consumer,Wisconsin,United States,Madison,16,1816.36
2014,Consumer,Wisconsin,United States,Waukesha,,
2015,Consumer,Wisconsin,United States,Waukesha,,
2016,Consumer,Wisconsin,United States,Waukesha,5,54.5
2017,Consumer,Wisconsin,United States,Waukesha,,
2014,Consumer,Wisconsin,United States,Wausau,14,317.47999999999996
2015,Consumer,Wisconsin,United States,Wausau,,
2016,Consumer,Wisconsin,United States,Wausau,,
2017,Consumer,Wisconsin,United States,Wausau,,
2014,Corporate,Alabama,United States,Hoover,,
2015,Corporate,Alabama,United States,Hoover,,
2016,Corporate,Alabama,United States,Hoover,,
2017,Corporate,Alabama,United States,Hoover,15,525.85
2014,Corporate,Alabama,United States,Huntsville,,
2015,Corporate,Alabama,United States,Huntsville,4,19.56
2016,Corporate,Alabama,United States,Huntsville,11,1517.01
2017,Corporate,Alabama,United States,Huntsville,4,26.16
2014,Corporate,Alabama,United States,Mobile,,
2015,Corporate,Alabama,United States,Mobile,,
2016,Corporate,Alabama,United States,Mobile,23,3236.41
2017,Corporate,Alabama,United States,Mobile,,
2014,Corporate,Alabama,United States,Montgomery,14,2216.7999999999997
2015,Corporate,Alabama,United States,Montgomery,19,478.4
2016,Corporate,Alabama,United States,Montgomery,,
2017,Corporate,Alabama,United States,Montgomery,2,10.16
2014,Corporate,Arkansas,United States,Fayetteville,5,16.23
2015,Corporate,Arkansas,United States,Fayetteville,,
2016,Corporate,Arkansas,United States,Fayetteville,,
2017,Corporate,Arkansas,United States,Fayetteville,9,204.55
2014,Corporate,Arkansas,United States,Little Rock,20,484.78999999999996
2015,Corporate,Arkansas,United States,Little Rock,,
2016,Corporate,Arkansas,United States,Little Rock,,
2017,Corporate,Arkansas,United States,Little Rock,16,1152.8700000000001
2014,Corporate,Arkansas,United States,Texarkana,6,605.34
2015,Corporate,Arkansas,United States,Texarkana,,
2016,Corporate,Arkansas,United States,Texarkana,,
2017,Corporate,Arkansas,United States,Texarkana,,
2014,Corporate,California,United States,Anaheim,,
2015,Corporate,California,United States,Anaheim,23,1336.352
2016,Corporate,California,United States,Anaheim,7,1293.4879999999998
2017,Corporate,California,United States,Anaheim,15,1892.2
2014,Corporate,California,United States,Antioch,,
2015,Corporate,California,United States,Antioch,,
2016,Corporate,California,United States,Antioch,3,19.44
2017,Corporate,California,United States,Antioch,,
2014,Corporate,California,United States,Apple Valley,,
2015,Corporate,California,United States,Apple Valley,,
2016,Corporate,California,United States,Apple Valley,,
2017,Corporate,California,United States,Apple Valley,17,1295.0249999999999
2014,Corporate,California,United States,Brentwood,13,371.52
2015,Corporate,California,United States,Brentwood,,
2016,Corporate,California,United States,Brentwood,,
2017,Corporate,California,United States,Brentwood,31,3408.412
2014,Corporate,California,United States,Camarillo,,
2015,Corporate,California,United States,Camarillo,13,1452.7875000000001
2016,Corporate,California,United States,Camarillo,,
2017,Corporate,California,United States,Camarillo,,
2014,Corporate,California,United States,Chico,,
2015,Corporate,California,United States,Chico,,
2016,Corporate,California,United States,Chico,,
2017,Corporate,California,United States,Chico,22,753.1120000000001
2014,Corporate,California,United States,Concord,,
2015,Corporate,California,United States,Concord,,
2016,Corporate,California,United States,Concord,,
2017,Corporate,California,United States,Concord,11,1629.7120000000002
2014,Corporate,California,United States,El Cajon,,
2015,Corporate,California,United States,El Cajon,,
2016,Corporate,California,United States,El Cajon,4,387.136
2017,Corporate,California,United States,El Cajon,,
2014,Corporate,California,United States,Escondido,2,17.248
2015,Corporate,California,United States,Escondido,,
2016,Corporate,California,United States,Escondido,,
2017,Corporate,California,United States,Escondido,,
2014,Corporate,California,United States,Fairfield,,
2015,Corporate,California,United States,Fairfield,,
2016,Corporate,California,United States,Fairfield,,
2017,Corporate,California,United States,Fairfield,30,1470.584
2014,Corporate,California,United States,Hesperia,,
2015,Corporate,California,United States,Hesperia,,
2016,Corporate,California,United States,Hesperia,12,776.4675
2017,Corporate,California,United States,Hesperia,6,436.70400000000006
2014,Corporate,California,United States,Huntington Beach,5,19.16
2015,Corporate,California,United States,Huntington Beach,,
2016,Corporate,California,United States,Huntington Beach,,
2017,Corporate,California,United States,Huntington Beach,5,2399.96
2014,Corporate,California,United States,Inglewood,,
2015,Corporate,California,United States,Inglewood,,
2016,Corporate,California,United States,Inglewood,,
2017,Corporate,California,United States,Inglewood,29,2986.5920000000006
2014,Corporate,California,United States,La Quinta,,
2015,Corporate,California,United States,La Quinta,4,46.32
2016,Corporate,California,United States,La Quinta,,
2017,Corporate,California,United States,La Quinta,,
2014,Corporate,California,United States,Laguna Niguel,,
2015,Corporate,California,United States,Laguna Niguel,,
2016,Corporate,California,United States,Laguna Niguel,,
2017,Corporate,California,United States,Laguna Niguel,11,74.04
2014,Corporate,California,United States,Lodi,2,39.68
2015,Corporate,California,United States,Lodi,,
2016,Corporate,California,United States,Lodi,,
2017,Corporate,California,United States,Lodi,,
2014,Corporate,California,United States,Long Beach,3,10.1
2015,Corporate,California,United States,Long Beach,,
2016,Corporate,California,United States,Long Beach,,
2017,Corporate,California,United States,Long Beach,6,340.70400000000006
2014,Corporate,California,United States,Los Angeles,210,9780.984499999997
2015,Corporate,California,United States,Los Angeles,141,6266.322000000001
2016,Corporate,California,United States,Los Angeles,276,17594.858
2017,Corporate,California,United States,Los Angeles,226,13144.073999999997
2014,Corporate,California,United States,Modesto,,
2015,Corporate,California,United States,Modesto,,
2016,Corporate,California,United States,Modesto,,
2017,Corporate,California,United States,Modesto,1,52.792
2014,Corporate,California,United States,Montebello,,
2015,Corporate,California,United States,Montebello,,
2016,Corporate,California,United States,Montebello,2,27.88
2017,Corporate,California,United States,Montebello,,
2014,Corporate,California,United States,Moreno Valley,,
2015,Corporate,California,United States,Moreno Valley,8,182.72
2016,Corporate,California,United States,Moreno Valley,,
2017,Corporate,California,United States,Moreno Valley,,
2014,Corporate,California,United States,Oakland,,
2015,Corporate,California,United States,Oakland,,
2016,Corporate,California,United States,Oakland,4,75.126
2017,Corporate,California,United States,Oakland,25,2390.776
2014,Corporate,California,United States,Oceanside,,
2015,Corporate,California,United States,Oceanside,,
2016,Corporate,California,United States,Oceanside,,
2017,Corporate,California,United States,Oceanside,11,222.03199999999998
2014,Corporate,California,United States,Oxnard,,
2015,Corporate,California,United States,Oxnard,14,131.48000000000002
2016,Corporate,California,United States,Oxnard,,
2017,Corporate,California,United States,Oxnard,,
2014,Corporate,California,United States,Pasadena,,
2015,Corporate,California,United States,Pasadena,,
2016,Corporate,California,United States,Pasadena,8,198.84
2017,Corporate,California,United States,Pasadena,3,171.288
2014,Corporate,California,United States,Pomona,,
2015,Corporate,California,United States,Pomona,,
2016,Corporate,California,United States,Pomona,,
2017,Corporate,California,United States,Pomona,17,421.42
2014,Corporate,California,United States,Rancho Cucamonga,,
2015,Corporate,California,United States,Rancho Cucamonga,2,5.76
2016,Corporate,California,United States,Rancho Cucamonga,,
2017,Corporate,California,United States,Rancho Cucamonga,,
2014,Corporate,California,United States,Redlands,,
2015,Corporate,California,United States,Redlands,7,14.280000000000001
2016,Corporate,California,United States,Redlands,,
2017,Corporate,California,United States,Redlands,,
2014,Corporate,California,United States,Redondo Beach,28,1840.0430000000001
2015,Corporate,California,United States,Redondo Beach,,
2016,Corporate,California,United States,Redondo Beach,,
2017,Corporate,California,United States,Redondo Beach,,
2014,Corporate,California,United States,Redwood City,,
2015,Corporate,California,United States,Redwood City,,
2016,Corporate,California,United States,Redwood City,6,41.904
2017,Corporate,California,United States,Redwood City,,
2014,Corporate,California,United States,Riverside,11,602.43
2015,Corporate,California,United States,Riverside,8,160.4
2016,Corporate,California,United States,Riverside,4,1085.688
2017,Corporate,California,United States,Riverside,,
2014,Corporate,California,United States,Roseville,,
2015,Corporate,California,United States,Roseville,,
2016,Corporate,California,United States,Roseville,6,423.05
2017,Corporate,California,United States,Roseville,,
2014,Corporate,California,United States,Sacramento,5,1403.9200000000003
2015,Corporate,California,United States,Sacramento,2,12.832
2016,Corporate,California,United States,Sacramento,8,335.12
2017,Corporate,California,United States,Sacramento,13,5325.884
2014,Corporate,California,United States,Salinas,,
2015,Corporate,California,United States,Salinas,26,481.69800000000004
2016,Corporate,California,United States,Salinas,8,44.040000000000006
2017,Corporate,California,United States,Salinas,2,54.89600000000001
2014,Corporate,California,United States,San Diego,24,1491.343
2015,Corporate,California,United States,San Diego,47,2697.7799999999997
2016,Corporate,California,United States,San Diego,51,4375.722000000001
2017,Corporate,California,United States,San Diego,41,1886.2259999999999
2014,Corporate,California,United States,San Francisco,151,6829.850000000001
2015,Corporate,California,United States,San Francisco,100,6923.317000000001
2016,Corporate,California,United States,San Francisco,148,15820.890000000003
2017,Corporate,California,United States,San Francisco,190,15029.783
2014,Corporate,California,United States,San Jose,,
2015,Corporate,California,United States,San Jose,17,244.77999999999997
2016,Corporate,California,United States,San Jose,17,494.254
2017,Corporate,California,United States,San Jose,8,412.99600000000004
2014,Corporate,California,United States,Santa Ana,,
2015,Corporate,California,United States,Santa Ana,,
2016,Corporate,California,United States,Santa Ana,,
2017,Corporate,California,United States,Santa Ana,9,163.392
2014,Corporate,California,United States,Santa Barbara,,
2015,Corporate,California,United States,Santa Barbara,8,402.14599999999996
2016,Corporate,California,United States,Santa Barbara,,
2017,Corporate,California,United States,Santa Barbara,,
2014,Corporate,California,United States,Santa Clara,11,131.84000000000003
2015,Corporate,California,United States,Santa Clara,,
2016,Corporate,California,United States,Santa Clara,,
2017,Corporate,California,United States,Santa Clara,2,10.56
2014,Corporate,California,United States,Stockton,,
2015,Corporate,California,United States,Stockton,,
2016,Corporate,California,United States,Stockton,8,273.92
2017,Corporate,California,United States,Stockton,,
2014,Corporate,California,United States,Sunnyvale,,
2015,Corporate,California,United States,Sunnyvale,,
2016,Corporate,California,United States,Sunnyvale,,
2017,Corporate,California,United States,Sunnyvale,23,636.21
