Fifty Thousand Report.Column.Variation.Date Hierarchy.Month,Fifty Thousand Report.Column.Variation.Date Hierarchy.Quarter,Fifty Thousand Report.Column.Variation.Date Hierarchy.Year,Fifty Thousand Report.Appliances,Fifty Thousand Report.Office Suppliers,Fifty Thousand Report.Performance,Fifty Thousand Report.Sales,Sum(Fifty Thousand Report.Series 2),Sum(Fifty Thousand Report.Series 3),Sum(Fifty Thousand Report.Series 4),Sum(Fifty Thousand Report.Series 5),Sum(Fifty Thousand Report.Series 1)
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0003,Sales.0005,490464.56855,543678.272795,607633.2923329999,595708.3485892,738502.155289
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0003,Sales.0005,499978.4531498,505082.182149,541000.523383,505386.83505999995,595858.522915
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0003,Sales.0005,743151.998932,596607.4851800001,750843.6188200001,553861.615828,540564.5687760001
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0003,Sales.0006,464794.3015400001,534964.9128685,448961.51870399993,538613.15358,431916.4249998
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0003,Sales.0006,698205.46415,802506.7316969999,784873.9132999999,648367.7457799999,550154.596901
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0003,Sales.0006,493286.95612000005,425164.161362,673662.0572980001,450093.84663700004,674905.2566900001
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0003,Sales.0007,558790.15759,452830.740897,613740.598718,608555.8772800001,555088.1289000001
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0003,Sales.0007,721581.88982,575119.7621350001,666544.95375,516497.59970300004,510407.20041099994
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0003,Sales.0007,616625.5205219999,647608.7245400001,658032.9016000001,668699.20682,387709.30635480006
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0004,Sales.0000,799935.690941,667653.974796,764643.8158500001,553464.092595,585525.389667
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0004,Sales.0000,553764.103239,745941.10781,695453.1644830002,540482.6032959999,552475.2182819999
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0004,Sales.0000,539862.698966,494518.365386,612435.877384,449672.07952400006,745054.4380399999
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0004,Sales.0001,517863.94084899995,488788.82150400005,395783.91209799994,478309.3202547,587280.1387693
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0004,Sales.0001,502689.13907999994,693972.694271,551745.9804586,563399.467755,836937.59837
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0004,Sales.0001,295193.013966,653007.7823952001,600941.937826,580938.3726129999,632142.3383110999
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0004,Sales.0002,686203.866317,801148.77455,541535.3341320001,478846.564282,485083.0526693
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0004,Sales.0002,689631.0524899999,531295.204426,488131.04714400007,329104.6821900001,602240.76163
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0004,Sales.0002,577519.851162,722524.2874600001,670726.47321,657885.6063100001,543575.434221
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0004,Sales.0003,785280.285191,773671.4089300002,725857.527825,722756.3697852999,636752.313189
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0004,Sales.0003,605658.2546389999,519541.53867000004,594277.56253,489443.990149,563483.5842745001
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0004,Sales.0003,698087.4533299999,786183.0137845001,607639.48918,504442.401189,721276.84302
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0004,Sales.0004,410488.3403723,536057.225664,842363.30085,471277.192316,447806.69875900005
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0004,Sales.0004,488178.36038900004,654242.613001,584597.885186,680571.39662,423961.665727
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0004,Sales.0004,641681.7006959999,617820.6330479998,581586.9301591,747474.7111500001,664146.219916
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0004,Sales.0005,602841.8202602,572606.0554100999,661084.94608,759575.9435800001,607112.203936
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0004,Sales.0005,659540.5948250999,678562.5738499999,638283.9591760001,702664.50385,533903.681943
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0004,Sales.0005,520008.698194,647763.59522,755076.069961,619325.0104210001,689183.22125
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0004,Sales.0006,724354.88168,476368.073114,680034.8137,787990.5099599999,699689.643533
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0004,Sales.0006,505312.19930999994,616084.9264023,656215.84926,494906.819971,791687.310887
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0004,Sales.0006,569246.48696,854864.06534,597134.827741,476107.905665,723422.46915
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0004,Sales.0007,373097.017568,581386.0878,516793.01105,506636.82281099993,757679.8305200001
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0004,Sales.0007,564610.998034,522369.55069630005,570903.970749,596600.671955,588823.816509
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0004,Sales.0007,532117.096202,755981.4573431,639067.9391140001,585586.0234424999,522753.858627
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0003,Performance.0000,Sales.0000,559998.830602,637457.3845289999,689803.7116399999,511075.479141,526224.8616721
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0003,Performance.0000,Sales.0000,729699.6984700001,577372.208711,713242.6186099999,578055.671599,569004.272408
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0003,Performance.0000,Sales.0000,719952.44835,538517.083313,525640.5645839999,464279.618716,591770.8431920001
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0003,Performance.0000,Sales.0001,629840.865975,692548.4243660001,375714.23862599995,537102.855279,634508.1179739999
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0003,Performance.0000,Sales.0001,538625.24888,510447.7406074,587878.3527170001,823864.1311519999,667835.63952
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0003,Performance.0000,Sales.0001,735912.24131,470732.005298,402813.281706,559312.437297,670138.5544
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0003,Performance.0000,Sales.0002,642492.8677299999,680092.0329290001,542286.010774,680336.3956129999,698378.531235
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0003,Performance.0000,Sales.0002,768856.5300500001,653307.734721,745446.76026,674492.1748299998,394717.82588500006
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0003,Performance.0000,Sales.0002,748089.5928389999,674681.924484,682257.459194,560591.42768,595794.9792220001
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0003,Performance.0000,Sales.0003,440797.791163,739085.7984800001,609969.61845,569207.8519669999,537612.64966
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0003,Performance.0000,Sales.0003,594882.508588,696907.93104,790329.5471,635451.93793,612967.3679940001
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0003,Performance.0000,Sales.0003,613487.397109,575768.80027,541301.3219760001,573816.2242710002,430543.658193
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0003,Performance.0000,Sales.0004,384716.751012,723852.9946540002,693439.3644699999,701772.8344310002,525056.7463888
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0003,Performance.0000,Sales.0004,498495.29775300005,553703.1919799999,658749.748284,468232.19050599996,787469.1701699999
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0003,Performance.0000,Sales.0004,464340.87242,637304.069998,541202.0813610001,630057.978269,437731.09662200004
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0003,Performance.0000,Sales.0005,666171.030777,579212.392687,571009.430069,665238.28859,563478.526103
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0003,Performance.0000,Sales.0005,604526.584081,494640.451624,571427.16219,642483.8426200001,706790.6869
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0003,Performance.0000,Sales.0005,553535.985101,552482.3698538,646724.933644,698260.92965,487956.55062
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0003,Performance.0000,Sales.0006,564293.397248,576815.483059,743714.49601,660858.3566200001,751177.10297
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0003,Performance.0000,Sales.0006,690800.3791300001,648845.6377837999,770129.8902600001,560516.477036,602813.87404
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0003,Performance.0000,Sales.0006,468210.59204500006,719756.932531,552580.749117,644474.452284,461101.25547299994
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0003,Performance.0000,Sales.0007,646222.2166400001,598428.742667,564887.88155,566870.9152929999,446228.75131099997
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0003,Performance.0000,Sales.0007,732394.0403200001,804698.5624899999,628840.5275499,644339.507605,713466.0848699999
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0003,Performance.0000,Sales.0007,751157.66397,678362.217832,720239.31683,501908.354167,730251.68498
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0003,Performance.0001,Sales.0000,655509.9692739999,669260.2644,592218.2019000001,708341.315117,736191.2375680002
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0003,Performance.0001,Sales.0000,537536.042536,563855.072692,620800.65024,541889.699549,640200.3483070001
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0003,Performance.0001,Sales.0000,582438.453224,579547.9025000001,694120.952011,457747.26785299997,730847.4104119999
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0003,Performance.0001,Sales.0001,562491.4860622,588372.5126403001,435878.94655999995,613845.7456499999,440327.0831679999
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0003,Performance.0001,Sales.0001,606929.642958,548700.35773,714568.6260799998,581112.4455190001,685785.6229739999
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0003,Performance.0001,Sales.0001,608829.6990949999,505140.85723300005,741832.60408,645085.768136,719728.4183500002
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0003,Performance.0001,Sales.0002,412006.17225099995,561123.374402,521973.76898000005,692931.85403,605395.7265959999
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0003,Performance.0001,Sales.0002,595389.90487,536404.2638069999,640712.607664,661738.52737,567380.4289759999
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0003,Performance.0001,Sales.0002,458537.74173799995,532304.0007838999,663676.3496,506846.01135000004,565173.8277340999
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0003,Performance.0001,Sales.0003,650213.1483499999,776792.522048,601259.3493799999,617798.3687499999,724415.5261300001
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0003,Performance.0001,Sales.0003,551749.320853,647798.1384099999,583321.2194915,635848.2857700001,587628.2021349999
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0003,Performance.0001,Sales.0003,710642.2962069999,689422.9959460001,599627.209284,530360.5088455001,540258.8861126
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0003,Performance.0001,Sales.0004,399551.1787230001,560408.9750848002,708198.5516659999,649804.90417,767149.4266199998
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0003,Performance.0001,Sales.0004,547505.915692,430258.890426,596807.8942859999,445229.4860089999,636288.840815
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0003,Performance.0001,Sales.0004,500365.297397,518377.11797500006,820882.693641,649332.8476,741289.993597
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0003,Performance.0001,Sales.0005,725754.3821700001,645318.084463,391863.68168100005,726101.5882339999,551270.723647
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0003,Performance.0001,Sales.0005,562177.0041189999,676941.3470719998,644437.4279700001,614199.6993300001,377180.36923149996
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0003,Performance.0001,Sales.0005,515716.711903,417022.41743999993,505997.80528000003,667560.034662,489041.6226809999
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0003,Performance.0001,Sales.0006,552502.8641359999,676796.0532759998,640264.0152,659736.3861800001,646528.7048599999
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0003,Performance.0001,Sales.0006,482945.52653100004,685854.767822,549153.977605,582025.2517019998,570741.752829
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0003,Performance.0001,Sales.0006,722331.1068288,588266.037358,659602.10412,570302.0603299999,490536.204027
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0003,Performance.0001,Sales.0007,666160.08368,275936.78428699996,747930.82722,788739.09418,575473.367987
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0003,Performance.0001,Sales.0007,652112.144651,562785.2914710001,741516.516912,501742.25743,651792.0249690001
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0003,Performance.0001,Sales.0007,581540.4300700001,722265.2213999999,687417.52686,321032.05521059997,584283.13535
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0003,Performance.0002,Sales.0000,498839.101641,644091.7807774999,576745.5722399999,511984.41442299995,494134.78257780004
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0003,Performance.0002,Sales.0000,694631.0302860001,702025.0342939999,629562.44242,601953.102851,460486.603225
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0003,Performance.0002,Sales.0000,633860.7129560001,591976.16125,621186.066393,599459.713453,589854.006001
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0003,Performance.0002,Sales.0001,374285.4396008,596907.629618,342192.9106548,633036.88738,480533.144709
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0003,Performance.0002,Sales.0001,461478.605214,655145.7159000001,707738.2506732999,603192.4077161002,394439.4297374
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0003,Performance.0002,Sales.0001,645630.988961,677245.0110564999,607339.646737,646524.3689199999,747915.8779399999
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0003,Performance.0002,Sales.0002,756817.0308,716170.8775200001,750601.22661,592702.709531,823555.732294
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0003,Performance.0002,Sales.0002,642756.695505,542430.44271,677898.8828,615732.8197999999,523179.81169299997
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0003,Performance.0002,Sales.0002,649931.5157699999,686995.216434,623146.815043,679576.7704370001,540369.8383800001
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0003,Performance.0002,Sales.0003,601763.1683410001,769123.311783,584273.8108740001,597954.050757,792591.7591799999
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0003,Performance.0002,Sales.0003,473555.65782400005,725833.2446999999,659088.923417,784301.2630950001,450726.202318
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0003,Performance.0002,Sales.0003,634265.761542,543321.7234799999,634700.549598,590191.5123739999,568793.43966
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0003,Performance.0002,Sales.0004,643016.37951,658043.2573300002,646830.225313,492086.37099,753882.1816499999
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0003,Performance.0002,Sales.0004,690311.766824,574822.243592,460013.934205,560599.6457539999,569350.535961
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0003,Performance.0002,Sales.0004,563713.7535900001,546056.3942539999,782170.40468,736320.9025750001,517577.22137
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0003,Performance.0002,Sales.0005,747820.0573090002,384140.4496597,463403.777451,367575.28994399996,511367.2208620001
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0003,Performance.0002,Sales.0005,388502.17256599996,478265.945053,436768.3612956001,606977.36981,521348.89114
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0003,Performance.0002,Sales.0005,502276.297194,538678.5360099999,605897.804748,461377.4162807,599784.6202
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0003,Performance.0002,Sales.0006,596144.390702,534399.261247,506076.055643,341547.96045,554372.499451
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0003,Performance.0002,Sales.0006,626923.1278931,660064.324954,603584.9819400001,655016.07054,572162.33822
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0003,Performance.0002,Sales.0006,604053.41838,488786.77691599994,613063.926762,719183.134873,529689.40904
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0003,Performance.0002,Sales.0007,527655.215075,385681.151625,559097.425677,444241.28271799994,692868.0277299999
