Superstore 2023.Region,Superstore 2023.Category,Superstore 2023.Sub-Category,Superstore 2023.Order Date,Superstore 2023.ProfitM,Sum(Superstore 2023.Sales)
Central,Furniture,Furnishings,30 October 2021,,
East,Furniture,Furnishings,30 October 2021,,
South,Furniture,Furnishings,30 October 2021,,
West,Furniture,Furnishings,30 October 2021,3.6784,15.488
Central,Furniture,Furnishings,01 November 2021,,
East,Furniture,Furnishings,01 November 2021,106.477,259.7
South,Furniture,Furnishings,01 November 2021,,
West,Furniture,Furnishings,01 November 2021,,
Central,Furniture,Furnishings,02 November 2021,,
East,Furniture,Furnishings,02 November 2021,,
South,Furniture,Furnishings,02 November 2021,,
West,Furniture,Furnishings,02 November 2021,33.936,96.96
Central,Furniture,Furnishings,03 November 2021,,
East,Furniture,Furnishings,03 November 2021,,
South,Furniture,Furnishings,03 November 2021,,
West,Furniture,Furnishings,03 November 2021,16.614,42.6
Central,Furniture,Furnishings,07 November 2021,-84.448,64.96
East,Furniture,Furnishings,07 November 2021,,
South,Furniture,Furnishings,07 November 2021,,
West,Furniture,Furnishings,07 November 2021,,
Central,Furniture,Furnishings,08 November 2021,,
East,Furniture,Furnishings,08 November 2021,4.728,11.82
South,Furniture,Furnishings,08 November 2021,42.4524,191.252
West,Furniture,Furnishings,08 November 2021,22.0077,66.69
Central,Furniture,Furnishings,10 November 2021,12.8568,29.22
East,Furniture,Furnishings,10 November 2021,,
South,Furniture,Furnishings,10 November 2021,,
West,Furniture,Furnishings,10 November 2021,,
Central,Furniture,Furnishings,13 November 2021,-7.4358,17.496
East,Furniture,Furnishings,13 November 2021,,
South,Furniture,Furnishings,13 November 2021,,
West,Furniture,Furnishings,13 November 2021,17.9147,166.34
Central,Furniture,Furnishings,14 November 2021,,
East,Furniture,Furnishings,14 November 2021,26.649,76.14
South,Furniture,Furnishings,14 November 2021,,
West,Furniture,Furnishings,14 November 2021,,
Central,Furniture,Furnishings,15 November 2021,,
East,Furniture,Furnishings,15 November 2021,,
South,Furniture,Furnishings,15 November 2021,14.3856,39.96
West,Furniture,Furnishings,15 November 2021,,
Central,Furniture,Furnishings,16 November 2021,60.561,220.084
East,Furniture,Furnishings,16 November 2021,,
South,Furniture,Furnishings,16 November 2021,,
West,Furniture,Furnishings,16 November 2021,,
Central,Furniture,Furnishings,17 November 2021,,
East,Furniture,Furnishings,17 November 2021,,
South,Furniture,Furnishings,17 November 2021,,
West,Furniture,Furnishings,17 November 2021,44.5176,117.56
Central,Furniture,Furnishings,19 November 2021,,
East,Furniture,Furnishings,19 November 2021,,
South,Furniture,Furnishings,19 November 2021,,
West,Furniture,Furnishings,19 November 2021,22.7136,141.96
Central,Furniture,Furnishings,20 November 2021,,
East,Furniture,Furnishings,20 November 2021,9.5736,63.824
South,Furniture,Furnishings,20 November 2021,,
West,Furniture,Furnishings,20 November 2021,14.4306,54.18
Central,Furniture,Furnishings,21 November 2021,,
East,Furniture,Furnishings,21 November 2021,,
South,Furniture,Furnishings,21 November 2021,4.7712,18.176
West,Furniture,Furnishings,21 November 2021,,
Central,Furniture,Furnishings,24 November 2021,,
East,Furniture,Furnishings,24 November 2021,,
South,Furniture,Furnishings,24 November 2021,,
West,Furniture,Furnishings,24 November 2021,22.3328,79.76
Central,Furniture,Furnishings,26 November 2021,,
East,Furniture,Furnishings,26 November 2021,,
South,Furniture,Furnishings,26 November 2021,190.4298,692.472
West,Furniture,Furnishings,26 November 2021,,
Central,Furniture,Furnishings,27 November 2021,,
East,Furniture,Furnishings,27 November 2021,4.6764,38.97
South,Furniture,Furnishings,27 November 2021,,
West,Furniture,Furnishings,27 November 2021,,
Central,Furniture,Furnishings,28 November 2021,-190.8444,164.092
East,Furniture,Furnishings,28 November 2021,102.2426,461.87
South,Furniture,Furnishings,28 November 2021,,
West,Furniture,Furnishings,28 November 2021,,
Central,Furniture,Furnishings,30 November 2021,,
East,Furniture,Furnishings,30 November 2021,,
South,Furniture,Furnishings,30 November 2021,26.2488,352.832
West,Furniture,Furnishings,30 November 2021,29.1456,80.96
Central,Furniture,Furnishings,01 December 2021,-4.0128,6.688
East,Furniture,Furnishings,01 December 2021,,
South,Furniture,Furnishings,01 December 2021,,
West,Furniture,Furnishings,01 December 2021,,
Central,Furniture,Furnishings,03 December 2021,,
East,Furniture,Furnishings,03 December 2021,0.777,2.96
South,Furniture,Furnishings,03 December 2021,12.6672,77.952
West,Furniture,Furnishings,03 December 2021,,
Central,Furniture,Furnishings,04 December 2021,,
East,Furniture,Furnishings,04 December 2021,11.376,28.44
South,Furniture,Furnishings,04 December 2021,,
West,Furniture,Furnishings,04 December 2021,22.8608,61.48
Central,Furniture,Furnishings,05 December 2021,,
East,Furniture,Furnishings,05 December 2021,,
South,Furniture,Furnishings,05 December 2021,,
West,Furniture,Furnishings,05 December 2021,14.6718,44.46
Central,Furniture,Furnishings,06 December 2021,,
East,Furniture,Furnishings,06 December 2021,42.1504,113.92
South,Furniture,Furnishings,06 December 2021,,
West,Furniture,Furnishings,06 December 2021,48.9516,206.112
Central,Furniture,Furnishings,07 December 2021,,
East,Furniture,Furnishings,07 December 2021,,
South,Furniture,Furnishings,07 December 2021,,
West,Furniture,Furnishings,07 December 2021,28.7712,79.92
Central,Furniture,Furnishings,11 December 2021,,
East,Furniture,Furnishings,11 December 2021,,
South,Furniture,Furnishings,11 December 2021,,
West,Furniture,Furnishings,11 December 2021,26.0536,107.336
Central,Furniture,Furnishings,12 December 2021,,
East,Furniture,Furnishings,12 December 2021,,
South,Furniture,Furnishings,12 December 2021,,
West,Furniture,Furnishings,12 December 2021,21.645,166.5
Central,Furniture,Furnishings,14 December 2021,,
East,Furniture,Furnishings,14 December 2021,,
South,Furniture,Furnishings,14 December 2021,1.9712,6.16
West,Furniture,Furnishings,14 December 2021,18.0384,44.46
Central,Furniture,Furnishings,15 December 2021,,
East,Furniture,Furnishings,15 December 2021,69.0018,262.864
South,Furniture,Furnishings,15 December 2021,,
West,Furniture,Furnishings,15 December 2021,,
Central,Furniture,Furnishings,17 December 2021,-4.8881,253.682
East,Furniture,Furnishings,17 December 2021,,
South,Furniture,Furnishings,17 December 2021,,
West,Furniture,Furnishings,17 December 2021,,
Central,Furniture,Furnishings,18 December 2021,,
East,Furniture,Furnishings,18 December 2021,,
South,Furniture,Furnishings,18 December 2021,3.556,20.32
West,Furniture,Furnishings,18 December 2021,,
Central,Furniture,Furnishings,20 December 2021,,
East,Furniture,Furnishings,20 December 2021,,
South,Furniture,Furnishings,20 December 2021,,
West,Furniture,Furnishings,20 December 2021,3.9512,14.368
Central,Furniture,Furnishings,21 December 2021,-33.6414,51.756
East,Furniture,Furnishings,21 December 2021,,
South,Furniture,Furnishings,21 December 2021,,
West,Furniture,Furnishings,21 December 2021,,
Central,Furniture,Furnishings,24 December 2021,3.7752,9.68
East,Furniture,Furnishings,24 December 2021,19.0848,72.704
South,Furniture,Furnishings,24 December 2021,,
West,Furniture,Furnishings,24 December 2021,1.7352,7.712
Central,Furniture,Furnishings,25 December 2021,,
East,Furniture,Furnishings,25 December 2021,-68.392,547.136
South,Furniture,Furnishings,25 December 2021,46.8996,275.88
West,Furniture,Furnishings,25 December 2021,,
Central,Furniture,Furnishings,27 December 2021,,
East,Furniture,Furnishings,27 December 2021,,
South,Furniture,Furnishings,27 December 2021,16.0056,53.352
West,Furniture,Furnishings,27 December 2021,,
Central,Furniture,Furnishings,31 December 2021,-11.439,14.76
East,Furniture,Furnishings,31 December 2021,,
South,Furniture,Furnishings,31 December 2021,,
West,Furniture,Furnishings,31 December 2021,,
Central,Furniture,Furnishings,07 January 2022,-10.9611,23.076
East,Furniture,Furnishings,07 January 2022,,
South,Furniture,Furnishings,07 January 2022,,
West,Furniture,Furnishings,07 January 2022,,
Central,Furniture,Furnishings,09 January 2022,,
East,Furniture,Furnishings,09 January 2022,3.792,15.168
South,Furniture,Furnishings,09 January 2022,,
West,Furniture,Furnishings,09 January 2022,,
Central,Furniture,Furnishings,10 January 2022,,
East,Furniture,Furnishings,10 January 2022,,
South,Furniture,Furnishings,10 January 2022,,
West,Furniture,Furnishings,10 January 2022,42.0691,104.77
Central,Furniture,Furnishings,11 January 2022,,
East,Furniture,Furnishings,11 January 2022,8.9362,54.992
South,Furniture,Furnishings,11 January 2022,,
West,Furniture,Furnishings,11 January 2022,,
Central,Furniture,Furnishings,14 January 2022,,
East,Furniture,Furnishings,14 January 2022,,
South,Furniture,Furnishings,14 January 2022,31.5776,315.776
West,Furniture,Furnishings,14 January 2022,,
Central,Furniture,Furnishings,17 January 2022,,
East,Furniture,Furnishings,17 January 2022,64.518,322.59
South,Furniture,Furnishings,17 January 2022,,
West,Furniture,Furnishings,17 January 2022,,
Central,Furniture,Furnishings,22 January 2022,,
East,Furniture,Furnishings,22 January 2022,,
South,Furniture,Furnishings,22 January 2022,4.2816,14.272
West,Furniture,Furnishings,22 January 2022,37.366,109.9
Central,Furniture,Furnishings,23 January 2022,,
East,Furniture,Furnishings,23 January 2022,,
South,Furniture,Furnishings,23 January 2022,,
West,Furniture,Furnishings,23 January 2022,21.5964,59.99
Central,Furniture,Furnishings,25 January 2022,,
East,Furniture,Furnishings,25 January 2022,7.8166,45.98
South,Furniture,Furnishings,25 January 2022,,
West,Furniture,Furnishings,25 January 2022,,
Central,Furniture,Furnishings,02 February 2022,-77.4732,73.784
East,Furniture,Furnishings,02 February 2022,,
South,Furniture,Furnishings,02 February 2022,7.1022,18.69
West,Furniture,Furnishings,02 February 2022,,
Central,Furniture,Furnishings,04 February 2022,,
East,Furniture,Furnishings,04 February 2022,,
South,Furniture,Furnishings,04 February 2022,,
West,Furniture,Furnishings,04 February 2022,3.9512,14.368
Central,Furniture,Furnishings,05 February 2022,,
East,Furniture,Furnishings,05 February 2022,,
South,Furniture,Furnishings,05 February 2022,7.1592,18.84
West,Furniture,Furnishings,05 February 2022,,
Central,Furniture,Furnishings,06 February 2022,,
East,Furniture,Furnishings,06 February 2022,,
South,Furniture,Furnishings,06 February 2022,-18.1808,132.224
West,Furniture,Furnishings,06 February 2022,,
Central,Furniture,Furnishings,14 February 2022,,
East,Furniture,Furnishings,14 February 2022,4.6464,10.56
South,Furniture,Furnishings,14 February 2022,,
West,Furniture,Furnishings,14 February 2022,,
Central,Furniture,Furnishings,16 February 2022,,
East,Furniture,Furnishings,16 February 2022,,
South,Furniture,Furnishings,16 February 2022,34.9888,318.08
West,Furniture,Furnishings,16 February 2022,,
Central,Furniture,Furnishings,19 February 2022,,
East,Furniture,Furnishings,19 February 2022,14.6718,44.46
South,Furniture,Furnishings,19 February 2022,,
West,Furniture,Furnishings,19 February 2022,,
Central,Furniture,Furnishings,21 February 2022,,
East,Furniture,Furnishings,21 February 2022,95.501,204.75
South,Furniture,Furnishings,21 February 2022,,
West,Furniture,Furnishings,21 February 2022,,
Central,Furniture,Furnishings,27 February 2022,-6.8816,16.192
East,Furniture,Furnishings,27 February 2022,,
South,Furniture,Furnishings,27 February 2022,,
West,Furniture,Furnishings,27 February 2022,,
Central,Furniture,Furnishings,03 March 2022,,
East,Furniture,Furnishings,03 March 2022,,
South,Furniture,Furnishings,03 March 2022,,
West,Furniture,Furnishings,03 March 2022,11.9952,35.28
Central,Furniture,Furnishings,06 March 2022,-194.824,159.04
East,Furniture,Furnishings,06 March 2022,,
South,Furniture,Furnishings,06 March 2022,,
West,Furniture,Furnishings,06 March 2022,,
Central,Furniture,Furnishings,08 March 2022,,
East,Furniture,Furnishings,08 March 2022,44.304,113.6
South,Furniture,Furnishings,08 March 2022,-3.8385,102.36
West,Furniture,Furnishings,08 March 2022,,
Central,Furniture,Furnishings,11 March 2022,,
East,Furniture,Furnishings,11 March 2022,9.48,30.336
South,Furniture,Furnishings,11 March 2022,31.5372,76.92
West,Furniture,Furnishings,11 March 2022,,
Central,Furniture,Furnishings,13 March 2022,,
East,Furniture,Furnishings,13 March 2022,,
South,Furniture,Furnishings,13 March 2022,40.9216,127.88
West,Furniture,Furnishings,13 March 2022,7.3528,28.28
Central,Furniture,Furnishings,14 March 2022,4.3524,16.74
East,Furniture,Furnishings,14 March 2022,6.2905,21.88
South,Furniture,Furnishings,14 March 2022,,
West,Furniture,Furnishings,14 March 2022,,
Central,Furniture,Furnishings,17 March 2022,,
East,Furniture,Furnishings,17 March 2022,252.59,971.5
South,Furniture,Furnishings,17 March 2022,,
West,Furniture,Furnishings,17 March 2022,,
Central,Furniture,Furnishings,19 March 2022,,
East,Furniture,Furnishings,19 March 2022,13.7996,35.3
South,Furniture,Furnishings,19 March 2022,,
West,Furniture,Furnishings,19 March 2022,,
Central,Furniture,Furnishings,20 March 2022,,
East,Furniture,Furnishings,20 March 2022,,
South,Furniture,Furnishings,20 March 2022,38.038,86.45
West,Furniture,Furnishings,20 March 2022,,
Central,Furniture,Furnishings,27 March 2022,,
East,Furniture,Furnishings,27 March 2022,,
South,Furniture,Furnishings,27 March 2022,19.8808,60.16
West,Furniture,Furnishings,27 March 2022,,
Central,Furniture,Furnishings,29 March 2022,,
East,Furniture,Furnishings,29 March 2022,124.2,414
South,Furniture,Furnishings,29 March 2022,,
West,Furniture,Furnishings,29 March 2022,,
Central,Furniture,Furnishings,01 April 2022,,
East,Furniture,Furnishings,01 April 2022,,
South,Furniture,Furnishings,01 April 2022,3.0976,7.04
West,Furniture,Furnishings,01 April 2022,,
Central,Furniture,Furnishings,03 April 2022,22.0472,71.12
East,Furniture,Furnishings,03 April 2022,,
South,Furniture,Furnishings,03 April 2022,,
West,Furniture,Furnishings,03 April 2022,,
Central,Furniture,Furnishings,04 April 2022,,
East,Furniture,Furnishings,04 April 2022,7.4376,82.64
South,Furniture,Furnishings,04 April 2022,,
West,Furniture,Furnishings,04 April 2022,,
Central,Furniture,Furnishings,08 April 2022,,
East,Furniture,Furnishings,08 April 2022,,
South,Furniture,Furnishings,08 April 2022,31.984,159.92
West,Furniture,Furnishings,08 April 2022,10.374,24.7
Central,Furniture,Furnishings,16 April 2022,,
East,Furniture,Furnishings,16 April 2022,3.2868,9.96
South,Furniture,Furnishings,16 April 2022,,
West,Furniture,Furnishings,16 April 2022,,
Central,Furniture,Furnishings,17 April 2022,,
East,Furniture,Furnishings,17 April 2022,,
South,Furniture,Furnishings,17 April 2022,20.1316,97.744
West,Furniture,Furnishings,17 April 2022,,
Central,Furniture,Furnishings,18 April 2022,-67.137,127.88
East,Furniture,Furnishings,18 April 2022,,
South,Furniture,Furnishings,18 April 2022,,
West,Furniture,Furnishings,18 April 2022,,
Central,Furniture,Furnishings,22 April 2022,8.662,86.62
East,Furniture,Furnishings,22 April 2022,,
South,Furniture,Furnishings,22 April 2022,,
West,Furniture,Furnishings,22 April 2022,17.4828,55.12
Central,Furniture,Furnishings,28 April 2022,-31.8612,30.344
East,Furniture,Furnishings,28 April 2022,,
South,Furniture,Furnishings,28 April 2022,,
West,Furniture,Furnishings,28 April 2022,,
Central,Furniture,Furnishings,30 April 2022,-10.1736,22.608
East,Furniture,Furnishings,30 April 2022,,
South,Furniture,Furnishings,30 April 2022,,
West,Furniture,Furnishings,30 April 2022,22.3776,111.888
Central,Furniture,Furnishings,02 May 2022,,
East,Furniture,Furnishings,02 May 2022,87.7522,227.26
South,Furniture,Furnishings,02 May 2022,,
West,Furniture,Furnishings,02 May 2022,,
Central,Furniture,Furnishings,03 May 2022,,
East,Furniture,Furnishings,03 May 2022,10.3936,51.968
South,Furniture,Furnishings,03 May 2022,,
West,Furniture,Furnishings,03 May 2022,,
Central,Furniture,Furnishings,05 May 2022,,
East,Furniture,Furnishings,05 May 2022,,
South,Furniture,Furnishings,05 May 2022,3.344,16.72
West,Furniture,Furnishings,05 May 2022,,
Central,Furniture,Furnishings,06 May 2022,,
East,Furniture,Furnishings,06 May 2022,11.6263,54.712
South,Furniture,Furnishings,06 May 2022,,
West,Furniture,Furnishings,06 May 2022,14.144,41.6
Central,Furniture,Furnishings,07 May 2022,,
