Date.Month,Date.Fiscal Quarter,Date.Fiscal Year,Product.Category,Product.Subcategory,Customer.Country-Region,Avg(Sales.Unit Price),Sum(Sales.Sales Amount),Sum(Bullet_Report.Total Sales)
2019 Aug,FY2020 Q1,FY2020,Accessories,Helmets,United States,34.99,5633.39,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Accessories,Helmets,United States,34.99,5248.5,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Accessories,Helmets,United States,34.99,6438.16,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Accessories,Helmets,United States,34.99,7277.92,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Accessories,Helmets,United States,34.99,5703.37,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Accessories,Helmets,United States,34.99,6228.22,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Accessories,Helmets,United States,34.99,6333.19,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Accessories,Helmets,United States,34.99,7382.89,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Accessories,Helmets,United States,34.99,8502.57,933216056.6900003
2020 May,FY2020 Q4,FY2020,Accessories,Helmets,United States,34.99,7557.84,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Accessories,Helmets,United States,34.99,3464.01,933216056.6900003
2017 Jul,FY2018 Q1,FY2018,Accessories,Hydration Packs,[Not Applicable],,,
2017 Aug,FY2018 Q1,FY2018,Accessories,Hydration Packs,[Not Applicable],,,
2017 Sep,FY2018 Q1,FY2018,Accessories,Hydration Packs,[Not Applicable],,,
2017 Oct,FY2018 Q2,FY2018,Accessories,Hydration Packs,[Not Applicable],,,
2017 Nov,FY2018 Q2,FY2018,Accessories,Hydration Packs,[Not Applicable],,,
2017 Dec,FY2018 Q2,FY2018,Accessories,Hydration Packs,[Not Applicable],,,
2018 Jan,FY2018 Q3,FY2018,Accessories,Hydration Packs,[Not Applicable],,,
2018 Feb,FY2018 Q3,FY2018,Accessories,Hydration Packs,[Not Applicable],,,
2018 Mar,FY2018 Q3,FY2018,Accessories,Hydration Packs,[Not Applicable],,,
2018 Apr,FY2018 Q4,FY2018,Accessories,Hydration Packs,[Not Applicable],,,
2018 May,FY2018 Q4,FY2018,Accessories,Hydration Packs,[Not Applicable],,,
2018 Jun,FY2018 Q4,FY2018,Accessories,Hydration Packs,[Not Applicable],,,
2018 Jul,FY2019 Q1,FY2019,Accessories,Hydration Packs,[Not Applicable],,,
2018 Aug,FY2019 Q1,FY2019,Accessories,Hydration Packs,[Not Applicable],,,
2018 Sep,FY2019 Q1,FY2019,Accessories,Hydration Packs,[Not Applicable],,,
2018 Oct,FY2019 Q2,FY2019,Accessories,Hydration Packs,[Not Applicable],,,
2018 Nov,FY2019 Q2,FY2019,Accessories,Hydration Packs,[Not Applicable],,,
2018 Dec,FY2019 Q2,FY2019,Accessories,Hydration Packs,[Not Applicable],,,
2019 Jan,FY2019 Q3,FY2019,Accessories,Hydration Packs,[Not Applicable],,,
2019 Feb,FY2019 Q3,FY2019,Accessories,Hydration Packs,[Not Applicable],,,
2019 Mar,FY2019 Q3,FY2019,Accessories,Hydration Packs,[Not Applicable],,,
2019 Apr,FY2019 Q4,FY2019,Accessories,Hydration Packs,[Not Applicable],,,
2019 May,FY2019 Q4,FY2019,Accessories,Hydration Packs,[Not Applicable],,,
2019 Jun,FY2019 Q4,FY2019,Accessories,Hydration Packs,[Not Applicable],,,
2019 Jul,FY2020 Q1,FY2020,Accessories,Hydration Packs,[Not Applicable],32.7387,5367.3979,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Accessories,Hydration Packs,[Not Applicable],32.8271,10241.7995,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Accessories,Hydration Packs,[Not Applicable],32.8386,8670.2733,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Accessories,Hydration Packs,[Not Applicable],32.575,5017.5956,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Accessories,Hydration Packs,[Not Applicable],32.6215,6106.722,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Accessories,Hydration Packs,[Not Applicable],32.9207,6128.1736,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Accessories,Hydration Packs,[Not Applicable],32.994,2210.598,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Accessories,Hydration Packs,[Not Applicable],32.9154,2455.4355,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Accessories,Hydration Packs,[Not Applicable],32.994,2342.574,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Accessories,Hydration Packs,[Not Applicable],32.774,4075.5729,933216056.6900003
2020 May,FY2020 Q4,FY2020,Accessories,Hydration Packs,[Not Applicable],32.7665,6143.7468,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Accessories,Hydration Packs,[Not Applicable],32.829,6758.8594,933216056.6900003
2017 Jul,FY2018 Q1,FY2018,Accessories,Hydration Packs,Australia,,,
2017 Aug,FY2018 Q1,FY2018,Accessories,Hydration Packs,Australia,,,
2017 Sep,FY2018 Q1,FY2018,Accessories,Hydration Packs,Australia,,,
2017 Oct,FY2018 Q2,FY2018,Accessories,Hydration Packs,Australia,,,
2017 Nov,FY2018 Q2,FY2018,Accessories,Hydration Packs,Australia,,,
2017 Dec,FY2018 Q2,FY2018,Accessories,Hydration Packs,Australia,,,
2018 Jan,FY2018 Q3,FY2018,Accessories,Hydration Packs,Australia,,,
2018 Feb,FY2018 Q3,FY2018,Accessories,Hydration Packs,Australia,,,
2018 Mar,FY2018 Q3,FY2018,Accessories,Hydration Packs,Australia,,,
2018 Apr,FY2018 Q4,FY2018,Accessories,Hydration Packs,Australia,,,
2018 May,FY2018 Q4,FY2018,Accessories,Hydration Packs,Australia,,,
2018 Jun,FY2018 Q4,FY2018,Accessories,Hydration Packs,Australia,,,
2018 Jul,FY2019 Q1,FY2019,Accessories,Hydration Packs,Australia,,,
2018 Aug,FY2019 Q1,FY2019,Accessories,Hydration Packs,Australia,,,
2018 Sep,FY2019 Q1,FY2019,Accessories,Hydration Packs,Australia,,,
2018 Oct,FY2019 Q2,FY2019,Accessories,Hydration Packs,Australia,,,
2018 Nov,FY2019 Q2,FY2019,Accessories,Hydration Packs,Australia,,,
2018 Dec,FY2019 Q2,FY2019,Accessories,Hydration Packs,Australia,,,
2019 Jan,FY2019 Q3,FY2019,Accessories,Hydration Packs,Australia,,,
2019 Feb,FY2019 Q3,FY2019,Accessories,Hydration Packs,Australia,,,
2019 Mar,FY2019 Q3,FY2019,Accessories,Hydration Packs,Australia,,,
2019 Apr,FY2019 Q4,FY2019,Accessories,Hydration Packs,Australia,,,
2019 May,FY2019 Q4,FY2019,Accessories,Hydration Packs,Australia,,,
2019 Jun,FY2019 Q4,FY2019,Accessories,Hydration Packs,Australia,54.99,274.95,933216056.6900003
2019 Jul,FY2020 Q1,FY2020,Accessories,Hydration Packs,Australia,54.99,439.92,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Accessories,Hydration Packs,Australia,54.99,879.84,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Accessories,Hydration Packs,Australia,54.99,1044.81,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Accessories,Hydration Packs,Australia,54.99,1264.77,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Accessories,Hydration Packs,Australia,54.99,494.91,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Accessories,Hydration Packs,Australia,54.99,714.87,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Accessories,Hydration Packs,Australia,54.99,989.82,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Accessories,Hydration Packs,Australia,54.99,714.87,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Accessories,Hydration Packs,Australia,54.99,824.85,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Accessories,Hydration Packs,Australia,54.99,1374.75,933216056.6900003
2020 May,FY2020 Q4,FY2020,Accessories,Hydration Packs,Australia,54.99,1099.8,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Accessories,Hydration Packs,Australia,54.99,384.93,933216056.6900003
2017 Jul,FY2018 Q1,FY2018,Accessories,Hydration Packs,Canada,,,
2017 Aug,FY2018 Q1,FY2018,Accessories,Hydration Packs,Canada,,,
2017 Sep,FY2018 Q1,FY2018,Accessories,Hydration Packs,Canada,,,
2017 Oct,FY2018 Q2,FY2018,Accessories,Hydration Packs,Canada,,,
2017 Nov,FY2018 Q2,FY2018,Accessories,Hydration Packs,Canada,,,
2017 Dec,FY2018 Q2,FY2018,Accessories,Hydration Packs,Canada,,,
2018 Jan,FY2018 Q3,FY2018,Accessories,Hydration Packs,Canada,,,
2018 Feb,FY2018 Q3,FY2018,Accessories,Hydration Packs,Canada,,,
2018 Mar,FY2018 Q3,FY2018,Accessories,Hydration Packs,Canada,,,
2018 Apr,FY2018 Q4,FY2018,Accessories,Hydration Packs,Canada,,,
2018 May,FY2018 Q4,FY2018,Accessories,Hydration Packs,Canada,,,
2018 Jun,FY2018 Q4,FY2018,Accessories,Hydration Packs,Canada,,,
2018 Jul,FY2019 Q1,FY2019,Accessories,Hydration Packs,Canada,,,
2018 Aug,FY2019 Q1,FY2019,Accessories,Hydration Packs,Canada,,,
2018 Sep,FY2019 Q1,FY2019,Accessories,Hydration Packs,Canada,,,
2018 Oct,FY2019 Q2,FY2019,Accessories,Hydration Packs,Canada,,,
2018 Nov,FY2019 Q2,FY2019,Accessories,Hydration Packs,Canada,,,
2018 Dec,FY2019 Q2,FY2019,Accessories,Hydration Packs,Canada,,,
2019 Jan,FY2019 Q3,FY2019,Accessories,Hydration Packs,Canada,,,
2019 Feb,FY2019 Q3,FY2019,Accessories,Hydration Packs,Canada,,,
2019 Mar,FY2019 Q3,FY2019,Accessories,Hydration Packs,Canada,,,
2019 Apr,FY2019 Q4,FY2019,Accessories,Hydration Packs,Canada,,,
2019 May,FY2019 Q4,FY2019,Accessories,Hydration Packs,Canada,,,
2019 Jun,FY2019 Q4,FY2019,Accessories,Hydration Packs,Canada,54.99,54.99,933216056.6900003
2019 Jul,FY2020 Q1,FY2020,Accessories,Hydration Packs,Canada,54.99,879.84,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Accessories,Hydration Packs,Canada,54.99,714.87,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Accessories,Hydration Packs,Canada,54.99,494.91,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Accessories,Hydration Packs,Canada,54.99,164.97,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Accessories,Hydration Packs,Canada,54.99,549.9,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Accessories,Hydration Packs,Canada,54.99,329.94,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Accessories,Hydration Packs,Canada,54.99,714.87,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Accessories,Hydration Packs,Canada,54.99,384.93,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Accessories,Hydration Packs,Canada,54.99,439.92,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Accessories,Hydration Packs,Canada,54.99,769.86,933216056.6900003
2020 May,FY2020 Q4,FY2020,Accessories,Hydration Packs,Canada,54.99,384.93,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Accessories,Hydration Packs,Canada,54.99,274.95,933216056.6900003
2017 Jul,FY2018 Q1,FY2018,Accessories,Hydration Packs,France,,,
2017 Aug,FY2018 Q1,FY2018,Accessories,Hydration Packs,France,,,
2017 Sep,FY2018 Q1,FY2018,Accessories,Hydration Packs,France,,,
2017 Oct,FY2018 Q2,FY2018,Accessories,Hydration Packs,France,,,
2017 Nov,FY2018 Q2,FY2018,Accessories,Hydration Packs,France,,,
2017 Dec,FY2018 Q2,FY2018,Accessories,Hydration Packs,France,,,
2018 Jan,FY2018 Q3,FY2018,Accessories,Hydration Packs,France,,,
2018 Feb,FY2018 Q3,FY2018,Accessories,Hydration Packs,France,,,
2018 Mar,FY2018 Q3,FY2018,Accessories,Hydration Packs,France,,,
2018 Apr,FY2018 Q4,FY2018,Accessories,Hydration Packs,France,,,
2018 May,FY2018 Q4,FY2018,Accessories,Hydration Packs,France,,,
2018 Jun,FY2018 Q4,FY2018,Accessories,Hydration Packs,France,,,
2018 Jul,FY2019 Q1,FY2019,Accessories,Hydration Packs,France,,,
2018 Aug,FY2019 Q1,FY2019,Accessories,Hydration Packs,France,,,
2018 Sep,FY2019 Q1,FY2019,Accessories,Hydration Packs,France,,,
2018 Oct,FY2019 Q2,FY2019,Accessories,Hydration Packs,France,,,
2018 Nov,FY2019 Q2,FY2019,Accessories,Hydration Packs,France,,,
2018 Dec,FY2019 Q2,FY2019,Accessories,Hydration Packs,France,,,
2019 Jan,FY2019 Q3,FY2019,Accessories,Hydration Packs,France,,,
2019 Feb,FY2019 Q3,FY2019,Accessories,Hydration Packs,France,,,
2019 Mar,FY2019 Q3,FY2019,Accessories,Hydration Packs,France,,,
2019 Apr,FY2019 Q4,FY2019,Accessories,Hydration Packs,France,,,
2019 May,FY2019 Q4,FY2019,Accessories,Hydration Packs,France,,,
2019 Jun,FY2019 Q4,FY2019,Accessories,Hydration Packs,France,54.99,164.97,933216056.6900003
2019 Jul,FY2020 Q1,FY2020,Accessories,Hydration Packs,France,54.99,219.96,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Accessories,Hydration Packs,France,54.99,274.95,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Accessories,Hydration Packs,France,54.99,384.93,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Accessories,Hydration Packs,France,54.99,219.96,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Accessories,Hydration Packs,France,54.99,274.95,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Accessories,Hydration Packs,France,54.99,164.97,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Accessories,Hydration Packs,France,54.99,329.94,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Accessories,Hydration Packs,France,54.99,329.94,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Accessories,Hydration Packs,France,54.99,54.99,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Accessories,Hydration Packs,France,54.99,219.96,933216056.6900003
2020 May,FY2020 Q4,FY2020,Accessories,Hydration Packs,France,54.99,219.96,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Accessories,Hydration Packs,France,54.99,54.99,933216056.6900003
2017 Jul,FY2018 Q1,FY2018,Accessories,Hydration Packs,Germany,,,
2017 Aug,FY2018 Q1,FY2018,Accessories,Hydration Packs,Germany,,,
2017 Sep,FY2018 Q1,FY2018,Accessories,Hydration Packs,Germany,,,
2017 Oct,FY2018 Q2,FY2018,Accessories,Hydration Packs,Germany,,,
2017 Nov,FY2018 Q2,FY2018,Accessories,Hydration Packs,Germany,,,
2017 Dec,FY2018 Q2,FY2018,Accessories,Hydration Packs,Germany,,,
2018 Jan,FY2018 Q3,FY2018,Accessories,Hydration Packs,Germany,,,
2018 Feb,FY2018 Q3,FY2018,Accessories,Hydration Packs,Germany,,,
2018 Mar,FY2018 Q3,FY2018,Accessories,Hydration Packs,Germany,,,
2018 Apr,FY2018 Q4,FY2018,Accessories,Hydration Packs,Germany,,,
2018 May,FY2018 Q4,FY2018,Accessories,Hydration Packs,Germany,,,
2018 Jun,FY2018 Q4,FY2018,Accessories,Hydration Packs,Germany,,,
2018 Jul,FY2019 Q1,FY2019,Accessories,Hydration Packs,Germany,,,
2018 Aug,FY2019 Q1,FY2019,Accessories,Hydration Packs,Germany,,,
2018 Sep,FY2019 Q1,FY2019,Accessories,Hydration Packs,Germany,,,
2018 Oct,FY2019 Q2,FY2019,Accessories,Hydration Packs,Germany,,,
2018 Nov,FY2019 Q2,FY2019,Accessories,Hydration Packs,Germany,,,
2018 Dec,FY2019 Q2,FY2019,Accessories,Hydration Packs,Germany,,,
2019 Jan,FY2019 Q3,FY2019,Accessories,Hydration Packs,Germany,,,
2019 Feb,FY2019 Q3,FY2019,Accessories,Hydration Packs,Germany,,,
2019 Mar,FY2019 Q3,FY2019,Accessories,Hydration Packs,Germany,,,
2019 Apr,FY2019 Q4,FY2019,Accessories,Hydration Packs,Germany,,,
2019 May,FY2019 Q4,FY2019,Accessories,Hydration Packs,Germany,,,
2019 Jun,FY2019 Q4,FY2019,Accessories,Hydration Packs,Germany,54.99,109.98,933216056.6900003
2019 Jul,FY2020 Q1,FY2020,Accessories,Hydration Packs,Germany,,,
2019 Aug,FY2020 Q1,FY2020,Accessories,Hydration Packs,Germany,54.99,54.99,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Accessories,Hydration Packs,Germany,54.99,219.96,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Accessories,Hydration Packs,Germany,54.99,219.96,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Accessories,Hydration Packs,Germany,54.99,219.96,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Accessories,Hydration Packs,Germany,54.99,384.93,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Accessories,Hydration Packs,Germany,54.99,219.96,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Accessories,Hydration Packs,Germany,54.99,109.98,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Accessories,Hydration Packs,Germany,54.99,164.97,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Accessories,Hydration Packs,Germany,54.99,54.99,933216056.6900003
2020 May,FY2020 Q4,FY2020,Accessories,Hydration Packs,Germany,54.99,219.96,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Accessories,Hydration Packs,Germany,54.99,109.98,933216056.6900003
2017 Jul,FY2018 Q1,FY2018,Accessories,Hydration Packs,United Kingdom,,,
2017 Aug,FY2018 Q1,FY2018,Accessories,Hydration Packs,United Kingdom,,,
2017 Sep,FY2018 Q1,FY2018,Accessories,Hydration Packs,United Kingdom,,,
2017 Oct,FY2018 Q2,FY2018,Accessories,Hydration Packs,United Kingdom,,,
2017 Nov,FY2018 Q2,FY2018,Accessories,Hydration Packs,United Kingdom,,,
2017 Dec,FY2018 Q2,FY2018,Accessories,Hydration Packs,United Kingdom,,,
2018 Jan,FY2018 Q3,FY2018,Accessories,Hydration Packs,United Kingdom,,,
2018 Feb,FY2018 Q3,FY2018,Accessories,Hydration Packs,United Kingdom,,,
2018 Mar,FY2018 Q3,FY2018,Accessories,Hydration Packs,United Kingdom,,,
2018 Apr,FY2018 Q4,FY2018,Accessories,Hydration Packs,United Kingdom,,,
2018 May,FY2018 Q4,FY2018,Accessories,Hydration Packs,United Kingdom,,,
2018 Jun,FY2018 Q4,FY2018,Accessories,Hydration Packs,United Kingdom,,,
2018 Jul,FY2019 Q1,FY2019,Accessories,Hydration Packs,United Kingdom,,,
2018 Aug,FY2019 Q1,FY2019,Accessories,Hydration Packs,United Kingdom,,,
2018 Sep,FY2019 Q1,FY2019,Accessories,Hydration Packs,United Kingdom,,,
2018 Oct,FY2019 Q2,FY2019,Accessories,Hydration Packs,United Kingdom,,,
2018 Nov,FY2019 Q2,FY2019,Accessories,Hydration Packs,United Kingdom,,,
2018 Dec,FY2019 Q2,FY2019,Accessories,Hydration Packs,United Kingdom,,,
2019 Jan,FY2019 Q3,FY2019,Accessories,Hydration Packs,United Kingdom,,,
2019 Feb,FY2019 Q3,FY2019,Accessories,Hydration Packs,United Kingdom,,,
2019 Mar,FY2019 Q3,FY2019,Accessories,Hydration Packs,United Kingdom,,,
2019 Apr,FY2019 Q4,FY2019,Accessories,Hydration Packs,United Kingdom,,,
2019 May,FY2019 Q4,FY2019,Accessories,Hydration Packs,United Kingdom,,,
2019 Jun,FY2019 Q4,FY2019,Accessories,Hydration Packs,United Kingdom,54.99,54.99,933216056.6900003
2019 Jul,FY2020 Q1,FY2020,Accessories,Hydration Packs,United Kingdom,54.99,54.99,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Accessories,Hydration Packs,United Kingdom,54.99,164.97,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Accessories,Hydration Packs,United Kingdom,54.99,219.96,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Accessories,Hydration Packs,United Kingdom,54.99,219.96,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Accessories,Hydration Packs,United Kingdom,54.99,439.92,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Accessories,Hydration Packs,United Kingdom,54.99,384.93,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Accessories,Hydration Packs,United Kingdom,54.99,329.94,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Accessories,Hydration Packs,United Kingdom,54.99,274.95,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Accessories,Hydration Packs,United Kingdom,54.99,439.92,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Accessories,Hydration Packs,United Kingdom,54.99,329.94,933216056.6900003
2020 May,FY2020 Q4,FY2020,Accessories,Hydration Packs,United Kingdom,54.99,659.88,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Accessories,Hydration Packs,United Kingdom,54.99,54.99,933216056.6900003
2017 Jul,FY2018 Q1,FY2018,Accessories,Hydration Packs,United States,,,
2017 Aug,FY2018 Q1,FY2018,Accessories,Hydration Packs,United States,,,
2017 Sep,FY2018 Q1,FY2018,Accessories,Hydration Packs,United States,,,
2017 Oct,FY2018 Q2,FY2018,Accessories,Hydration Packs,United States,,,
2017 Nov,FY2018 Q2,FY2018,Accessories,Hydration Packs,United States,,,
2017 Dec,FY2018 Q2,FY2018,Accessories,Hydration Packs,United States,,,
2018 Jan,FY2018 Q3,FY2018,Accessories,Hydration Packs,United States,,,
2018 Feb,FY2018 Q3,FY2018,Accessories,Hydration Packs,United States,,,
2018 Mar,FY2018 Q3,FY2018,Accessories,Hydration Packs,United States,,,
2018 Apr,FY2018 Q4,FY2018,Accessories,Hydration Packs,United States,,,
2018 May,FY2018 Q4,FY2018,Accessories,Hydration Packs,United States,,,
2018 Jun,FY2018 Q4,FY2018,Accessories,Hydration Packs,United States,,,
2018 Jul,FY2019 Q1,FY2019,Accessories,Hydration Packs,United States,,,
2018 Aug,FY2019 Q1,FY2019,Accessories,Hydration Packs,United States,,,
2018 Sep,FY2019 Q1,FY2019,Accessories,Hydration Packs,United States,,,
2018 Oct,FY2019 Q2,FY2019,Accessories,Hydration Packs,United States,,,
2018 Nov,FY2019 Q2,FY2019,Accessories,Hydration Packs,United States,,,
2018 Dec,FY2019 Q2,FY2019,Accessories,Hydration Packs,United States,,,
2019 Jan,FY2019 Q3,FY2019,Accessories,Hydration Packs,United States,,,
2019 Feb,FY2019 Q3,FY2019,Accessories,Hydration Packs,United States,,,
2019 Mar,FY2019 Q3,FY2019,Accessories,Hydration Packs,United States,,,
2019 Apr,FY2019 Q4,FY2019,Accessories,Hydration Packs,United States,,,
2019 May,FY2019 Q4,FY2019,Accessories,Hydration Packs,United States,,,
2019 Jun,FY2019 Q4,FY2019,Accessories,Hydration Packs,United States,54.99,384.93,933216056.6900003
2019 Jul,FY2020 Q1,FY2020,Accessories,Hydration Packs,United States,54.99,1209.78,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Accessories,Hydration Packs,United States,54.99,1319.76,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Accessories,Hydration Packs,United States,54.99,879.84,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Accessories,Hydration Packs,United States,54.99,879.84,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Accessories,Hydration Packs,United States,54.99,1319.76,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Accessories,Hydration Packs,United States,54.99,1264.77,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Accessories,Hydration Packs,United States,54.99,1429.74,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Accessories,Hydration Packs,United States,54.99,1814.67,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Accessories,Hydration Packs,United States,54.99,934.83,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Accessories,Hydration Packs,United States,54.99,1374.75,933216056.6900003
2020 May,FY2020 Q4,FY2020,Accessories,Hydration Packs,United States,54.99,1649.7,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Accessories,Hydration Packs,United States,54.99,549.9,933216056.6900003
2017 Jul,FY2018 Q1,FY2018,Accessories,Locks,[Not Applicable],,,
2017 Aug,FY2018 Q1,FY2018,Accessories,Locks,[Not Applicable],,,
2017 Sep,FY2018 Q1,FY2018,Accessories,Locks,[Not Applicable],,,
2017 Oct,FY2018 Q2,FY2018,Accessories,Locks,[Not Applicable],,,
2017 Nov,FY2018 Q2,FY2018,Accessories,Locks,[Not Applicable],,,
2017 Dec,FY2018 Q2,FY2018,Accessories,Locks,[Not Applicable],,,
2018 Jan,FY2018 Q3,FY2018,Accessories,Locks,[Not Applicable],,,
2018 Feb,FY2018 Q3,FY2018,Accessories,Locks,[Not Applicable],,,
2018 Mar,FY2018 Q3,FY2018,Accessories,Locks,[Not Applicable],,,
2018 Apr,FY2018 Q4,FY2018,Accessories,Locks,[Not Applicable],,,
2018 May,FY2018 Q4,FY2018,Accessories,Locks,[Not Applicable],,,
2018 Jun,FY2018 Q4,FY2018,Accessories,Locks,[Not Applicable],,,
2018 Jul,FY2019 Q1,FY2019,Accessories,Locks,[Not Applicable],14.9524,1587.62,933216056.6900003
2018 Aug,FY2019 Q1,FY2019,Accessories,Locks,[Not Applicable],14.9848,2511.31,933216056.6900003
