Superstore 2023.Region,Superstore 2023.Category,Dates.Date,Sum(Superstore 2023.Sales)
South,Furniture,"Sunday, June 04, 2023",31.984
West,Furniture,"Sunday, June 04, 2023",
Central,Furniture,"Tuesday, June 06, 2023",
East,Furniture,"Tuesday, June 06, 2023",
South,Furniture,"Tuesday, June 06, 2023",
West,Furniture,"Tuesday, June 06, 2023",4.95
Central,Furniture,"Thursday, June 08, 2023",
East,Furniture,"Thursday, June 08, 2023",
South,Furniture,"Thursday, June 08, 2023",
West,Furniture,"Thursday, June 08, 2023",1497.666
Central,Furniture,"Friday, June 09, 2023",132.901
East,Furniture,"Friday, June 09, 2023",
South,Furniture,"Friday, June 09, 2023",
West,Furniture,"Friday, June 09, 2023",
Central,Furniture,"Saturday, June 10, 2023",
East,Furniture,"Saturday, June 10, 2023",
South,Furniture,"Saturday, June 10, 2023",
West,Furniture,"Saturday, June 10, 2023",514.165
Central,Furniture,"Sunday, June 11, 2023",
East,Furniture,"Sunday, June 11, 2023",
South,Furniture,"Sunday, June 11, 2023",
West,Furniture,"Sunday, June 11, 2023",455.212
Central,Furniture,"Monday, June 12, 2023",8.856
East,Furniture,"Monday, June 12, 2023",858.24
South,Furniture,"Monday, June 12, 2023",470.028
West,Furniture,"Monday, June 12, 2023",
Central,Furniture,"Tuesday, June 13, 2023",470.302
East,Furniture,"Tuesday, June 13, 2023",
South,Furniture,"Tuesday, June 13, 2023",
West,Furniture,"Tuesday, June 13, 2023",291.136
Central,Furniture,"Thursday, June 15, 2023",
East,Furniture,"Thursday, June 15, 2023",
South,Furniture,"Thursday, June 15, 2023",928.208
West,Furniture,"Thursday, June 15, 2023",
Central,Furniture,"Friday, June 16, 2023",
East,Furniture,"Friday, June 16, 2023",
South,Furniture,"Friday, June 16, 2023",301.96
West,Furniture,"Friday, June 16, 2023",1212.96
Central,Furniture,"Saturday, June 17, 2023",
East,Furniture,"Saturday, June 17, 2023",
South,Furniture,"Saturday, June 17, 2023",
West,Furniture,"Saturday, June 17, 2023",155.25
Central,Furniture,"Sunday, June 18, 2023",
East,Furniture,"Sunday, June 18, 2023",
South,Furniture,"Sunday, June 18, 2023",
West,Furniture,"Sunday, June 18, 2023",917.9235
Central,Furniture,"Monday, June 19, 2023",457.485
East,Furniture,"Monday, June 19, 2023",798.9
South,Furniture,"Monday, June 19, 2023",
West,Furniture,"Monday, June 19, 2023",50.32
Central,Furniture,"Wednesday, June 21, 2023",
East,Furniture,"Wednesday, June 21, 2023",17.92
South,Furniture,"Wednesday, June 21, 2023",
West,Furniture,"Wednesday, June 21, 2023",
Central,Furniture,"Thursday, June 22, 2023",487.96
East,Furniture,"Thursday, June 22, 2023",
South,Furniture,"Thursday, June 22, 2023",
West,Furniture,"Thursday, June 22, 2023",
Central,Furniture,"Saturday, June 24, 2023",
East,Furniture,"Saturday, June 24, 2023",449.454
South,Furniture,"Saturday, June 24, 2023",
West,Furniture,"Saturday, June 24, 2023",
Central,Furniture,"Sunday, June 25, 2023",
East,Furniture,"Sunday, June 25, 2023",400.784
South,Furniture,"Sunday, June 25, 2023",
West,Furniture,"Sunday, June 25, 2023",871.4
Central,Furniture,"Monday, June 26, 2023",526.45
East,Furniture,"Monday, June 26, 2023",
South,Furniture,"Monday, June 26, 2023",273.552
West,Furniture,"Monday, June 26, 2023",
Central,Furniture,"Tuesday, June 27, 2023",
East,Furniture,"Tuesday, June 27, 2023",191.646
South,Furniture,"Tuesday, June 27, 2023",
West,Furniture,"Tuesday, June 27, 2023",126.3
Central,Furniture,"Thursday, June 29, 2023",717.3132
East,Furniture,"Thursday, June 29, 2023",663.98
South,Furniture,"Thursday, June 29, 2023",
West,Furniture,"Thursday, June 29, 2023",
Central,Furniture,"Friday, June 30, 2023",583.282
East,Furniture,"Friday, June 30, 2023",1066.86
South,Furniture,"Friday, June 30, 2023",19.52
West,Furniture,"Friday, June 30, 2023",435.999
Central,Furniture,"Monday, July 03, 2023",
East,Furniture,"Monday, July 03, 2023",317.448
South,Furniture,"Monday, July 03, 2023",23.99
West,Furniture,"Monday, July 03, 2023",675.24
Central,Furniture,"Wednesday, July 05, 2023",332.028
East,Furniture,"Wednesday, July 05, 2023",
South,Furniture,"Wednesday, July 05, 2023",
West,Furniture,"Wednesday, July 05, 2023",
Central,Furniture,"Thursday, July 06, 2023",
East,Furniture,"Thursday, July 06, 2023",
South,Furniture,"Thursday, July 06, 2023",239.24
West,Furniture,"Thursday, July 06, 2023",122.136
Central,Furniture,"Friday, July 07, 2023",
East,Furniture,"Friday, July 07, 2023",87.21
South,Furniture,"Friday, July 07, 2023",
West,Furniture,"Friday, July 07, 2023",
Central,Furniture,"Saturday, July 08, 2023",
East,Furniture,"Saturday, July 08, 2023",123.9
South,Furniture,"Saturday, July 08, 2023",
West,Furniture,"Saturday, July 08, 2023",360.2
Central,Furniture,"Sunday, July 09, 2023",526.45
East,Furniture,"Sunday, July 09, 2023",
South,Furniture,"Sunday, July 09, 2023",
West,Furniture,"Sunday, July 09, 2023",
Central,Furniture,"Monday, July 10, 2023",
East,Furniture,"Monday, July 10, 2023",
South,Furniture,"Monday, July 10, 2023",18.84
West,Furniture,"Monday, July 10, 2023",
Central,Furniture,"Thursday, July 13, 2023",
East,Furniture,"Thursday, July 13, 2023",91.008
South,Furniture,"Thursday, July 13, 2023",
West,Furniture,"Thursday, July 13, 2023",
Central,Furniture,"Friday, July 14, 2023",
East,Furniture,"Friday, July 14, 2023",396.92
South,Furniture,"Friday, July 14, 2023",
West,Furniture,"Friday, July 14, 2023",295.53
Central,Furniture,"Saturday, July 15, 2023",
East,Furniture,"Saturday, July 15, 2023",974.589
South,Furniture,"Saturday, July 15, 2023",872.94
West,Furniture,"Saturday, July 15, 2023",
Central,Furniture,"Sunday, July 16, 2023",
East,Furniture,"Sunday, July 16, 2023",71.372
South,Furniture,"Sunday, July 16, 2023",242.352
West,Furniture,"Sunday, July 16, 2023",
Central,Furniture,"Monday, July 17, 2023",
East,Furniture,"Monday, July 17, 2023",39.08
South,Furniture,"Monday, July 17, 2023",7.904
West,Furniture,"Monday, July 17, 2023",1194.165
Central,Furniture,"Tuesday, July 18, 2023",
East,Furniture,"Tuesday, July 18, 2023",198.744
South,Furniture,"Tuesday, July 18, 2023",
West,Furniture,"Tuesday, July 18, 2023",1275.144
Central,Furniture,"Thursday, July 20, 2023",191.732
East,Furniture,"Thursday, July 20, 2023",347.684
South,Furniture,"Thursday, July 20, 2023",
West,Furniture,"Thursday, July 20, 2023",
Central,Furniture,"Friday, July 21, 2023",124.404
East,Furniture,"Friday, July 21, 2023",
South,Furniture,"Friday, July 21, 2023",311.74
West,Furniture,"Friday, July 21, 2023",225.296
Central,Furniture,"Saturday, July 22, 2023",526.344
East,Furniture,"Saturday, July 22, 2023",
South,Furniture,"Saturday, July 22, 2023",
West,Furniture,"Saturday, July 22, 2023",
Central,Furniture,"Tuesday, July 25, 2023",298.116
East,Furniture,"Tuesday, July 25, 2023",158.684
South,Furniture,"Tuesday, July 25, 2023",
West,Furniture,"Tuesday, July 25, 2023",
Central,Furniture,"Wednesday, July 26, 2023",
East,Furniture,"Wednesday, July 26, 2023",
South,Furniture,"Wednesday, July 26, 2023",
West,Furniture,"Wednesday, July 26, 2023",362.352
Central,Furniture,"Thursday, July 27, 2023",
East,Furniture,"Thursday, July 27, 2023",14.89
South,Furniture,"Thursday, July 27, 2023",285.88
West,Furniture,"Thursday, July 27, 2023",23.88
Central,Furniture,"Saturday, July 29, 2023",302.67
East,Furniture,"Saturday, July 29, 2023",
South,Furniture,"Saturday, July 29, 2023",
West,Furniture,"Saturday, July 29, 2023",115.96
Central,Furniture,"Monday, July 31, 2023",
East,Furniture,"Monday, July 31, 2023",
South,Furniture,"Monday, July 31, 2023",
West,Furniture,"Monday, July 31, 2023",36.96
Central,Furniture,"Thursday, August 03, 2023",183.372
East,Furniture,"Thursday, August 03, 2023",
South,Furniture,"Thursday, August 03, 2023",
West,Furniture,"Thursday, August 03, 2023",123.96
Central,Furniture,"Sunday, August 06, 2023",
East,Furniture,"Sunday, August 06, 2023",
South,Furniture,"Sunday, August 06, 2023",161.14
West,Furniture,"Sunday, August 06, 2023",
Central,Furniture,"Monday, August 07, 2023",
East,Furniture,"Monday, August 07, 2023",
South,Furniture,"Monday, August 07, 2023",
West,Furniture,"Monday, August 07, 2023",258.934
Central,Furniture,"Thursday, August 10, 2023",121.3
East,Furniture,"Thursday, August 10, 2023",
South,Furniture,"Thursday, August 10, 2023",
West,Furniture,"Thursday, August 10, 2023",
Central,Furniture,"Saturday, August 12, 2023",
East,Furniture,"Saturday, August 12, 2023",1779.9
South,Furniture,"Saturday, August 12, 2023",
West,Furniture,"Saturday, August 12, 2023",54.92
Central,Furniture,"Sunday, August 13, 2023",
East,Furniture,"Sunday, August 13, 2023",
South,Furniture,"Sunday, August 13, 2023",455.632
West,Furniture,"Sunday, August 13, 2023",
Central,Furniture,"Monday, August 14, 2023",
East,Furniture,"Monday, August 14, 2023",
South,Furniture,"Monday, August 14, 2023",
West,Furniture,"Monday, August 14, 2023",418.296
Central,Furniture,"Thursday, August 17, 2023",91.376
East,Furniture,"Thursday, August 17, 2023",4878.738
South,Furniture,"Thursday, August 17, 2023",
West,Furniture,"Thursday, August 17, 2023",
Central,Furniture,"Friday, August 18, 2023",
East,Furniture,"Friday, August 18, 2023",138.44
South,Furniture,"Friday, August 18, 2023",
West,Furniture,"Friday, August 18, 2023",65.94
Central,Furniture,"Monday, August 21, 2023",
East,Furniture,"Monday, August 21, 2023",117.08
South,Furniture,"Monday, August 21, 2023",866.4
West,Furniture,"Monday, August 21, 2023",1110.104
Central,Furniture,"Tuesday, August 22, 2023",
East,Furniture,"Tuesday, August 22, 2023",314.532
South,Furniture,"Tuesday, August 22, 2023",
West,Furniture,"Tuesday, August 22, 2023",210.008
Central,Furniture,"Wednesday, August 23, 2023",
East,Furniture,"Wednesday, August 23, 2023",
South,Furniture,"Wednesday, August 23, 2023",2.784
West,Furniture,"Wednesday, August 23, 2023",
Central,Furniture,"Friday, August 25, 2023",
East,Furniture,"Friday, August 25, 2023",130.98
South,Furniture,"Friday, August 25, 2023",
West,Furniture,"Friday, August 25, 2023",
Central,Furniture,"Saturday, August 26, 2023",64.96
East,Furniture,"Saturday, August 26, 2023",
South,Furniture,"Saturday, August 26, 2023",
West,Furniture,"Saturday, August 26, 2023",
Central,Furniture,"Sunday, August 27, 2023",
East,Furniture,"Sunday, August 27, 2023",1488.424
South,Furniture,"Sunday, August 27, 2023",
West,Furniture,"Sunday, August 27, 2023",549.316
Central,Furniture,"Monday, August 28, 2023",
East,Furniture,"Monday, August 28, 2023",
South,Furniture,"Monday, August 28, 2023",
West,Furniture,"Monday, August 28, 2023",1137.75
Central,Furniture,"Tuesday, August 29, 2023",
East,Furniture,"Tuesday, August 29, 2023",
South,Furniture,"Tuesday, August 29, 2023",
West,Furniture,"Tuesday, August 29, 2023",148.02
Central,Furniture,"Thursday, August 31, 2023",
East,Furniture,"Thursday, August 31, 2023",
South,Furniture,"Thursday, August 31, 2023",
West,Furniture,"Thursday, August 31, 2023",569.568
Central,Furniture,"Friday, September 01, 2023",498.26
East,Furniture,"Friday, September 01, 2023",114.9
South,Furniture,"Friday, September 01, 2023",
West,Furniture,"Friday, September 01, 2023",283.56
Central,Furniture,"Saturday, September 02, 2023",
East,Furniture,"Saturday, September 02, 2023",1563.548
South,Furniture,"Saturday, September 02, 2023",
West,Furniture,"Saturday, September 02, 2023",964.004
Central,Furniture,"Sunday, September 03, 2023",108.4
East,Furniture,"Sunday, September 03, 2023",272.565
South,Furniture,"Sunday, September 03, 2023",
West,Furniture,"Sunday, September 03, 2023",239.666
Central,Furniture,"Monday, September 04, 2023",825.174
East,Furniture,"Monday, September 04, 2023",
South,Furniture,"Monday, September 04, 2023",97.184
West,Furniture,"Monday, September 04, 2023",2800.624
Central,Furniture,"Thursday, September 07, 2023",135.3
East,Furniture,"Thursday, September 07, 2023",
South,Furniture,"Thursday, September 07, 2023",
West,Furniture,"Thursday, September 07, 2023",335.388
Central,Furniture,"Friday, September 08, 2023",1000.239
East,Furniture,"Friday, September 08, 2023",
South,Furniture,"Friday, September 08, 2023",
West,Furniture,"Friday, September 08, 2023",
Central,Furniture,"Saturday, September 09, 2023",
East,Furniture,"Saturday, September 09, 2023",224.508
South,Furniture,"Saturday, September 09, 2023",14.136
West,Furniture,"Saturday, September 09, 2023",243.92
Central,Furniture,"Sunday, September 10, 2023",
East,Furniture,"Sunday, September 10, 2023",
South,Furniture,"Sunday, September 10, 2023",
West,Furniture,"Sunday, September 10, 2023",362.352
Central,Furniture,"Monday, September 11, 2023",512.19
East,Furniture,"Monday, September 11, 2023",
South,Furniture,"Monday, September 11, 2023",34.504
West,Furniture,"Monday, September 11, 2023",2264.2
Central,Furniture,"Tuesday, September 12, 2023",
East,Furniture,"Tuesday, September 12, 2023",
South,Furniture,"Tuesday, September 12, 2023",
West,Furniture,"Tuesday, September 12, 2023",8.36
Central,Furniture,"Thursday, September 14, 2023",
East,Furniture,"Thursday, September 14, 2023",830.718
South,Furniture,"Thursday, September 14, 2023",
West,Furniture,"Thursday, September 14, 2023",
Central,Furniture,"Friday, September 15, 2023",
East,Furniture,"Friday, September 15, 2023",1378.86
South,Furniture,"Friday, September 15, 2023",
West,Furniture,"Friday, September 15, 2023",1233.908
Central,Furniture,"Saturday, September 16, 2023",
East,Furniture,"Saturday, September 16, 2023",22.512
South,Furniture,"Saturday, September 16, 2023",
West,Furniture,"Saturday, September 16, 2023",
Central,Furniture,"Sunday, September 17, 2023",318.43
East,Furniture,"Sunday, September 17, 2023",
South,Furniture,"Sunday, September 17, 2023",723.92
West,Furniture,"Sunday, September 17, 2023",1292.94
Central,Furniture,"Monday, September 18, 2023",
East,Furniture,"Monday, September 18, 2023",9.82
South,Furniture,"Monday, September 18, 2023",20.32
West,Furniture,"Monday, September 18, 2023",
Central,Furniture,"Tuesday, September 19, 2023",
East,Furniture,"Tuesday, September 19, 2023",
South,Furniture,"Tuesday, September 19, 2023",
West,Furniture,"Tuesday, September 19, 2023",481.804
Central,Furniture,"Wednesday, September 20, 2023",
East,Furniture,"Wednesday, September 20, 2023",5496.174
South,Furniture,"Wednesday, September 20, 2023",
West,Furniture,"Wednesday, September 20, 2023",
Central,Furniture,"Friday, September 22, 2023",241.96
East,Furniture,"Friday, September 22, 2023",12.07
South,Furniture,"Friday, September 22, 2023",
West,Furniture,"Friday, September 22, 2023",
Central,Furniture,"Saturday, September 23, 2023",
East,Furniture,"Saturday, September 23, 2023",
South,Furniture,"Saturday, September 23, 2023",
West,Furniture,"Saturday, September 23, 2023",804.732
Central,Furniture,"Sunday, September 24, 2023",1124.384
East,Furniture,"Sunday, September 24, 2023",103.056
South,Furniture,"Sunday, September 24, 2023",
West,Furniture,"Sunday, September 24, 2023",199.8
Central,Furniture,"Monday, September 25, 2023",269.97
East,Furniture,"Monday, September 25, 2023",535.766
South,Furniture,"Monday, September 25, 2023",
West,Furniture,"Monday, September 25, 2023",
Central,Furniture,"Tuesday, September 26, 2023",
East,Furniture,"Tuesday, September 26, 2023",
South,Furniture,"Tuesday, September 26, 2023",419.136
West,Furniture,"Tuesday, September 26, 2023",9.24
Central,Furniture,"Thursday, September 28, 2023",
East,Furniture,"Thursday, September 28, 2023",
South,Furniture,"Thursday, September 28, 2023",
West,Furniture,"Thursday, September 28, 2023",42.016
Central,Furniture,"Friday, September 29, 2023",
East,Furniture,"Friday, September 29, 2023",429.154
South,Furniture,"Friday, September 29, 2023",
West,Furniture,"Friday, September 29, 2023",124.534
Central,Furniture,"Sunday, October 01, 2023",
East,Furniture,"Sunday, October 01, 2023",
South,Furniture,"Sunday, October 01, 2023",
West,Furniture,"Sunday, October 01, 2023",559.76
Central,Furniture,"Monday, October 02, 2023",157.74
East,Furniture,"Monday, October 02, 2023",
South,Furniture,"Monday, October 02, 2023",2365.5
West,Furniture,"Monday, October 02, 2023",235.224
Central,Furniture,"Tuesday, October 03, 2023",
East,Furniture,"Tuesday, October 03, 2023",83.92
South,Furniture,"Tuesday, October 03, 2023",
West,Furniture,"Tuesday, October 03, 2023",171.288
Central,Furniture,"Wednesday, October 04, 2023",
