New Report.CO_DIV_FIP NO,Min(New Report.SHIPMENT_TYPE)
TE/AP/20108/2021,40HC
TE/AP/20108/2022,40HC
TE/AP/20108/2023,40HC
TE/AP/20108/2024,40HC
TE/AP/20109/2021,LCL
TE/AP/20109/2022,40HC
TE/AP/20109/2024,40HC
TE/AP/20110/2021,40HC
TE/AP/20110/2022,40HC
TE/AP/20110/2024,LCL
TE/AP/20111/2022,LCL
TE/AP/20111/2023,40HC
TE/AP/20111/2024,40FCL
TE/AP/20112/2022,40HC
TE/AP/20112/2023,40HC
TE/AP/20112/2024,40FCL
TE/AP/20113/2021,40HC
TE/AP/20113/2022,40HC
TE/AP/20113/2024,40FCL
TE/AP/20114/2021,40HC
TE/AP/20114/2024,40FCL
TE/AP/20115/2022,LCL
TE/AP/20115/2023,40HC
TE/AP/20116/2021,40HC
TE/AP/20116/2022,40HC
TE/AP/20116/2023,40HC
TE/AP/20116/2024,40FCL
TE/AP/20117/2022,LCL
TE/AP/20117/2023,40HC
TE/AP/20117/2024,LCL
TE/AP/20118/2021,40HC
TE/AP/20118/2022,40HC
TE/AP/20118/2023,40HC
TE/AP/20119/2022,40HC
TE/AP/20119/2023,40HC
TE/AP/20119/2024,40FCL
TE/AP/20120/2021,40HC
TE/AP/20120/2023,40HC
TE/AP/20120/2024,40FCL
TE/AP/20121/2021,40HC
TE/AP/20121/2022,40HC
TE/AP/20121/2023,40HC
TE/AP/20121/2024,40FCL
TE/AP/20122/2021,40HC
TE/AP/20122/2022,LCL
TE/AP/20122/2023,40HC
TE/AP/20122/2024,40FCL
TE/AP/20123/2022,20FCL
TE/AP/20123/2023,40FCL
TE/AP/20124/2021,40HC
TE/AP/20124/2022,LCL
TE/AP/20124/2023,40HC
TE/AP/20124/2024,LCL
TE/AP/20125/2021,40HC
TE/AP/20125/2022,40HC
TE/AP/20125/2023,40HC
TE/AP/20126/2022,LCL
TE/AP/20126/2023,40HC
TE/AP/20126/2024,40FCL
TE/AP/20127/2022,40HC
TE/AP/20127/2023,LCL
TE/AP/20127/2024,LCL
TE/AP/20128/2021,40HC
TE/AP/20128/2022,40HC
TE/AP/20128/2023,40HC
TE/AP/20128/2024,40FCL
TE/AP/20129/2021,40HC
TE/AP/20129/2022,40HC
TE/AP/20129/2023,LCL
TE/AP/20129/2024,40FCL
TE/AP/20130/2021,40HC
TE/AP/20130/2022,LCL
TE/AP/20130/2023,LCL
TE/AP/20130/2024,LCL
TE/AP/20131/2021,40HC
TE/AP/20131/2022,LCL
TE/AP/20131/2023,40HC
TE/AP/20131/2024,40FCL
TE/AP/20132/2021,40HC
TE/AP/20132/2022,LCL
TE/AP/20132/2023,40HC
TE/AP/20132/2024,40FCL
TE/AP/20133/2022,40HC
TE/AP/20133/2023,40HC
TE/AP/20134/2021,40HC
TE/AP/20134/2023,40HC
TE/AP/20134/2024,40FCL
TE/AP/20135/2021,40HC
TE/AP/20135/2022,LCL
TE/AP/20135/2023,LCL
TE/AP/20135/2024,40FCL
TE/AP/20136/2021,40HC
TE/AP/20136/2022,20FCL
TE/AP/20136/2023,LCL
TE/AP/20137/2021,40HC
TE/AP/20137/2022,40HC
TE/AP/20137/2023,LCL
TE/AP/20137/2024,40FCL
TE/AP/20138/2021,LCL
TE/AP/20138/2022,40HC
TE/AP/20138/2023,LCL
TE/AP/20138/2024,40FCL
TE/AP/20139/2021,40HC
TE/AP/20139/2023,LCL
TE/AP/20139/2024,40FCL
TE/AP/20140/2021,40HC
TE/AP/20140/2022,40HC
TE/AP/20140/2024,40FCL
TE/AP/20141/2021,40HC
TE/AP/20141/2022,40HC
TE/AP/20141/2024,40FCL
TE/AP/20142/2021,40HC
TE/AP/20142/2022,40HC
TE/AP/20142/2023,40HC
TE/AP/20142/2024,LCL
TE/AP/20143/2021,40HC
TE/AP/20143/2022,40HC
TE/AP/20143/2023,40HC
TE/AP/20143/2024,40FCL
TE/AP/20144/2021,40HC
TE/AP/20144/2023,40HC
TE/AP/20144/2024,40FCL
TE/AP/20145/2021,40HC
TE/AP/20145/2022,LCL
TE/AP/20145/2023,40HC
TE/AP/20145/2024,40FCL
TE/AP/20146/2021,40HC
TE/AP/20146/2023,40HC
TE/AP/20146/2024,40FCL
TE/AP/20147/2021,40HC
TE/AP/20147/2023,40HC
TE/AP/20147/2024,40FCL
TE/AP/20148/2023,LCL
TE/AP/20149/2021,LCL
TE/AP/20149/2023,LCL
TE/AP/20149/2024,40FCL
TE/AP/20150/2021,40HC
TE/AP/20150/2022,40HC
TE/AP/20150/2023,40HC
TE/AP/20150/2024,40FCL
TE/AP/20151/2022,40HC
TE/AP/20151/2023,40HC
TE/AP/20151/2024,LCL
TE/AP/20152/2021,40HC
TE/AP/20152/2023,LCL
TE/AP/20152/2024,40FCL
TE/AP/20153/2021,LCL
TE/AP/20153/2023,40FCL
TE/AP/20153/2024,40FCL
TE/AP/20154/2021,40HC
TE/AP/20154/2023,40HC
TE/AP/20154/2024,LCL
TE/AP/20155/2021,40HC
TE/AP/20155/2023,40HC
TE/AP/20155/2024,40FCL
TE/AP/20156/2021,40HC
TE/AP/20156/2022,40HC
TE/AP/20156/2023,LCL
TE/AP/20156/2024,LCL
TE/AP/20157/2022,40HC
TE/AP/20157/2023,LCL
TE/AP/20157/2024,40FCL
TE/AP/20158/2022,40HC
TE/AP/20158/2023,40HC
TE/AP/20158/2024,40FCL
TE/AP/20159/2022,40HC
TE/AP/20159/2023,LCL
TE/AP/20159/2024,LCL
TE/AP/20160/2022,LCL
TE/AP/20160/2023,40HC
TE/AP/20160/2024,40FCL
TE/AP/20161/2021,40HC
TE/AP/20161/2022,40HC
TE/AP/20161/2023,40HC
TE/AP/20161/2024,40FCL
TE/AP/20162/2023,40HC
TE/AP/20162/2024,LCL
TE/AP/20163/2022,40HC
TE/AP/20163/2023,40HC
TE/AP/20164/2022,LCL
TE/AP/20165/2021,40HC
TE/AP/20165/2023,40HC
TE/AP/20165/2024,40FCL
TE/AP/20166/2021,40HC
TE/AP/20166/2023,40HC
TE/AP/20166/2024,40FCL
TE/AP/20167/2022,LCL
TE/AP/20167/2023,40HC
TE/AP/20167/2024,40FCL
TE/AP/20168/2021,40HC
TE/AP/20168/2022,40HC
TE/AP/20168/2023,40HC
TE/AP/20168/2024,40FCL
TE/AP/20169/2021,40HC
TE/AP/20169/2022,LCL
TE/AP/20169/2023,40HC
TE/AP/20169/2024,40FCL
TE/AP/20170/2021,LCL
TE/AP/20170/2022,40HC
TE/AP/20170/2024,LCL
TE/AP/20171/2021,40HC
TE/AP/20171/2022,40HC
TE/AP/20172/2021,40HC
TE/AP/20172/2022,40HC
TE/AP/20172/2023,40HC
TE/AP/20172/2024,40FCL
TE/AP/20173/2022,40HC
TE/AP/20173/2023,40HC
TE/AP/20173/2024,40FCL
TE/AP/20174/2022,40HC
TE/AP/20174/2023,LCL
TE/AP/20174/2024,40FCL
TE/AP/20175/2021,40HC
TE/AP/20175/2022,40HC
TE/AP/20175/2023,LCL
TE/AP/20175/2024,40FCL
TE/AP/20176/2021,40HC
TE/AP/20176/2022,40HC
TE/AP/20176/2023,40HC
TE/AP/20176/2024,40FCL
TE/AP/20177/2022,40HC
TE/AP/20177/2023,40HC
TE/AP/20177/2024,40FCL
TE/AP/20178/2021,40HC
TE/AP/20178/2022,40HC
TE/AP/20178/2023,40HC
TE/AP/20178/2024,40FCL
TE/AP/20179/2022,40HC
TE/AP/20179/2023,40HC
TE/AP/20179/2024,40FCL
TE/AP/20180/2021,40HC
TE/AP/20180/2022,40HC
TE/AP/20180/2023,40HC
TE/AP/20180/2024,40FCL
TE/AP/20181/2022,40HC
TE/AP/20181/2023,40HC
TE/AP/20181/2024,40FCL
TE/AP/20182/2021,40HC
TE/AP/20182/2022,40HC
TE/AP/20182/2023,40HC
TE/AP/20182/2024,LCL
TE/AP/20183/2021,40HC
TE/AP/20183/2022,40HC
TE/AP/20183/2023,40HC
TE/AP/20183/2024,LCL
TE/AP/20184/2022,40HC
TE/AP/20184/2023,40HC
TE/AP/20184/2024,40FCL
TE/AP/20185/2021,40FCL
TE/AP/20185/2022,40HC
TE/AP/20185/2023,40HC
TE/AP/20185/2024,40FCL
TE/AP/20186/2022,LCL
TE/AP/20186/2023,40HC
TE/AP/20186/2024,40HC
TE/AP/20187/2021,40HC
TE/AP/20187/2022,40HC
TE/AP/20187/2023,40HC
TE/AP/20188/2022,40HC
TE/AP/20188/2023,40HC
TE/AP/20188/2024,40FCL
TE/AP/20189/2022,40HC
TE/AP/20189/2023,40HC
TE/AP/20189/2024,40FCL
TE/AP/20190/2022,40HC
TE/AP/20190/2023,40HC
TE/AP/20190/2024,40FCL
TE/AP/20191/2021,40HC
TE/AP/20191/2022,40HC
TE/AP/20191/2023,40HC
TE/AP/20191/2024,40FCL
TE/AP/20192/2021,40HC
TE/AP/20192/2022,40HC
TE/AP/20192/2023,40HC
TE/AP/20192/2024,LCL
TE/AP/20193/2021,40HC
TE/AP/20193/2022,40HC
TE/AP/20193/2023,40HC
TE/AP/20193/2024,LCL
TE/AP/20194/2021,40HC
TE/AP/20194/2022,40HC
TE/AP/20194/2024,40FCL
TE/AP/20195/2021,40HC
TE/AP/20195/2022,40HC
TE/AP/20195/2023,40HC
TE/AP/20195/2024,LCL
TE/AP/20196/2021,LCL
TE/AP/20196/2022,LCL
TE/AP/20196/2023,40FCL
TE/AP/20196/2024,LCL
TE/AP/20197/2021,40HC
TE/AP/20197/2023,LCL
TE/AP/20197/2024,40FCL
TE/AP/20198/2021,40HC
TE/AP/20198/2022,LCL
TE/AP/20198/2023,LCL
TE/AP/20198/2024,40FCL
TE/AP/20199/2021,40HC
TE/AP/20199/2022,40HC
TE/AP/20199/2023,40HC
TE/AP/20199/2024,40FCL
TE/AP/20200/2021,40HC
TE/AP/20200/2022,40HC
TE/AP/20200/2023,40HC
TE/AP/20200/2024,40FCL
TE/AP/20201/2021,40HC
TE/AP/20201/2022,40HC
TE/AP/20201/2023,40HC
TE/AP/20201/2024,40FCL
TE/AP/20202/2022,LCL
TE/AP/20202/2023,LCL
TE/AP/20202/2024,LCL
TE/AP/20203/2023,LCL
TE/AP/20203/2024,40FCL
TE/AP/20204/2022,40HC
TE/AP/20204/2023,40HC
TE/AP/20204/2024,40FCL
TE/AP/20205/2023,40HC
TE/AP/20205/2024,LCL
TE/AP/20206/2021,40HC
TE/AP/20206/2022,LCL
TE/AP/20206/2024,40FCL
TE/AP/20207/2024,40FCL
TE/AP/20208/2021,40HC
TE/AP/20208/2022,40HC
TE/AP/20208/2023,40HC
TE/AP/20208/2024,40FCL
TE/AP/20209/2021,40HC
TE/AP/20209/2022,LCL
TE/AP/20209/2023,40HC
TE/AP/20209/2024,40FCL
TE/AP/20210/2022,40HC
TE/AP/20210/2023,40HC
TE/AP/20210/2024,40FCL
TE/AP/20211/2021,40HC
TE/AP/20211/2022,40HC
TE/AP/20211/2023,40HC
TE/AP/20211/2024,40HC
TE/AP/20212/2021,40HC
TE/AP/20212/2022,40HC
TE/AP/20212/2023,40HC
TE/AP/20212/2024,40FCL
TE/AP/20213/2021,40HC
TE/AP/20213/2022,40HC
TE/AP/20213/2023,40HC
TE/AP/20213/2024,40FCL
TE/AP/20214/2021,40HC
TE/AP/20214/2022,40HC
TE/AP/20214/2023,40HC
TE/AP/20214/2024,LCL
TE/AP/20215/2022,40HC
TE/AP/20215/2023,40HC
TE/AP/20215/2024,40FCL
TE/AP/20216/2021,40HC
TE/AP/20216/2022,40HC
TE/AP/20216/2023,40HC
TE/AP/20216/2024,LCL
TE/AP/20217/2022,40HC
TE/AP/20217/2023,40HC
TE/AP/20217/2024,40HC
TE/AP/20218/2021,40HC
TE/AP/20218/2022,40HC
TE/AP/20218/2023,40HC
TE/AP/20219/2021,40HC
TE/AP/20219/2022,40HC
TE/AP/20219/2024,LCL
TE/AP/20220/2021,40HC
TE/AP/20220/2022,40HC
TE/AP/20220/2023,40HC
TE/AP/20220/2024,40FCL
TE/AP/20221/2021,40HC
TE/AP/20221/2022,40HC
TE/AP/20221/2023,40HC
TE/AP/20221/2024,LCL
TE/AP/20222/2022,40HC
TE/AP/20222/2024,40FCL
TE/AP/20223/2021,40HC
TE/AP/20223/2022,40HC
TE/AP/20223/2023,40HC
TE/AP/20223/2024,40FCL
TE/AP/20224/2021,40HC
TE/AP/20224/2022,LCL
TE/AP/20224/2023,40HC
TE/AP/20224/2024,40FCL
TE/AP/20225/2021,40HC
TE/AP/20225/2022,LCL
TE/AP/20225/2023,40HC
TE/AP/20225/2024,40FCL
TE/AP/20226/2022,40HC
TE/AP/20226/2023,LCL
TE/AP/20226/2024,40HC
TE/AP/20227/2021,40HC
TE/AP/20227/2022,40HC
TE/AP/20227/2023,LCL
TE/AP/20227/2024,LCL
TE/AP/20228/2021,40HC
TE/AP/20228/2022,40HC
TE/AP/20228/2023,40HC
TE/AP/20228/2024,40FCL
TE/AP/20229/2021,40HC
TE/AP/20229/2022,40HC
TE/AP/20229/2023,40HC
TE/AP/20229/2024,40FCL
TE/AP/20230/2022,40HC
TE/AP/20230/2023,LCL
TE/AP/20230/2024,40FCL
TE/AP/20231/2021,40HC
TE/AP/20231/2022,40HC
TE/AP/20231/2023,40HC
TE/AP/20231/2024,LCL
TE/AP/20232/2021,40HC
TE/AP/20232/2022,40HC
TE/AP/20232/2023,40HC
TE/AP/20232/2024,LCL
TE/AP/20233/2021,40HC
TE/AP/20233/2022,40HC
TE/AP/20233/2023,40HC
TE/AP/20233/2024,40FCL
TE/AP/20234/2021,40HC
TE/AP/20234/2022,40HC
TE/AP/20234/2023,LCL
TE/AP/20234/2024,40FCL
TE/AP/20235/2021,40HC
TE/AP/20235/2022,40HC
TE/AP/20235/2023,40HC
TE/AP/20235/2024,40FCL
TE/AP/20236/2021,40HC
TE/AP/20236/2022,40HC
TE/AP/20236/2023,40HC
TE/AP/20236/2024,40FCL
TE/AP/20237/2021,40HC
TE/AP/20237/2022,40HC
TE/AP/20237/2023,40HC
TE/AP/20237/2024,40HC
TE/AP/20238/2022,40HC
TE/AP/20238/2023,40HC
TE/AP/20238/2024,40FCL
TE/AP/20239/2021,LCL
TE/AP/20239/2022,40HC
TE/AP/20239/2023,40HC
TE/AP/20239/2024,LCL
TE/AP/20240/2021,40HC
TE/AP/20240/2022,40HC
TE/AP/20240/2023,40HC
TE/AP/20241/2021,40HC
TE/AP/20241/2022,40HC
TE/AP/20241/2023,40HC
TE/AP/20241/2024,LCL
TE/AP/20242/2021,40HC
TE/AP/20242/2022,40HC
TE/AP/20242/2023,40HC
TE/AP/20242/2024,40FCL
TE/AP/20243/2022,40HC
TE/AP/20243/2023,LCL
TE/AP/20243/2024,40FCL
TE/AP/20244/2021,40FCL
TE/AP/20244/2022,40HC
TE/AP/20244/2023,40HC
TE/AP/20244/2024,40FCL
TE/AP/20245/2021,LCL
TE/AP/20245/2022,40HC
TE/AP/20245/2023,LCL
TE/AP/20245/2024,LCL
TE/AP/20246/2021,LCL
TE/AP/20246/2022,40HC
TE/AP/20246/2023,LCL
TE/AP/20246/2024,40HC
TE/AP/20247/2021,LCL
TE/AP/20247/2022,LCL
TE/AP/20247/2023,40HC
TE/AP/20247/2024,40FCL
TE/AP/20248/2021,40HC
TE/AP/20248/2022,LCL
TE/AP/20248/2023,40HC
TE/AP/20248/2024,LCL
TE/AP/20249/2021,40HC
TE/AP/20249/2022,40HC
TE/AP/20249/2023,40HC
TE/AP/20249/2024,40HC
TE/AP/20250/2021,LCL
TE/AP/20250/2022,40HC
TE/AP/20250/2023,40HC
TE/AP/20250/2024,40HC
TE/AP/20251/2021,40HC
TE/AP/20251/2022,LCL
TE/AP/20251/2023,40HC
TE/AP/20251/2024,LCL
TE/AP/20252/2021,40HC
TE/AP/20252/2022,LCL
TE/AP/20252/2023,40HC
TE/AP/20252/2024,40FCL
TE/AP/20253/2021,40HC
TE/AP/20253/2022,LCL
TE/AP/20253/2023,40HC
TE/AP/20253/2024,40FCL
TE/AP/20254/2021,40HC
TE/AP/20254/2022,LCL
TE/AP/20254/2023,LCL
TE/AP/20254/2024,LCL
TE/AP/20255/2021,40HC
TE/AP/20255/2022,40FCL
TE/AP/20255/2023,40HC
TE/AP/20255/2024,40HC
TE/AP/20256/2021,40HC
TE/AP/20256/2022,40HC
TE/AP/20256/2023,LCL
TE/AP/20256/2024,40HC
TE/AP/20257/2021,40HC
TE/AP/20257/2022,40HC
TE/AP/20257/2023,40HC
TE/AP/20257/2024,40HC
TE/AP/20258/2021,40HC
TE/AP/20258/2022,40HC
TE/AP/20258/2023,40HC
TE/AP/20258/2024,40FCL
TE/AP/20259/2021,40HC
TE/AP/20259/2022,LCL
TE/AP/20259/2023,40HC
TE/AP/20259/2024,40FCL
TE/AP/20260/2021,LCL
TE/AP/20260/2022,LCL
TE/AP/20260/2023,LCL
TE/AP/20260/2024,40FCL
TE/AP/20261/2021,40HC
TE/AP/20261/2022,LCL
TE/AP/20261/2023,LCL
TE/AP/20261/2024,40HC
TE/AP/20262/2021,40HC
TE/AP/20262/2022,40HC
TE/AP/20262/2023,LCL
TE/AP/20262/2024,40FCL
TE/AP/20263/2021,40HC
TE/AP/20263/2022,40HC
TE/AP/20263/2024,40FCL
TE/AP/20264/2021,40FCL
TE/AP/20264/2022,40HC
TE/AP/20264/2023,LCL
TE/AP/20264/2024,LCL
TE/AP/20265/2021,40HC
TE/AP/20265/2022,40HC
TE/AP/20265/2023,40HC
TE/AP/20265/2024,LCL
TE/AP/20266/2021,40HC
TE/AP/20266/2022,40HC
TE/AP/20266/2023,LCL
TE/AP/20266/2024,40HC
TE/AP/20267/2021,40HC
TE/AP/20267/2022,40HC
TE/AP/20267/2023,40HC
TE/AP/20267/2024,40HC
TE/AP/20268/2021,40HC
TE/AP/20268/2022,40HC
TE/AP/20268/2023,LCL
TE/AP/20268/2024,40HC
TE/AP/20269/2021,40HC
TE/AP/20269/2022,40HC
TE/AP/20269/2023,40HC
TE/AP/20269/2024,40HC
TE/AP/20270/2021,40HC
TE/AP/20270/2022,40HC
TE/AP/20270/2023,LCL
TE/AP/20270/2024,LCL
TE/AP/20271/2021,40HC
TE/AP/20271/2022,LCL
TE/AP/20271/2023,40HC
TE/AP/20271/2024,40HC
TE/AP/20272/2021,40HC
TE/AP/20272/2022,40HC
TE/AP/20272/2023,40FCL
TE/AP/20273/2021,LCL
TE/AP/20273/2022,40HC
TE/AP/20273/2023,40HC
TE/AP/20274/2021,LCL
TE/AP/20274/2022,40HC
TE/AP/20274/2023,40HC
TE/AP/20275/2021,LCL
TE/AP/20275/2022,LCL
TE/AP/20275/2023,LCL
TE/AP/20276/2021,LCL
TE/AP/20276/2022,40HC
TE/AP/20276/2023,40HC
TE/AP/20277/2021,40HC
TE/AP/20277/2022,LCL
TE/AP/20277/2023,40HC
TE/AP/20278/2021,LCL
TE/AP/20278/2022,40HC
TE/AP/20278/2023,40HC
TE/AP/20279/2021,40HC
TE/AP/20279/2022,LCL
TE/AP/20279/2023,40HC
TE/AP/20280/2021,40HC
TE/AP/20280/2022,40HC
TE/AP/20280/2023,40HC
TE/AP/20281/2021,40HC
TE/AP/20281/2022,40HC
TE/AP/20281/2023,40HC
TE/AP/20282/2021,LCL
TE/AP/20282/2022,40HC
TE/AP/20282/2023,LCL
TE/AP/20283/2022,40HC
TE/AP/20283/2023,40HC
TE/AP/20284/2022,40HC
TE/AP/20284/2023,40HC
TE/AP/20285/2021,40HC
TE/AP/20285/2022,LCL
TE/AP/20285/2023,LCL
TE/AP/20286/2021,40HC
TE/AP/20286/2022,40HC
TE/AP/20286/2023,LCL
TE/AP/20287/2021,40HC
TE/AP/20287/2022,40HC
TE/AP/20287/2023,40HC
TE/AP/20288/2021,40HC
TE/AP/20288/2022,40HC
TE/AP/20288/2023,LCL
TE/AP/20289/2021,40HC
TE/AP/20289/2022,LCL
TE/AP/20289/2023,40FCL
TE/AP/20290/2021,40HC
TE/AP/20290/2022,40HC
TE/AP/20290/2023,40HC
TE/AP/20291/2021,40HC
TE/AP/20291/2022,40HC
TE/AP/20291/2023,40HC
TE/AP/20292/2021,40HC
TE/AP/20292/2022,40HC
TE/AP/20292/2023,40HC
TE/AP/20293/2021,40HC
TE/AP/20293/2022,40HC
TE/AP/20293/2023,40HC
TE/AP/20294/2021,40HC
TE/AP/20294/2022,40HC
TE/AP/20294/2023,40HC
TE/AP/20295/2021,40HC
TE/AP/20295/2022,40HC
TE/AP/20295/2023,40HC
TE/AP/20296/2021,LCL
TE/AP/20296/2022,40HC
TE/AP/20296/2023,40HC
TE/AP/20297/2021,40HC
TE/AP/20297/2022,40HC
TE/AP/20297/2023,40HC
TE/AP/20298/2021,40HC
TE/AP/20298/2022,40HC
TE/AP/20298/2023,40HC
TE/AP/20299/2021,40HC
TE/AP/20299/2022,LCL
TE/AP/20299/2023,40HC
TE/AP/203/2021,40HC
TE/AP/20300/2021,LCL
TE/AP/20300/2022,LCL
TE/AP/20300/2023,40HC
TE/AP/20301/2021,LCL
TE/AP/20301/2022,40HC
TE/AP/20301/2023,40HC
TE/AP/20302/2021,LCL
TE/AP/20302/2022,LCL
TE/AP/20302/2023,40HC
TE/AP/20303/2021,40HC
TE/AP/20303/2022,LCL
TE/AP/20303/2023,40HC
TE/AP/20304/2021,40HC
TE/AP/20304/2022,LCL
TE/AP/20304/2023,40HC
TE/AP/20305/2021,40FCL
TE/AP/20305/2022,40HC
TE/AP/20305/2023,40HC
TE/AP/20306/2021,40FCL
TE/AP/20306/2022,LCL
TE/AP/20306/2023,LCL
TE/AP/20307/2021,40HC
TE/AP/20307/2022,40HC
TE/AP/20307/2023,40HC
TE/AP/20308/2021,40HC
TE/AP/20308/2022,LCL
TE/AP/20308/2023,40HC
TE/AP/20309/2021,LCL
TE/AP/20309/2022,40HC
TE/AP/20309/2023,40HC
TE/AP/20310/2021,40HC
TE/AP/20310/2022,40HC
TE/AP/20310/2023,40HC
TE/AP/20311/2022,40HC
TE/AP/20311/2023,40HC
TE/AP/20312/2022,LCL
TE/AP/20312/2023,LCL
TE/AP/20313/2022,40HC
TE/AP/20313/2023,40HC
TE/AP/20314/2022,40HC
TE/AP/20314/2023,40HC
TE/AP/20315/2022,LCL
TE/AP/20315/2023,LCL
TE/AP/20316/2022,LCL
TE/AP/20316/2023,LCL
TE/AP/20317/2022,40HC
TE/AP/20317/2023,40HC
TE/AP/20318/2022,40HC
TE/AP/20318/2023,40HC
TE/AP/20319/2022,40HC
TE/AP/20319/2023,LCL
TE/AP/20320/2022,LCL
TE/AP/20320/2023,LCL
TE/AP/20321/2022,LCL
TE/AP/20321/2023,LCL
TE/AP/20322/2022,40HC
TE/AP/20322/2023,40HC
TE/AP/20323/2022,40HC
TE/AP/20323/2023,LCL
TE/AP/20324/2022,40HC
TE/AP/20324/2023,LCL
TE/AP/20325/2022,40HC
TE/AP/20325/2023,40HC
TE/AP/20326/2022,40HC
TE/AP/20326/2023,40HC
TE/AP/20327/2023,40HC
TE/AP/20328/2022,LCL
TE/AP/20328/2023,LCL
TE/AP/20329/2022,LCL
TE/AP/20329/2023,40HC
TE/AP/20330/2022,LCL
TE/AP/20330/2023,40HC
TE/AP/20331/2023,LCL
TE/AP/20332/2022,40HC
TE/AP/20332/2023,40HC
TE/AP/20333/2022,LCL
TE/AP/20333/2023,40HC
TE/AP/20334/2022,LCL
TE/AP/20334/2023,LCL
TE/AP/20335/2022,40HC
TE/AP/20335/2023,40HC
TE/AP/20336/2022,40HC
TE/AP/20336/2023,40HC
TE/AP/20337/2022,40HC
TE/AP/20337/2023,40HC
TE/AP/20338/2022,40HC
TE/AP/20338/2023,LCL
TE/AP/20339/2022,40HC
TE/AP/20339/2023,LCL
TE/AP/20340/2022,LCL
TE/AP/20340/2023,LCL
TE/AP/20341/2022,40HC
TE/AP/20341/2023,LCL
TE/AP/20342/2022,40HC
TE/AP/20342/2023,LCL
TE/AP/20343/2022,LCL
TE/AP/20343/2023,40HC
TE/AP/20344/2022,40HC
TE/AP/20344/2023,LCL
TE/AP/20345/2022,LCL
TE/AP/20345/2023,LCL
TE/AP/20346/2022,40HC
TE/AP/20346/2023,40HC
TE/AP/20347/2022,LCL
TE/AP/20347/2023,40HC
TE/AP/20348/2022,40HC
TE/AP/20348/2023,40HC
TE/AP/20349/2022,LCL
TE/AP/20349/2023,40HC
TE/AP/20350/2022,LCL
TE/AP/20350/2023,40HC
TE/AP/20351/2022,LCL
TE/AP/20351/2023,40HC
TE/AP/20352/2022,40HC
TE/AP/20352/2023,LCL
TE/AP/20353/2022,LCL
TE/AP/20353/2023,40HC
TE/AP/20354/2022,40HC
TE/AP/20354/2023,40HC
TE/AP/20355/2022,40HC
TE/AP/20355/2023,LCL
TE/AP/20356/2022,40HC
TE/AP/20356/2023,40HC
TE/AP/20357/2022,40HC
TE/AP/20357/2023,40HC
TE/AP/20358/2022,40HC
TE/AP/20358/2023,40HC
TE/AP/20359/2022,LCL
TE/AP/20359/2023,LCL
TE/AP/20360/2022,40HC
TE/AP/20360/2023,40HC
TE/AP/20361/2022,40HC
TE/AP/20361/2023,40HC
TE/AP/20362/2022,40HC
TE/AP/20362/2023,40HC
TE/AP/20363/2022,LCL
TE/AP/20363/2023,40HC
TE/AP/20364/2022,40HC
TE/AP/20364/2023,40HC
TE/AP/20365/2022,40HC
TE/AP/20365/2023,40HC
TE/AP/20366/2022,LCL
TE/AP/20366/2023,40HC
TE/AP/20367/2022,LCL
TE/AP/20367/2023,LCL
TE/AP/20368/2022,LCL
TE/AP/20368/2023,40HC
TE/AP/20369/2022,40HC
TE/AP/20369/2023,40HC
TE/AP/20370/2022,40HC
TE/AP/20370/2023,LCL
TE/AP/20371/2022,40HC
TE/AP/20371/2023,40HC
TE/AP/20372/2022,LCL
TE/AP/20372/2023,40HC
TE/AP/20373/2022,40HC
TE/AP/20373/2023,40HC
TE/AP/20374/2022,40HC
TE/AP/20374/2023,40HC
TE/AP/20375/2022,LCL
TE/AP/20375/2023,40HC
TE/AP/20376/2022,40HC
TE/AP/20376/2023,40HC
TE/AP/20377/2022,40HC
TE/AP/20377/2023,40HC
TE/AP/20378/2022,40HC
TE/AP/20378/2023,LCL
TE/AP/20379/2022,40HC
TE/AP/20379/2023,40HC
TE/AP/20380/2022,40HC
TE/AP/20380/2023,40HC
TE/AP/20381/2022,40HC
TE/AP/20381/2023,40HC
TE/AP/20382/2022,LCL
TE/AP/20382/2023,LCL
TE/AP/20383/2022,40HC
TE/AP/20383/2023,40HC
TE/AP/20384/2022,40HC
TE/AP/20384/2023,40HC
TE/AP/20385/2022,40HC
TE/AP/20385/2023,LCL
TE/AP/20386/2022,40HC
TE/AP/20386/2023,LCL
TE/AP/20387/2022,40HC
TE/AP/20387/2023,LCL
TE/AP/20388/2022,40HC
TE/AP/20388/2023,40HC
TE/AP/20389/2022,40HC
TE/AP/20389/2023,40HC
TE/AP/20390/2022,LCL
TE/AP/20390/2023,40HC
TE/AP/20391/2022,40HC
TE/AP/20391/2023,40HC
TE/AP/20392/2022,40HC
TE/AP/20392/2023,LCL
TE/AP/20393/2022,40HC
TE/AP/20393/2023,40HC
TE/AP/20394/2022,40HC
TE/AP/20394/2023,40HC
TE/AP/20395/2022,40HC
TE/AP/20395/2023,LCL
TE/AP/20396/2022,40HC
TE/AP/20396/2023,40HC
TE/AP/20397/2022,LCL
TE/AP/20397/2023,40HC
TE/AP/20398/2023,40HC
TE/AP/20399/2022,40HC
TE/AP/204/2021,40HC
TE/AP/20400/2022,40HC
TE/AP/20401/2022,40HC
TE/AP/20401/2023,40HC
TE/AP/20402/2022,40HC
TE/AP/20402/2023,LCL
TE/AP/20403/2022,40HC
TE/AP/20403/2023,40HC
TE/AP/20404/2022,40HC
