Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Region,Orders.City,Orders.Category,Sum(Orders.Profit),Sum(Orders.Quantity)
2014,East,East Orange,Technology,,
2015,East,East Orange,Technology,,
2016,East,East Orange,Technology,,
2017,East,East Orange,Technology,13.674000000000003,3
2014,East,Elyria,Office Supplies,,
2015,East,Elyria,Office Supplies,,
2016,East,Elyria,Office Supplies,,
2017,East,Elyria,Office Supplies,-1.3983999999999996,1
2014,East,Everett,Furniture,260.61120000000017,9
2015,East,Everett,Furniture,178.327,11
2016,East,Everett,Furniture,,
2017,East,Everett,Furniture,203.56440000000003,3
2014,East,Everett,Office Supplies,22.246000000000006,7
2015,East,Everett,Office Supplies,117.11519999999999,14
2016,East,Everett,Office Supplies,,
2017,East,Everett,Office Supplies,300.66179999999997,31
2014,East,Everett,Technology,30.089999999999982,3
2015,East,Everett,Technology,235.86820000000003,4
2016,East,Everett,Technology,,
2017,East,Everett,Technology,11.597099999999998,1
2014,East,Fairfield,Furniture,-122.87700000000004,3
2015,East,Fairfield,Furniture,,
2016,East,Fairfield,Furniture,143.1402,16
2017,East,Fairfield,Furniture,146.52899999999997,5
2014,East,Fairfield,Office Supplies,72.43119999999998,41
2015,East,Fairfield,Office Supplies,122.2936,11
2016,East,Fairfield,Office Supplies,44.2606,10
2017,East,Fairfield,Office Supplies,406.3501999999999,52
2014,East,Fairfield,Technology,231.14299999999997,9
2015,East,Fairfield,Technology,,
2016,East,Fairfield,Technology,,
2017,East,Fairfield,Technology,49.0637,8
2014,East,Franklin,Furniture,-106.6264,8
2015,East,Franklin,Furniture,42.544200000000004,3
2016,East,Franklin,Furniture,22.332700000000003,9
2017,East,Franklin,Furniture,-297.6847999999998,7
2014,East,Franklin,Office Supplies,,
2015,East,Franklin,Office Supplies,432.7268999999998,21
2016,East,Franklin,Office Supplies,297.64349999999996,3
2017,East,Franklin,Office Supplies,10.475399999999999,3
2014,East,Franklin,Technology,27.3528,3
2015,East,Franklin,Technology,,
2016,East,Franklin,Technology,35.864399999999996,3
2017,East,Franklin,Technology,,
2014,East,Freeport,Furniture,,
2015,East,Freeport,Furniture,71.3568,4
2016,East,Freeport,Furniture,,
2017,East,Freeport,Furniture,,
2014,East,Freeport,Office Supplies,6.036799999999999,2
2015,East,Freeport,Office Supplies,29.968199999999992,11
2016,East,Freeport,Office Supplies,,
2017,East,Freeport,Office Supplies,,
2014,East,Gaithersburg,Furniture,,
2015,East,Gaithersburg,Furniture,,
2016,East,Gaithersburg,Furniture,38.2668,3
2017,East,Gaithersburg,Furniture,,
2014,East,Gaithersburg,Technology,,
2015,East,Gaithersburg,Technology,,
2016,East,Gaithersburg,Technology,67.27419999999998,2
2017,East,Gaithersburg,Technology,,
2014,East,Grove City,Office Supplies,,
2015,East,Grove City,Office Supplies,,
2016,East,Grove City,Office Supplies,,
2017,East,Grove City,Office Supplies,-2.7967999999999993,2
2014,East,Grove City,Technology,,
2015,East,Grove City,Technology,,
2016,East,Grove City,Technology,,
2017,East,Grove City,Technology,15.99199999999999,10
2014,East,Hackensack,Furniture,303.5034,15
2015,East,Hackensack,Furniture,,
2016,East,Hackensack,Furniture,,
2017,East,Hackensack,Furniture,,
2014,East,Hackensack,Office Supplies,90.33999999999999,10
2015,East,Hackensack,Office Supplies,,
2016,East,Hackensack,Office Supplies,,
2017,East,Hackensack,Office Supplies,,
2014,East,Hackensack,Technology,57.41129999999999,3
2015,East,Hackensack,Technology,,
2016,East,Hackensack,Technology,,
2017,East,Hackensack,Technology,,
2014,East,Hagerstown,Office Supplies,,
2015,East,Hagerstown,Office Supplies,,
2016,East,Hagerstown,Office Supplies,,
2017,East,Hagerstown,Office Supplies,20.586,6
2014,East,Hamilton,Furniture,-21.470400000000026,3
2015,East,Hamilton,Furniture,,
2016,East,Hamilton,Furniture,,
2017,East,Hamilton,Furniture,,
2014,East,Hamilton,Office Supplies,2.7914000000000003,5
2015,East,Hamilton,Office Supplies,,
2016,East,Hamilton,Office Supplies,9.293999999999997,5
2017,East,Hamilton,Office Supplies,,
2014,East,Hempstead,Furniture,,
2015,East,Hempstead,Furniture,87.80720000000002,10
2016,East,Hempstead,Furniture,,
2017,East,Hempstead,Furniture,,
2014,East,Hempstead,Office Supplies,44.29559999999999,12
2015,East,Hempstead,Office Supplies,,
2016,East,Hempstead,Office Supplies,392.6650000000001,20
2017,East,Hempstead,Office Supplies,3.9102000000000006,3
2014,East,Hempstead,Technology,,
2015,East,Hempstead,Technology,10.389600000000002,4
2016,East,Hempstead,Technology,89.99699999999999,2
2017,East,Hempstead,Technology,,
2014,East,Holyoke,Furniture,,
2015,East,Holyoke,Furniture,60.391999999999996,2
2016,East,Holyoke,Furniture,,
2017,East,Holyoke,Furniture,,
2014,East,Jamestown,Technology,1285.7715000000003,9
2015,East,Jamestown,Technology,,
2016,East,Jamestown,Technology,,
2017,East,Jamestown,Technology,,
2014,East,Kent,Office Supplies,6.044999999999995,5
2015,East,Kent,Office Supplies,,
2016,East,Kent,Office Supplies,16.894799999999996,6
2017,East,Kent,Office Supplies,1.7519999999999998,3
2014,East,Kent,Technology,,
2015,East,Kent,Technology,,
2016,East,Kent,Technology,,
2017,East,Kent,Technology,-35.99249999999999,6
2014,East,Lakewood,Furniture,27.057799999999986,2
2015,East,Lakewood,Furniture,,
2016,East,Lakewood,Furniture,-228.12480000000008,4
2017,East,Lakewood,Furniture,318.46679999999986,20
2014,East,Lakewood,Office Supplies,224.56109999999998,29
2015,East,Lakewood,Office Supplies,80.64599999999997,25
2016,East,Lakewood,Office Supplies,30.401399999999995,11
2017,East,Lakewood,Office Supplies,-19.548199999999966,44
2014,East,Lakewood,Technology,357.1911,7
2015,East,Lakewood,Technology,32.4,1
2016,East,Lakewood,Technology,2365.9817999999996,7
2017,East,Lakewood,Technology,1.0323999999999671,19
2014,East,Lancaster,Furniture,12.892799999999998,6
2015,East,Lancaster,Furniture,1.7591,1
2016,East,Lancaster,Furniture,6.482199999999999,7
2017,East,Lancaster,Furniture,-103.98819999999998,2
2014,East,Lancaster,Office Supplies,-85.30380000000001,28
2015,East,Lancaster,Office Supplies,,
2016,East,Lancaster,Office Supplies,-277.12770000000006,42
2017,East,Lancaster,Office Supplies,6.489799999999988,46
2014,East,Lancaster,Technology,0.47279999999999966,2
2015,East,Lancaster,Technology,,
2016,East,Lancaster,Technology,-6587.482800000001,10
2017,East,Lancaster,Technology,-292.6997999999999,12
2014,East,Laurel,Furniture,,
2015,East,Laurel,Furniture,,
2016,East,Laurel,Furniture,,
2017,East,Laurel,Furniture,9.8856,2
2014,East,Laurel,Office Supplies,,
2015,East,Laurel,Office Supplies,,
2016,East,Laurel,Office Supplies,,
2017,East,Laurel,Office Supplies,36.28769999999999,3
2014,East,Lawrence,Furniture,205.3996,6
2015,East,Lawrence,Furniture,27.429000000000006,11
2016,East,Lawrence,Furniture,,
2017,East,Lawrence,Furniture,-37.95259999999996,6
2014,East,Lawrence,Office Supplies,319.99279999999993,25
2015,East,Lawrence,Office Supplies,287.93339999999995,25
2016,East,Lawrence,Office Supplies,57.9095,5
2017,East,Lawrence,Office Supplies,220.9302,19
2014,East,Lawrence,Technology,,
2015,East,Lawrence,Technology,58.66,10
2016,East,Lawrence,Technology,,
2017,East,Lawrence,Technology,709.1016,7
2014,East,Leominster,Office Supplies,,
2015,East,Leominster,Office Supplies,79.50160000000001,20
2016,East,Leominster,Office Supplies,,
2017,East,Leominster,Office Supplies,,
2014,East,Lewiston,Office Supplies,,
2015,East,Lewiston,Office Supplies,17.3102,4
2016,East,Lewiston,Office Supplies,,
2017,East,Lewiston,Office Supplies,,
2014,East,Lewiston,Technology,,
2015,East,Lewiston,Technology,14.955599999999997,2
2016,East,Lewiston,Technology,,
2017,East,Lewiston,Technology,,
2014,East,Linden,Technology,49.60480000000001,7
2015,East,Linden,Technology,,
2016,East,Linden,Technology,,
2017,East,Linden,Technology,,
2014,East,Lindenhurst,Office Supplies,,
2015,East,Lindenhurst,Office Supplies,26.630399999999998,1
2016,East,Lindenhurst,Office Supplies,,
2017,East,Lindenhurst,Office Supplies,,
2014,East,Long Beach,Furniture,-337.29660000000007,9
2015,East,Long Beach,Furniture,209.27399999999992,10
2016,East,Long Beach,Furniture,-22.098000000000013,1
2017,East,Long Beach,Furniture,,
2014,East,Long Beach,Office Supplies,426.63269999999983,32
2015,East,Long Beach,Office Supplies,78.598,30
2016,East,Long Beach,Office Supplies,346.4239,21
2017,East,Long Beach,Office Supplies,57.8952,19
2014,East,Long Beach,Technology,352.30649999999997,3
2015,East,Long Beach,Technology,,
2016,East,Long Beach,Technology,174.53099999999995,8
2017,East,Long Beach,Technology,76.26830000000001,9
2014,East,Lorain,Furniture,-734.5264,8
2015,East,Lorain,Furniture,,
2016,East,Lorain,Furniture,11.626299999999999,7
2017,East,Lorain,Furniture,8.556799999999999,4
2014,East,Lorain,Office Supplies,,
2015,East,Lorain,Office Supplies,,
2016,East,Lorain,Office Supplies,2.872500000000006,7
2017,East,Lorain,Office Supplies,2.401,2
2014,East,Lorain,Technology,,
2015,East,Lorain,Technology,,
2016,East,Lorain,Technology,76.79039999999998,6
2017,East,Lorain,Technology,-0.6435000000000002,1
2014,East,Lowell,Furniture,231.01379999999997,11
2015,East,Lowell,Furniture,,
2016,East,Lowell,Furniture,,
2017,East,Lowell,Furniture,,
2014,East,Lowell,Office Supplies,331.38219999999995,10
2015,East,Lowell,Office Supplies,,
2016,East,Lowell,Office Supplies,255.68619999999993,9
2017,East,Lowell,Office Supplies,99.28519999999999,16
2014,East,Lowell,Technology,78.85099999999997,2
2015,East,Lowell,Technology,,
2016,East,Lowell,Technology,,
2017,East,Lowell,Technology,316.35329999999993,12
2014,East,Malden,Furniture,,
2015,East,Malden,Furniture,,
2016,East,Malden,Furniture,13.915199999999992,3
2017,East,Malden,Furniture,,
2014,East,Malden,Office Supplies,,
2015,East,Malden,Office Supplies,,
2016,East,Malden,Office Supplies,17.254,6
2017,East,Malden,Office Supplies,,
2014,East,Manchester,Furniture,,
2015,East,Manchester,Furniture,,
2016,East,Manchester,Furniture,271.41920000000005,4
2017,East,Manchester,Furniture,,
2014,East,Manchester,Office Supplies,,
2015,East,Manchester,Office Supplies,24.150000000000002,6
2016,East,Manchester,Office Supplies,39.92840000000001,13
2017,East,Manchester,Office Supplies,190.19359999999998,17
2014,East,Manchester,Technology,,
2015,East,Manchester,Technology,,
2016,East,Manchester,Technology,,
2017,East,Manchester,Technology,74.8142,2
2014,East,Marion,Furniture,-52.33650000000003,1
2015,East,Marion,Furniture,-479.35860000000014,12
2016,East,Marion,Furniture,,
2017,East,Marion,Furniture,1.7352000000000005,2
2014,East,Marion,Office Supplies,0.2951999999999996,1
2015,East,Marion,Office Supplies,-15.162200000000007,14
2016,East,Marion,Office Supplies,,
2017,East,Marion,Office Supplies,-6.396000000000001,2
2014,East,Marion,Technology,42.893499999999975,1
2015,East,Marion,Technology,-89.08900000000006,2
2016,East,Marion,Technology,,
2017,East,Marion,Technology,52.76520000000001,6
2014,East,Marlborough,Furniture,,
2015,East,Marlborough,Furniture,,
2016,East,Marlborough,Furniture,67.60679999999999,6
2017,East,Marlborough,Furniture,,
2014,East,Mason,Furniture,16.317200000000003,2
2015,East,Mason,Furniture,,
2016,East,Mason,Furniture,,
2017,East,Mason,Furniture,,
2014,East,Mason,Office Supplies,-20.55239999999999,5
2015,East,Mason,Office Supplies,,
2016,East,Mason,Office Supplies,,
2017,East,Mason,Office Supplies,,
2014,East,Medina,Furniture,,
2015,East,Medina,Furniture,-259.79940000000005,6
2016,East,Medina,Furniture,,
2017,East,Medina,Furniture,,
2014,East,Medina,Office Supplies,-13.4694,3
2015,East,Medina,Office Supplies,8.879999999999999,2
2016,East,Medina,Office Supplies,,
2017,East,Medina,Office Supplies,,
2014,East,Medina,Technology,-118.03920000000002,13
2015,East,Medina,Technology,-960.6166000000001,14
2016,East,Medina,Technology,,
2017,East,Medina,Technology,,
2014,East,Mentor,Furniture,,
2015,East,Mentor,Furniture,,
2016,East,Mentor,Furniture,,
2017,East,Mentor,Furniture,-197.35080000000002,7
2014,East,Mentor,Office Supplies,,
2015,East,Mentor,Office Supplies,,
2016,East,Mentor,Office Supplies,,
2017,East,Mentor,Office Supplies,8.0832,5
2014,East,Mentor,Technology,,
2015,East,Mentor,Technology,,
2016,East,Mentor,Technology,,
2017,East,Mentor,Technology,65.99340000000001,3
2014,East,Meriden,Furniture,294.67100000000005,5
2015,East,Meriden,Furniture,,
2016,East,Meriden,Furniture,,
2017,East,Meriden,Furniture,,
2014,East,Meriden,Office Supplies,30.464,10
2015,East,Meriden,Office Supplies,28.388599999999997,5
2016,East,Meriden,Office Supplies,,
2017,East,Meriden,Office Supplies,116.6976,12
2014,East,Middletown,Furniture,9.8856,2
2015,East,Middletown,Furniture,,
2016,East,Middletown,Furniture,,
2017,East,Middletown,Furniture,38.2095,3
2014,East,Middletown,Office Supplies,,
2015,East,Middletown,Office Supplies,13.181000000000001,5
2016,East,Middletown,Office Supplies,22.153599999999997,11
2017,East,Middletown,Office Supplies,36.106199999999994,5
2014,East,Middletown,Technology,,
2015,East,Middletown,Technology,,
2016,East,Middletown,Technology,,
2017,East,Middletown,Technology,38.08000000000001,2
2014,East,Milford,Furniture,,
2015,East,Milford,Furniture,,
2016,East,Milford,Furniture,,
2017,East,Milford,Furniture,193.81219999999996,11
2014,East,Milford,Office Supplies,,
2015,East,Milford,Office Supplies,,
2016,East,Milford,Office Supplies,29.3724,11
2017,East,Milford,Office Supplies,7.979400000000002,3
2014,East,Milford,Technology,,
2015,East,Milford,Technology,,
2016,East,Milford,Technology,87.89000000000001,5
2017,East,Milford,Technology,,
2014,East,Morristown,Furniture,,
2015,East,Morristown,Furniture,,
2016,East,Morristown,Furniture,,
2017,East,Morristown,Furniture,20.1015,5
2014,East,Morristown,Office Supplies,,
2015,East,Morristown,Office Supplies,739.5186,11
2016,East,Morristown,Office Supplies,843.473,8
2017,East,Morristown,Office Supplies,9.534000000000002,3
2014,East,Morristown,Technology,,
2015,East,Morristown,Technology,,
2016,East,Morristown,Technology,,
2017,East,Morristown,Technology,225.6,4
2014,East,Mount Vernon,Office Supplies,32.0817,7
2015,East,Mount Vernon,Office Supplies,,
2016,East,Mount Vernon,Office Supplies,,
2017,East,Mount Vernon,Office Supplies,427.1301,21
2014,East,Mount Vernon,Technology,,
2015,East,Mount Vernon,Technology,,
2016,East,Mount Vernon,Technology,,
2017,East,Mount Vernon,Technology,203.3028,5
2014,East,Nashua,Furniture,,
2015,East,Nashua,Furniture,,
2016,East,Nashua,Furniture,6.547199999999998,4
2017,East,Nashua,Furniture,,
2014,East,Nashua,Office Supplies,,
2015,East,Nashua,Office Supplies,,
2016,East,Nashua,Office Supplies,,
2017,East,Nashua,Office Supplies,6.965400000000001,6
2014,East,New Bedford,Office Supplies,,
2015,East,New Bedford,Office Supplies,23.49,9
2016,East,New Bedford,Office Supplies,,
2017,East,New Bedford,Office Supplies,15.481200000000001,8
2014,East,New Bedford,Technology,,
2015,East,New Bedford,Technology,,
2016,East,New Bedford,Technology,,
2017,East,New Bedford,Technology,11.514899999999995,5
2014,East,New Brunswick,Office Supplies,,
2015,East,New Brunswick,Office Supplies,,
2016,East,New Brunswick,Office Supplies,,
2017,East,New Brunswick,Office Supplies,7.1567,3
2014,East,New Rochelle,Furniture,,
2015,East,New Rochelle,Furniture,,
2016,East,New Rochelle,Furniture,166.50559999999993,5
2017,East,New Rochelle,Furniture,,
2014,East,New Rochelle,Office Supplies,138.2141,13
2015,East,New Rochelle,Office Supplies,,
2016,East,New Rochelle,Office Supplies,,
2017,East,New Rochelle,Office Supplies,18.600599999999996,3
2014,East,New Rochelle,Technology,30.0957,1
2015,East,New Rochelle,Technology,,
2016,East,New Rochelle,Technology,,
2017,East,New Rochelle,Technology,14.994999999999994,5
2014,East,New York City,Furniture,-167.02189999999993,121
2015,East,New York City,Furniture,961.8920999999993,167
2016,East,New York City,Furniture,2092.9563999999996,207
2017,East,New York City,Furniture,2418.8649000000005,225
2014,East,New York City,Office Supplies,2249.1834999999996,346
2015,East,New York City,Office Supplies,5084.160200000001,420
2016,East,New York City,Office Supplies,6282.335699999997,639
2017,East,New York City,Office Supplies,7009.107000000001,660
2014,East,New York City,Technology,8114.013000000001,83
2015,East,New York City,Technology,11034.459400000005,189
2016,East,New York City,Technology,3978.9782,113
2017,East,New York City,Technology,12978.0552,247
2014,East,Newark,Furniture,31.897199999999984,11
2015,East,Newark,Furniture,190.34490000000005,22
2016,East,Newark,Furniture,23.399199999999993,7
2017,East,Newark,Furniture,134.73459999999997,27
2014,East,Newark,Office Supplies,833.2193000000001,47
2015,East,Newark,Office Supplies,228.76570000000004,41
2016,East,Newark,Office Supplies,541.9164999999999,76
2017,East,Newark,Office Supplies,362.15199999999993,54
2014,East,Newark,Technology,83.49539999999999,6
2015,East,Newark,Technology,-1616.2561000000005,28
2016,East,Newark,Technology,8.709299999999928,21
